"","Chromosome","Start","End","Feature","203219650162_R08C01","203219650188_R08C01","203219750019_R05C01","203219750053_R05C01","203219760009_R08C01","203220070150_R02C01","203225140266_R03C01","203257030015_R06C01","203257030060_R08C01"
"chr1-0205","chr1",22800001,22900000,"chr1-0205",-0.202,-0.006,-0.07,-0.098,-0.021,-0.005,-0.26,-0.118,-0.004
"chr1-0206","chr1",22900001,23000000,"chr1-0206",-0.003,0.041,0.102,0.035,-0.004,0.014,-0.065,0.088,0.074
"chr1-0207","chr1",23000001,23100000,"chr1-0207",0.045,0.035,0.099,0.021,-0.024,0.029,-0.106,0.057,0.015
"chr1-0208","chr1",23100001,23200000,"chr1-0208",-0.016,-0.031,-0.033,-0.087,-0.045,-0.071,-0.171,-0.12,-0.097
"chr1-0209","chr1",23200001,23300000,"chr1-0209",0.006,0.035,0.164,-0.005,-0.03,-0.03,-0.14,0.041,0.01
"chr1-0210","chr1",23300001,23400000,"chr1-0210",-0.017,0.043,0.06,0.087,0.072,0.052,-0.439,0.07,0.12
"chr1-0211","chr1",23400001,23500000,"chr1-0211",0.014,0.096,0.138,0.035,0.039,0.044,-0.36,0.038,0.024
"chr1-0212","chr1",23500001,23600000,"chr1-0212",-0.146,0.125,0.047,-0.09,0.074,-0.04,-0.369,0.115,0.004
"chr1-0213","chr1",23600001,23700000,"chr1-0213",0.189,-0.004,0.003,0.117,0.057,0.029,-0.07,0.144,0.041
"chr1-0214","chr1",23700001,23800000,"chr1-0214",0.145,0.049,0.156,0.054,0.04,0.048,-0.024,0.139,0.038
"chr1-0215","chr1",23800001,23900000,"chr1-0215",0.128,0.115,0.164,0.106,0.111,0.071,-0.095,0.161,0.127
"chr1-0216","chr1",23900001,24000000,"chr1-0216",-0.119,0.135,0.188,0.004,0.037,0.04,-0.193,0.075,0.021
"chr1-0217","chr1",24000001,24100000,"chr1-0217",0.065,0.132,0.001,0.044,0.095,0.015,-0.217,0.127,0.008
"chr1-0218","chr1",24100001,24200000,"chr1-0218",0.197,0.037,0.03,0.054,0.03,0.064,-0.048,0.134,-0.021
"chr1-0219","chr1",24200001,24300000,"chr1-0219",0.127,0.124,0.224,0.161,0.141,0.082,-0.031,0.207,0.14
"chr1-0220","chr1",24300001,24400000,"chr1-0220",0.082,0.092,0.13,0.067,0.077,0.057,-0.174,0.151,0.047
"chr1-0221","chr1",24400001,24500000,"chr1-0221",-0.005,-0.021,0.033,-0.106,-0.05,-0.005,-0.165,0.007,-0.031
"chr1-0222","chr1",24500001,24600000,"chr1-0222",0.184,0.122,0.287,0.135,0.083,0.041,-0.043,0.162,0.065
"chr1-0223","chr1",24600001,24700000,"chr1-0223",0.053,-0.033,-0.156,-0.095,-0.042,-0.055,-0.131,-0.112,-0.024
"chr1-0224","chr1",24700001,24800000,"chr1-0224",-0.053,0.01,-0.233,-0.067,-0.013,0.018,-0.274,-0.03,-0.129
"chr1-0225","chr1",24800001,24900000,"chr1-0225",0.007,0.21,0.267,0.125,0.098,0.075,-0.178,0.155,0.128
"chr1-0226","chr1",24900001,25000000,"chr1-0226",0.115,0.094,0.301,0.181,0.09,0.084,-0.05,0.183,0.103
"chr1-0227","chr1",25000001,25100000,"chr1-0227",0.212,0.148,0.181,0.198,0.148,0.116,0.022,0.218,0.126
"chr1-0228","chr1",25100001,25200000,"chr1-0228",0.037,0.151,0.289,0.14,0.081,0.07,-0.116,0.195,0.152
"chr1-0229","chr1",25200001,25300000,"chr1-0229",0.11,0.009,0.228,0.146,0.043,0.094,0.015,0.16,0.099
"chr1-0230","chr1",25300001,25400000,"chr1-0230",-0.096,-0.065,-0.07,-0.054,-0.007,0.033,-0.138,-0.017,-0.043
"chr1-0231","chr1",25400001,25500000,"chr1-0231",-0.207,0.051,0.015,-0.157,-0.029,0.018,-0.441,-0.055,-0.057
"chr1-0232","chr1",25500001,25600000,"chr1-0232",0.086,0.021,0.002,-0.002,0.032,0.048,-0.173,-0.051,-0.04
"chr1-0233","chr1",25600001,25700000,"chr1-0233",-0.183,-0.069,-0.121,-0.059,-0.043,0.051,-0.389,-0.07,0.052
"chr1-0234","chr1",25700001,25800000,"chr1-0234",-0.1,-0.014,-0.126,-0.047,0.016,0.015,-0.372,-0.081,-0.009
"chr1-0235","chr1",25800001,25900000,"chr1-0235",0.003,0.007,0.061,-0.05,-0.006,0.021,-0.076,0.037,-0.039
"chr1-0236","chr1",25900001,26000000,"chr1-0236",0.16,0.061,0.064,-0.023,0.029,0.042,-0.046,0.099,0.017
"chr1-0237","chr1",26000001,26100000,"chr1-0237",-0.023,-0.002,-0.075,-0.129,0.002,-0.042,-0.205,-0.116,-0.095
"chr1-0238","chr1",26100001,26200000,"chr1-0238",0.195,0.02,0.097,0.086,0.044,0.064,-0.034,0.152,0.024
"chr1-0239","chr1",26200001,26300000,"chr1-0239",-0.025,0.009,0.041,-0.02,0.028,0.059,-0.195,0.017,-0.027
"chr1-0240","chr1",26300001,26400000,"chr1-0240",0.088,0.013,-0.03,0.018,0.016,-0.036,-0.099,0.018,0
"chr1-0241","chr1",26400001,26500000,"chr1-0241",0.189,0.057,0.189,0.112,0.063,0.071,0.032,0.164,0.077
"chr1-0242","chr1",26500001,26600000,"chr1-0242",0.076,0.078,0.203,0.093,0.044,0.07,-0.085,0.088,0.046
"chr1-0243","chr1",26600001,26700000,"chr1-0243",0.114,0.039,0.114,0.028,-0.003,0.049,-0.014,0.109,0.025
"chr1-0244","chr1",26700001,26800000,"chr1-0244",0.088,-0.012,-0.035,0.004,0.037,0.021,-0.097,0.094,0.031
"chr1-0245","chr1",26800001,26900000,"chr1-0245",0.094,0.024,0.013,0.002,0.087,0.028,0.01,0.073,-0.027
"chr1-0246","chr1",26900001,27000000,"chr1-0246",0.114,0.14,0.209,0.084,0.145,0.066,-0.16,0.214,0.088
"chr1-0247","chr1",27000001,27100000,"chr1-0247",-0.07,0.055,-0.087,0.053,0.052,0.076,-0.259,0.058,0.006
"chr1-0248","chr1",27100001,27200000,"chr1-0248",0.123,0.091,0.148,0.127,0.087,0.07,0.024,0.129,0.104
"chr1-0249","chr1",27200001,27300000,"chr1-0249",0.116,0.044,0.108,0.097,0.072,0.06,-0.062,0.109,0.055
"chr1-0250","chr1",27300001,27400000,"chr1-0250",0.197,0.067,0.14,0.147,0.068,0.07,0.026,0.148,0.098
"chr1-0251","chr1",27400001,27500000,"chr1-0251",0.127,0.097,0.152,0.055,0.049,0.056,-0.077,0.063,0.04
"chr1-0252","chr1",27500001,27600000,"chr1-0252",0.258,0.149,0.339,0.133,0.158,0.075,-0.085,0.232,0.172
"chr1-0253","chr1",27600001,27700000,"chr1-0253",0.154,0.011,0.166,0.051,0.036,0.055,-0.004,0.116,0.043
"chr1-0254","chr1",27700001,27800000,"chr1-0254",0.245,0.024,0.226,0.099,0.066,0.089,0.095,0.098,0.023
"chr1-0255","chr1",27800001,27900000,"chr1-0255",0.255,-0.006,0.204,0.136,0.066,0.061,0.105,0.132,0.047
"chr1-0256","chr1",27900001,28000000,"chr1-0256",0.138,0.035,0.016,-0.012,0.037,-0.009,-0.011,0.051,-0.048
"chr1-0257","chr1",28000001,28100000,"chr1-0257",0.149,-0.017,0.161,0.178,0.076,0.06,0.064,0.169,0.128
"chr1-0258","chr1",28100001,28200000,"chr1-0258",0.112,0.15,0.15,0.127,0.135,0.119,0.147,0.096,0.082
"chr1-0259","chr1",28200001,28300000,"chr1-0259",0.128,0.091,0.108,0.047,0.049,0.044,0.132,0.089,-0.014
"chr1-0260","chr1",28300001,28400000,"chr1-0260",-0.258,0.079,0.023,0.079,0.152,0.092,-0.207,0.085,0.117
"chr1-0261","chr1",28400001,28500000,"chr1-0261",-0.099,0.154,0.293,0.069,0.076,0.039,0.012,0.11,0.109
"chr1-0262","chr1",28500001,28600000,"chr1-0262",0.255,0.077,0.123,0.145,0.077,0.095,0.119,0.163,0.072
"chr1-0263","chr1",28600001,28700000,"chr1-0263",0.241,0.202,0.393,0.131,0.103,0.04,0.131,0.255,0.003
"chr1-0264","chr1",28700001,28800000,"chr1-0264",-0.223,0.229,0.36,0.181,0.116,0.004,-0.166,0.087,0.171
"chr1-0265","chr1",28800001,28900000,"chr1-0265",0.176,0.184,0.293,0.228,0.151,0.066,0.102,0.208,0.113
"chr1-0266","chr1",28900001,29000000,"chr1-0266",0.068,0.168,0.027,0.107,0.099,0.1,0.086,0.16,0.024
"chr1-0267","chr1",29000001,29100000,"chr1-0267",0.103,0.221,0.229,0.186,0.2,0.171,0.152,0.254,0.213
"chr1-0268","chr1",29100001,29200000,"chr1-0268",-0.149,0.066,0.127,0.045,0.037,-0.02,-0.027,0.037,-0.019
"chr1-0269","chr1",29200001,29400000,"chr1-0269",0.126,0.125,0.248,0.15,0.09,0.093,0.049,0.155,0.129
"chr1-0270","chr1",29400001,29500000,"chr1-0270",0.275,-0.027,0.124,0.178,0.045,0.011,0.223,0.19,0.078
"chr1-0271","chr1",29500001,29600000,"chr1-0271",0.003,0.033,0.023,0.07,0.003,0.007,0.038,0.048,0.032
"chr1-0272","chr1",29600001,29700000,"chr1-0272",-0.081,-0.006,0.084,-0.037,-0.03,-0.085,-0.024,-0.081,-0.052
"chr1-0273","chr1",29700001,29800000,"chr1-0273",-0.182,-0.092,-0.262,-0.292,-0.081,-0.065,-0.015,-0.238,-0.117
"chr1-0274","chr1",29800001,29878082,"chr1-0274",-0.117,-0.05,-0.059,-0.008,-0.108,0.013,0.08,-0.111,-0.127
"chr1-0275","chr1",30028083,30200000,"chr1-0275",-0.225,-0.048,-0.23,-0.133,-0.086,-0.077,-0.095,-0.135,-0.066
"chr1-0276","chr1",30200001,30300000,"chr1-0276",-0.155,-0.093,-0.26,-0.206,-0.148,-0.098,0.001,-0.153,-0.161
"chr1-0277","chr1",30300001,30500000,"chr1-0277",-0.306,-0.064,-0.166,-0.184,-0.04,-0.052,-0.096,-0.205,-0.135
"chr1-0278","chr1",30500001,30600000,"chr1-0278",-0.053,-0.023,-0.046,-0.087,-0.058,-0.03,0.071,-0.056,-0.042
"chr1-0279","chr1",30600001,30700000,"chr1-0279",-0.286,-0.035,-0.5,-0.3,-0.021,-0.017,-0.267,-0.11,-0.068
"chr1-0280","chr1",30700001,30800000,"chr1-0280",-0.171,-0.082,-0.283,-0.207,-0.178,-0.12,-0.058,-0.216,-0.167
"chr1-0281","chr1",30800001,30900000,"chr1-0281",-0.095,-0.035,0.099,-0.056,-0.12,-0.038,0.064,-0.153,-0.103
"chr1-0282","chr1",30900001,31100000,"chr1-0282",-0.155,0.003,-0.257,-0.194,-0.025,0.004,-0.097,-0.126,-0.14
"chr1-0283","chr1",31100001,31200000,"chr1-0283",0.135,-0.063,-0.049,0.058,-0.009,-0.006,0.18,0.052,0.015
"chr1-0284","chr1",31200001,31300000,"chr1-0284",0.028,-0.038,-0.041,-0.07,-0.057,-0.004,0.094,-0.035,-0.094
"chr1-0285","chr1",31300001,31400000,"chr1-0285",0.178,-0.015,-0.013,-0.006,-0.068,0.02,0.139,0.047,-0.037
"chr1-0286","chr1",31400001,31500000,"chr1-0286",-0.172,0.067,-0.034,-0.018,0.034,0.022,-0.182,-0.061,0.086
"chr1-0287","chr1",31500001,31600000,"chr1-0287",0.163,0.156,0.342,0.2,0.125,0.08,0.127,0.269,0.115
"chr1-0288","chr1",31600001,31700000,"chr1-0288",0.075,0.132,0.156,0.038,0.041,0.031,0.119,0.161,0.116
"chr1-0289","chr1",31700001,31800000,"chr1-0289",0.023,0.061,-0.069,-0.046,0.071,0.05,-0.083,0.016,0.036
"chr1-0290","chr1",31800001,31900000,"chr1-0290",0.125,0.075,0.096,0.063,0.053,0.023,0.096,0.118,0.049
"chr1-0291","chr1",31900001,32000000,"chr1-0291",-0.414,-0.029,-0.026,-0.201,-0.066,-0.099,-0.254,-0.185,-0.095
"chr1-0292","chr1",32000001,32100000,"chr1-0292",0.198,0.017,0.213,0.114,0.004,0.024,0.211,0.092,-0.004
"chr1-0293","chr1",32100001,32200000,"chr1-0293",0.242,-0.039,-0.007,0.038,-0.026,0.017,0.16,0.101,-0.028
"chr1-0294","chr1",32200001,32300000,"chr1-0294",0.22,-0.024,0.058,0.039,-0.016,0.051,0.21,0.117,0.038
"chr1-0295","chr1",32300001,32400000,"chr1-0295",-0.153,0.128,0.064,0.101,0.104,0.075,-0.112,0.101,0.115
"chr1-0296","chr1",32400001,32500000,"chr1-0296",0.182,0.117,0.226,0.075,0.055,0.053,0.071,0.14,0.114
"chr1-0297","chr1",32500001,32600000,"chr1-0297",0.098,0.08,0.173,0.076,0.1,0.044,0.101,0.107,0.008
"chr1-0298","chr1",32600001,32700000,"chr1-0298",0.14,-0.018,-0.152,-0.001,0.045,0.007,0.16,0.066,-0.058
"chr1-0299","chr1",32700001,32800000,"chr1-0299",0.152,0.11,0.214,0.082,0.064,0.064,0.142,0.164,0.012
"chr1-0300","chr1",32800001,32900000,"chr1-0300",0.197,0.015,0.142,0.125,0.017,0.026,0.162,0.168,0.023
"chr1-0301","chr1",32900001,33000000,"chr1-0301",0.04,0.052,0.137,0.03,0.018,0.004,0.073,0.122,-0.008
"chr1-0302","chr1",33000001,33100000,"chr1-0302",0.16,0.258,0.056,0.366,0.102,0.097,0.102,0.286,0.228
"chr1-0303","chr1",33100001,33200000,"chr1-0303",0.148,0.045,0.192,0.175,0.089,0.049,0.167,0.226,0.131
"chr1-0304","chr1",33200001,33300000,"chr1-0304",0.127,0.074,0.121,0.1,0.068,0.067,0.169,0.161,0.074
"chr1-0305","chr1",33300001,33400000,"chr1-0305",0.138,0.048,0.176,0.125,0.001,0.055,0.121,0.154,0.091
"chr1-0306","chr1",33400001,33500000,"chr1-0306",-0.037,0.126,0.193,0.091,0.072,-0.014,0.068,0.112,0.08
"chr1-0307","chr1",33500001,33600000,"chr1-0307",0.067,-0.041,-0.184,-0.04,-0.045,-0.031,0.055,0.04,-0.068
"chr1-0308","chr1",33600001,33700000,"chr1-0308",0.028,0.008,-0.042,0.02,-0.009,0.033,0.093,0.019,0.005
"chr1-0309","chr1",33700001,33800000,"chr1-0309",0.067,0.051,0.137,0.024,0.028,0.059,0.099,0.023,0.048
"chr1-0310","chr1",33800001,33900000,"chr1-0310",0.163,0.057,-0.003,0.064,0.015,0.007,0.177,0.059,-0.001
"chr1-0311","chr1",33900001,34000000,"chr1-0311",-0.158,-0.007,-0.113,-0.026,-0.03,-0.072,-0.065,0.009,0.037
"chr1-0312","chr1",34000001,34100000,"chr1-0312",-0.197,-0.02,-0.067,-0.029,-0.028,-0.057,0.064,-0.068,-0.002
"chr1-0313","chr1",34100001,34300000,"chr1-0313",-0.356,-0.077,-0.429,-0.22,-0.066,-0.056,-0.19,-0.152,-0.129
"chr1-0314","chr1",34300001,34400000,"chr1-0314",-0.39,-0.046,-0.285,-0.228,-0.064,-0.103,-0.306,-0.23,-0.048
"chr1-0315","chr1",34400001,34600000,"chr1-0315",-0.541,-0.089,-0.349,-0.307,-0.103,-0.186,-0.288,-0.343,-0.273
"chr1-0316","chr1",34600001,34700000,"chr1-0316",0.225,-0.058,0.043,0.022,-0.061,0.014,0.088,0.119,-0.033
"chr1-0317","chr1",34700001,35200000,"chr1-0317",-0.435,-0.123,-0.441,-0.266,-0.07,-0.096,-0.156,-0.243,-0.118
"chr1-0318","chr1",35200001,35300000,"chr1-0318",-0.061,-0.066,-0.019,-0.063,-0.047,-0.056,0.05,-0.048,-0.043
"chr1-0319","chr1",35300001,35400000,"chr1-0319",0.086,-0.02,-0.006,0.027,-0.028,0.014,0.099,0.083,-0.019
"chr1-0320","chr1",35400001,35500000,"chr1-0320",0.095,0.136,0.371,0.266,0.096,0.054,0.096,0.25,0.163
"chr1-0321","chr1",35500001,35600000,"chr1-0321",0.054,0.15,0.368,0.218,0.108,0.018,-0.013,0.157,0.102
"chr1-0322","chr1",35600001,35700000,"chr1-0322",0.081,0.042,-0.028,0.171,0.18,0.129,0.048,0.185,-0.003
"chr1-0323","chr1",35700001,35800000,"chr1-0323",0.172,0.082,-0.155,0.083,0.068,0.103,0.132,0.177,0.088
"chr1-0324","chr1",35800001,35900000,"chr1-0324",-0.277,0.157,0.362,0.126,0.08,0.088,-0.14,0.227,0.057
"chr1-0325","chr1",35900001,36000000,"chr1-0325",-0.131,0.057,-0.351,-0.044,0.074,0.043,0.046,-0.106,0.023
"chr1-0326","chr1",36000001,36100000,"chr1-0326",0.096,0.037,0.185,0.144,0.049,0.033,0.084,0.16,0.086
"chr1-0327","chr1",36100001,36200000,"chr1-0327",0.115,0.115,0.222,0.167,0.021,0.027,0.135,0.215,0.139
"chr1-0328","chr1",36200001,36300000,"chr1-0328",0.132,0.042,0.113,0.133,0.051,0.069,0.079,0.212,0.081
"chr1-0329","chr1",36300001,36500000,"chr1-0329",0.178,0.126,0.299,0.199,0.159,0.123,0.088,0.177,0.121
"chr1-0330","chr1",36500001,36600000,"chr1-0330",0.2,0.083,0.325,0.117,0.025,0.108,0.113,0.181,0.134
"chr1-0331","chr1",36600001,36700000,"chr1-0331",0.201,0.073,0.14,0.139,0.073,0.026,0.173,0.15,0.006
"chr1-0332","chr1",36700001,36800000,"chr1-0332",0.196,0.023,0.204,0.114,0.052,0.059,0.158,0.16,0.033
"chr1-0333","chr1",36800001,36900000,"chr1-0333",0.086,0.012,-0.026,0.092,0.053,0.033,0.152,0.056,-0.031
"chr1-0334","chr1",36900001,37000000,"chr1-0334",0.021,0.024,0.041,-0.019,0.008,0.035,0.093,0.047,0.011
"chr1-0335","chr1",37000001,37100000,"chr1-0335",-0.281,-0.098,-0.243,-0.229,-0.107,-0.119,-0.113,-0.214,-0.151
"chr1-0336","chr1",37100001,37200000,"chr1-0336",-0.141,0.041,0.047,-0.059,-0.008,-0.07,0.016,-0.017,0.046
"chr1-0337","chr1",37200001,37300000,"chr1-0337",-0.24,-0.048,-0.152,-0.197,-0.069,-0.106,-0.025,-0.121,-0.049
"chr1-0338","chr1",37300001,37400000,"chr1-0338",-0.326,-0.058,-0.354,-0.234,-0.11,-0.085,-0.09,-0.21,-0.105
"chr1-0339","chr1",37400001,37500000,"chr1-0339",-0.218,-0.095,-0.159,-0.179,-0.094,-0.064,-0.078,-0.134,-0.03
"chr1-0340","chr1",37500001,37700000,"chr1-0340",-0.106,-0.021,-0.022,-0.065,-0.014,0.037,-0.048,-0.042,-0.036
"chr1-0341","chr1",37700001,37900000,"chr1-0341",-0.28,-0.001,-0.193,-0.156,-0.086,-0.119,-0.083,-0.129,-0.075
"chr1-0342","chr1",37900001,38000000,"chr1-0342",0.133,0.016,0.05,0.069,0.032,0.051,0.117,0.112,0.064
"chr1-0343","chr1",38000001,38100000,"chr1-0343",0.185,0.058,0.133,0.065,0.039,0.027,0.08,0.053,0.063
"chr1-0344","chr1",38100001,38200000,"chr1-0344",-0.017,-0.026,-0.039,-0.015,-0.029,0.016,0.088,-0.021,-0.073
"chr1-0345","chr1",38200001,38300000,"chr1-0345",0.081,0.039,0.03,-0.003,0.006,0.018,0.039,0.107,-0.019
"chr1-0346","chr1",38300001,38400000,"chr1-0346",0.009,0.073,0.006,0.055,0.032,0.08,0.089,0.083,0.017
"chr1-0347","chr1",38400001,38500000,"chr1-0347",0.185,0.085,-0.038,0.05,0.051,0.025,0.159,0.139,0.046
"chr1-0348","chr1",38500001,38600000,"chr1-0348",-0.038,0.05,0.013,0.054,0.013,0.027,0.032,0.017,-0.017
"chr1-0349","chr1",38600001,38700000,"chr1-0349",-0.438,-0.074,-0.565,-0.455,-0.042,-0.071,-0.191,-0.271,-0.176
"chr1-0350","chr1",38700001,38900000,"chr1-0350",-0.459,-0.089,-0.444,-0.402,-0.121,-0.098,-0.167,-0.281,-0.117
"chr1-0351","chr1",38900001,39000000,"chr1-0351",-0.343,-0.058,-0.289,-0.301,-0.081,-0.077,-0.358,-0.266,-0.086
"chr1-0352","chr1",39000001,39100000,"chr1-0352",-0.263,0.028,-0.004,-0.089,-0.022,0.007,-0.106,-0.086,0.065
"chr1-0353","chr1",39100001,39200000,"chr1-0353",-0.321,-0.146,0.145,0.096,-0.14,-0.109,-0.286,-0.065,-0.051
"chr1-0354","chr1",39200001,39300000,"chr1-0354",-0.037,-0.063,-0.007,-0.215,-0.101,0.02,0.004,-0.089,-0.064
"chr1-0355","chr1",39300001,39400000,"chr1-0355",0.104,0.072,0.213,0.167,0.122,0.054,0.037,0.195,0.068
"chr1-0356","chr1",39400001,39500000,"chr1-0356",0.162,0.124,0.149,0.142,0.083,0.063,0.119,0.171,0.132
"chr1-0357","chr1",39500001,39600000,"chr1-0357",0.216,0.112,0.047,0.025,0.102,0.057,0.208,0.078,0.093
"chr1-0358","chr1",39600001,39700000,"chr1-0358",-0.073,0.113,-0.129,0.096,0.052,0.011,-0.015,0.021,0.078
"chr1-0359","chr1",39700001,39800000,"chr1-0359",-0.022,0.073,0.095,0.055,0.157,0.08,0.142,-0.04,0.169
"chr1-0360","chr1",39800001,39900000,"chr1-0360",0.193,0.018,0.029,0.083,-0.056,-0.022,0.051,-0.007,0.004
"chr1-0361","chr1",39900001,40000000,"chr1-0361",0.141,0.119,0.2,0.19,0.055,0.057,0.116,0.127,0.123
"chr1-0362","chr1",40000001,40100000,"chr1-0362",0.053,0.139,0.153,0.07,0.092,0.045,0.166,0.133,0.12
"chr1-0363","chr1",40100001,40200000,"chr1-0363",0.086,0.009,0.129,0.044,-0.015,0.068,0.151,0.032,0.008
"chr1-0364","chr1",40200001,40300000,"chr1-0364",0.12,0.047,-0.017,0.016,-0.06,0.003,0.046,0.026,-0.017
"chr1-0365","chr1",40300001,40400000,"chr1-0365",-0.109,0.053,0.117,0.09,0.05,0.046,0.076,0.124,0.024
"chr1-0366","chr1",40400001,40500000,"chr1-0366",-0.08,0.013,-0.125,-0.069,0.035,0.045,0.145,0.022,-0.048
"chr1-0367","chr1",40500001,40600000,"chr1-0367",-0.002,0.057,-0.012,-0.019,0.038,0.06,0.069,0.051,0.051
"chr1-0368","chr1",40600001,40700000,"chr1-0368",0.057,0.197,0.126,0.167,0.123,0.191,0.127,0.122,0.125
"chr1-0369","chr1",40700001,40800000,"chr1-0369",0.104,-0.02,0.15,0.074,0.016,0.029,0.147,0.102,-0.002
"chr1-0370","chr1",40800001,40900000,"chr1-0370",-0.411,-0.059,-0.154,-0.045,0.025,-0.023,-0.499,-0.09,-0.038
"chr1-0371","chr1",40900001,41000000,"chr1-0371",0.124,0.113,0.008,0.06,0.065,0.057,-0.138,0.111,0.033
"chr1-0372","chr1",41000001,41100000,"chr1-0372",0.055,0.153,0.556,0.111,0.074,0.089,-0.004,0.163,0.187
"chr1-0373","chr1",41100001,41200000,"chr1-0373",0.067,0.027,-0.024,-0.047,0.038,0.016,0.02,0.062,0.017
"chr1-0374","chr1",41200001,41300000,"chr1-0374",-0.056,0.035,-0.074,0.029,0.032,0.015,0.076,0.005,0.05
"chr1-0375","chr1",41300001,41400000,"chr1-0375",0.127,0.054,-0.017,-0.056,0.019,-0.035,0.132,0.009,-0.05
"chr1-0376","chr1",41400001,41500000,"chr1-0376",0.168,0.02,0.152,0.099,0.009,-0.03,0.157,0.07,0.03
"chr1-0377","chr1",41500001,41600000,"chr1-0377",-0.309,-0.08,-0.367,-0.324,-0.036,-0.082,-0.37,-0.327,-0.14
"chr1-0378","chr1",41600001,41700000,"chr1-0378",0.165,0.093,0.277,0.089,0.08,0.024,-0.047,0.105,0.178
"chr1-0379","chr1",41700001,41800000,"chr1-0379",0.17,0.093,0.083,0.017,0.057,0.01,0.09,0.096,0.065
"chr1-0380","chr1",41800001,41900000,"chr1-0380",0.27,-0.045,-0.103,-0.006,-0.045,-0.008,0.144,0.052,-0.073
"chr1-0381","chr1",41900001,42000000,"chr1-0381",0.226,-0.074,-0.007,0.04,-0.034,-0.028,0.142,0.08,-0.008
"chr1-0382","chr1",42000001,42100000,"chr1-0382",-0.002,0.067,-0.036,-0.05,0.001,-0.068,0.004,-0.111,-0.029
"chr1-0383","chr1",42100001,42200000,"chr1-0383",-0.193,-0.002,-0.201,-0.127,-0.06,-0.052,0.006,-0.162,-0.067
"chr1-0384","chr1",42200001,42300000,"chr1-0384",-0.195,-0.035,-0.226,-0.166,-0.065,-0.026,-0.053,-0.136,-0.099
"chr1-0385","chr1",42300001,42400000,"chr1-0385",-0.201,-0.074,-0.332,-0.187,-0.078,-0.076,-0.211,-0.225,-0.186
"chr1-0386","chr1",42400001,42500000,"chr1-0386",-0.47,0.107,-0.114,-0.106,0.03,0.095,-0.112,-0.069,-0.043
"chr1-0387","chr1",42500001,42600000,"chr1-0387",-0.047,0.044,-0.007,0.068,0.012,-0.035,-0.103,0.067,-0.038
"chr1-0388","chr1",42600001,42700000,"chr1-0388",-0.153,-0.078,-0.185,-0.095,-0.061,-0.008,-0.028,-0.049,-0.141
"chr1-0389","chr1",42700001,42800000,"chr1-0389",-0.4,-0.028,-0.123,-0.063,0.018,-0.013,-0.444,-0.126,0.087
"chr1-0390","chr1",42800001,42900000,"chr1-0390",0.057,0.054,0.02,0.123,0.02,0.075,-0.062,0.113,0.056
"chr1-0391","chr1",42900001,43100000,"chr1-0391",0.006,0.029,-0.001,0.029,-0.03,0.011,-0.185,0.01,-0.077
"chr1-0392","chr1",43100001,43200000,"chr1-0392",-0.05,0.037,-0.12,-0.03,-0.018,0.034,-0.014,0.033,0.041
"chr1-0393","chr1",43200001,43300000,"chr1-0393",0.011,-0.015,-0.015,-0.016,0.03,0.017,0.032,0.047,0.023
"chr1-0394","chr1",43300001,43400000,"chr1-0394",0.183,-0.017,0.083,0.07,0.003,0.028,0.12,0.063,0.029
"chr1-0395","chr1",43400001,43500000,"chr1-0395",0.133,0.016,-0.043,0.024,-0.01,0.004,0,0.043,-0.1
"chr1-0396","chr1",43500001,43600000,"chr1-0396",0.129,0.026,0.029,-0.031,-0.021,-0.015,0.12,-0.036,-0.003
"chr1-0397","chr1",43600001,43700000,"chr1-0397",0.101,0.039,0.058,0.038,-0.004,0.04,0.108,0.069,0.095
"chr1-0398","chr1",43700001,43800000,"chr1-0398",-0.014,0.009,0.119,-0.014,-0.017,-0.041,0.037,-0.006,-0.052
"chr1-0399","chr1",43800001,43900000,"chr1-0399",0.143,-0.018,0.011,0.021,-0.012,-0.005,0.122,0.067,-0.002
"chr1-0400","chr1",43900001,44000000,"chr1-0400",0.157,0.03,-0.081,0.003,0.025,0.015,0.103,0.023,0.009
"chr1-0401","chr1",44000001,44100000,"chr1-0401",0.167,-0.046,0.007,-0.005,-0.023,0.04,0.139,0.006,-0.024
"chr1-0402","chr1",44100001,44200000,"chr1-0402",0.144,0.092,0.108,0.133,0.029,0.05,0.038,0.154,0.023
"chr1-0403","chr1",44200001,44300000,"chr1-0403",-0.26,-0.001,0.007,-0.079,0.018,-0.028,-0.214,-0.05,-0.1
"chr1-0404","chr1",44300001,44400000,"chr1-0404",-0.013,-0.027,-0.005,-0.032,-0.038,-0.038,0.021,0.005,-0.037
"chr1-0405","chr1",44400001,44500000,"chr1-0405",0.265,-0.038,0.017,0.036,0.011,0.072,0.207,0.132,0.025
"chr1-0406","chr1",44500001,44600000,"chr1-0406",-0.084,0.021,-0.014,-0.137,-0.011,-0.028,-0.064,-0.045,-0.132
"chr1-0407","chr1",44600001,44700000,"chr1-0407",0.126,0.005,0.107,0.109,0.051,0.054,0.054,0.125,-0.023
"chr1-0408","chr1",44700001,44800000,"chr1-0408",-0.16,-0.053,-0.159,-0.226,-0.055,-0.127,-0.074,-0.199,-0.11
"chr1-0409","chr1",44800001,44900000,"chr1-0409",0.135,-0.03,0.088,-0.035,0.004,0.004,0.112,0.081,0.034
"chr1-0410","chr1",44900001,45000000,"chr1-0410",-0.191,-0.047,-0.077,0.054,-0.071,-0.039,-0.054,-0.005,-0.022
