"","Chromosome","Start","End","Feature","205125590013_R05C01","205128000013_R03C01","205128000076_R04C01","205240110044_R02C01","205240110063_R03C01"
"chr1-0280","chr1",30700001,30800000,"chr1-0280",-0.059,-0.138,-0.068,-0.131,-0.194
"chr1-0281","chr1",30800001,30900000,"chr1-0281",-0.021,-0.211,-0.099,-0.148,-0.121
"chr1-0282","chr1",30900001,31100000,"chr1-0282",0.081,0.012,-0.023,-0.03,-0.021
"chr1-0283","chr1",31100001,31200000,"chr1-0283",0.023,-0.026,0.001,-0.011,-0.109
"chr1-0284","chr1",31200001,31300000,"chr1-0284",0.022,-0.12,-0.012,-0.144,-0.173
"chr1-0285","chr1",31300001,31400000,"chr1-0285",0.117,-0.064,0.053,0.005,-0.05
"chr1-0286","chr1",31400001,31500000,"chr1-0286",0.019,0.1,-0.016,0.086,0.212
"chr1-0287","chr1",31500001,31600000,"chr1-0287",0.006,0.058,0.085,0.081,0.089
"chr1-0288","chr1",31600001,31700000,"chr1-0288",0.118,0.039,0.193,0.161,0.201
"chr1-0289","chr1",31700001,31800000,"chr1-0289",0.033,0.055,0.085,0.075,0.086
"chr1-0290","chr1",31800001,31900000,"chr1-0290",0.085,0.034,0.126,0.081,0.085
"chr1-0291","chr1",31900001,32000000,"chr1-0291",-0.05,-0.118,-0.05,-0.099,-0.099
"chr1-0292","chr1",32000001,32100000,"chr1-0292",0.023,-0.068,0.015,-0.065,-0.118
"chr1-0293","chr1",32100001,32200000,"chr1-0293",0.066,-0.039,0.029,-0.027,-0.167
"chr1-0294","chr1",32200001,32300000,"chr1-0294",0.08,-0.07,0.063,-0.008,-0.14
"chr1-0295","chr1",32300001,32400000,"chr1-0295",0.161,0.237,0.163,0.267,0.435
"chr1-0296","chr1",32400001,32500000,"chr1-0296",0.058,0.091,0.142,0.115,0.237
"chr1-0297","chr1",32500001,32600000,"chr1-0297",0.001,-0.038,0.087,0.018,0.008
"chr1-0298","chr1",32600001,32700000,"chr1-0298",0.024,-0.108,0.003,-0.125,-0.174
"chr1-0299","chr1",32700001,32800000,"chr1-0299",0.091,0.031,0.159,0.076,0.073
"chr1-0300","chr1",32800001,32900000,"chr1-0300",0.039,-0.013,0.085,0.051,0.029
"chr1-0301","chr1",32900001,33000000,"chr1-0301",0.084,0.002,0.129,0.051,-0.038
"chr1-0302","chr1",33000001,33100000,"chr1-0302",0.109,0.087,0.174,0.14,0.311
"chr1-0303","chr1",33100001,33200000,"chr1-0303",0.065,0.038,0.103,0.096,0.082
"chr1-0304","chr1",33200001,33300000,"chr1-0304",0.091,0.046,0.13,0.058,0
"chr1-0305","chr1",33300001,33400000,"chr1-0305",0.074,-0.022,0.059,0.02,-0.005
"chr1-0306","chr1",33400001,33500000,"chr1-0306",0.076,0.089,0.121,0.109,0.159
"chr1-0307","chr1",33500001,33600000,"chr1-0307",0.032,-0.027,0.092,-0.018,-0.003
"chr1-0308","chr1",33600001,33700000,"chr1-0308",0.034,0.019,0.035,0.003,0.026
"chr1-0309","chr1",33700001,33800000,"chr1-0309",-0.033,0.048,0.022,0.057,-0.096
"chr1-0310","chr1",33800001,33900000,"chr1-0310",-0.007,-0.015,0.045,0.015,0.042
"chr1-0311","chr1",33900001,34000000,"chr1-0311",-0.052,-0.059,-0.122,-0.05,-0.028
"chr1-0312","chr1",34000001,34100000,"chr1-0312",0.018,-0.07,-0.058,-0.045,-0.068
"chr1-0313","chr1",34100001,34300000,"chr1-0313",0.005,-0.055,-0.076,-0.051,-0.138
"chr1-0314","chr1",34300001,34400000,"chr1-0314",-0.106,-0.113,-0.129,-0.119,-0.062
"chr1-0315","chr1",34400001,34600000,"chr1-0315",-0.187,-0.15,-0.159,-0.077,-0.083
"chr1-0316","chr1",34600001,34700000,"chr1-0316",0.008,-0.173,0.054,-0.066,-0.117
"chr1-0317","chr1",34700001,35200000,"chr1-0317",-0.062,-0.079,-0.158,-0.088,-0.137
"chr1-0318","chr1",35200001,35300000,"chr1-0318",-0.037,-0.125,-0.073,-0.116,-0.198
"chr1-0319","chr1",35300001,35400000,"chr1-0319",-0.029,-0.074,0.034,-0.032,-0.066
"chr1-0320","chr1",35400001,35500000,"chr1-0320",0.07,0.088,0.071,0.145,0.251
"chr1-0321","chr1",35500001,35600000,"chr1-0321",0.017,0.042,0.13,0.093,0.158
"chr1-0322","chr1",35600001,35700000,"chr1-0322",0.03,0.083,0.113,0.063,0.169
"chr1-0323","chr1",35700001,35800000,"chr1-0323",0.123,0.122,0.154,0.141,0.19
"chr1-0324","chr1",35800001,35900000,"chr1-0324",0.037,0.139,0.155,0.117,0.291
"chr1-0325","chr1",35900001,36000000,"chr1-0325",0.073,0.094,0.03,0.091,0.201
"chr1-0326","chr1",36000001,36100000,"chr1-0326",0.071,0.033,0.114,0.02,-0.062
"chr1-0327","chr1",36100001,36200000,"chr1-0327",0.089,-0.1,0.099,-0.083,-0.111
"chr1-0328","chr1",36200001,36300000,"chr1-0328",0.033,0.054,0.132,0.099,0.113
"chr1-0329","chr1",36300001,36500000,"chr1-0329",0.126,0.097,0.192,0.13,0.193
"chr1-0330","chr1",36500001,36600000,"chr1-0330",0.12,0.041,0.155,0.073,0.058
"chr1-0331","chr1",36600001,36700000,"chr1-0331",0.084,0.008,0.112,0.047,-0.03
"chr1-0332","chr1",36700001,36800000,"chr1-0332",0.078,0.074,0.134,0.069,0.125
"chr1-0333","chr1",36800001,36900000,"chr1-0333",0.066,-0.063,0.037,-0.03,-0.016
"chr1-0334","chr1",36900001,37000000,"chr1-0334",0.035,-0.007,0.053,0.026,0.031
"chr1-0335","chr1",37000001,37100000,"chr1-0335",0.046,-0.1,-0.093,-0.064,-0.232
"chr1-0336","chr1",37100001,37200000,"chr1-0336",0.052,0.014,-0.003,0.016,-0.024
"chr1-0337","chr1",37200001,37300000,"chr1-0337",-0.017,-0.162,-0.032,-0.046,-0.098
"chr1-0338","chr1",37300001,37400000,"chr1-0338",-0.067,-0.136,-0.176,-0.147,-0.227
"chr1-0339","chr1",37400001,37500000,"chr1-0339",0.024,-0.06,0.007,-0.028,-0.019
"chr1-0340","chr1",37500001,37700000,"chr1-0340",-0.009,0.035,0.152,0.03,-0.029
"chr1-0341","chr1",37700001,37900000,"chr1-0341",-0.048,-0.17,-0.108,-0.108,-0.186
"chr1-0342","chr1",37900001,38000000,"chr1-0342",0.044,0.021,0.111,-0.004,-0.088
"chr1-0343","chr1",38000001,38100000,"chr1-0343",0.059,-0.044,0.064,-0.038,0.033
"chr1-0344","chr1",38100001,38200000,"chr1-0344",-0.003,-0.136,0.046,-0.053,-0.205
"chr1-0345","chr1",38200001,38300000,"chr1-0345",0.014,-0.059,0.077,0.048,0.023
"chr1-0346","chr1",38300001,38400000,"chr1-0346",0.079,0.059,0.091,0.089,0.134
"chr1-0347","chr1",38400001,38500000,"chr1-0347",0.04,-0.091,0.054,-0.037,-0.078
"chr1-0348","chr1",38500001,38600000,"chr1-0348",0.043,-0.008,0.071,0.059,0.011
"chr1-0349","chr1",38600001,38700000,"chr1-0349",-0.065,-0.153,-0.128,-0.155,-0.214
"chr1-0350","chr1",38700001,38900000,"chr1-0350",-0.099,-0.142,-0.138,-0.109,-0.101
"chr1-0351","chr1",38900001,39000000,"chr1-0351",-0.058,-0.029,-0.061,-0.004,0.05
"chr1-0352","chr1",39000001,39100000,"chr1-0352",-0.001,-0.031,0.021,-0.025,-0.116
"chr1-0353","chr1",39100001,39200000,"chr1-0353",-0.127,-0.127,-0.112,-0.169,-0.102
"chr1-0354","chr1",39200001,39300000,"chr1-0354",-0.034,-0.052,-0.024,-0.089,-0.114
"chr1-0355","chr1",39300001,39400000,"chr1-0355",0.059,0.076,0.137,0.119,0.127
"chr1-0356","chr1",39400001,39500000,"chr1-0356",0.034,-0.004,0.088,0.073,0.144
"chr1-0357","chr1",39500001,39600000,"chr1-0357",0.115,0.117,0.15,0.175,0.211
"chr1-0358","chr1",39600001,39700000,"chr1-0358",0.109,0.073,0.076,0.136,0.192
"chr1-0359","chr1",39700001,39800000,"chr1-0359",0.09,0.157,0.112,0.191,0.215
"chr1-0360","chr1",39800001,39900000,"chr1-0360",-0.077,0.064,0.024,0.046,0.032
"chr1-0361","chr1",39900001,40000000,"chr1-0361",0.042,0.062,0.157,0.117,0.151
"chr1-0362","chr1",40000001,40100000,"chr1-0362",0.098,0.04,0.131,0.13,0.103
"chr1-0363","chr1",40100001,40200000,"chr1-0363",0.026,-0.03,0.083,0.014,-0.047
"chr1-0364","chr1",40200001,40300000,"chr1-0364",0.05,-0.042,0.105,-0.01,0.015
"chr1-0365","chr1",40300001,40400000,"chr1-0365",0.053,0.053,0.113,0.055,0.092
"chr1-0366","chr1",40400001,40500000,"chr1-0366",0.086,0.05,0.109,0.068,0.075
"chr1-0367","chr1",40500001,40600000,"chr1-0367",0.028,-0.016,0.039,0.011,0.062
"chr1-0368","chr1",40600001,40700000,"chr1-0368",0.081,0.185,0.213,0.212,0.267
"chr1-0369","chr1",40700001,40800000,"chr1-0369",0.014,-0.112,0.064,-0.066,-0.03
"chr1-0370","chr1",40800001,40900000,"chr1-0370",-0.068,0.038,-0.029,0.039,0.074
"chr1-0371","chr1",40900001,41000000,"chr1-0371",0.005,-0.012,0.047,0,0.045
"chr1-0372","chr1",41000001,41100000,"chr1-0372",0.148,0.125,0.198,0.232,0.201
"chr1-0373","chr1",41100001,41200000,"chr1-0373",-0.011,0.002,-0.018,-0.002,0.021
"chr1-0374","chr1",41200001,41300000,"chr1-0374",0.062,0.065,0.049,0.026,0.009
"chr1-0375","chr1",41300001,41400000,"chr1-0375",-0.009,0.016,0.105,0.083,0.013
"chr1-0376","chr1",41400001,41500000,"chr1-0376",0.044,0.024,0.075,0.067,0.133
"chr1-0377","chr1",41500001,41600000,"chr1-0377",-0.105,-0.001,-0.09,-0.105,-0.25
"chr1-0378","chr1",41600001,41700000,"chr1-0378",0.093,0.041,0.071,0.046,-0.001
"chr1-0379","chr1",41700001,41800000,"chr1-0379",0.062,0.043,0.148,0.117,0.127
"chr1-0380","chr1",41800001,41900000,"chr1-0380",-0.046,-0.112,0.013,-0.08,-0.112
"chr1-0381","chr1",41900001,42000000,"chr1-0381",-0.001,-0.056,0.033,-0.073,-0.177
"chr1-0382","chr1",42000001,42100000,"chr1-0382",-0.02,-0.116,-0.103,-0.035,-0.061
"chr1-0383","chr1",42100001,42200000,"chr1-0383",0.008,-0.04,-0.04,-0.013,-0.089
"chr1-0384","chr1",42200001,42300000,"chr1-0384",0.02,-0.071,0,-0.026,-0.026
"chr1-0385","chr1",42300001,42400000,"chr1-0385",-0.108,-0.094,-0.136,-0.036,-0.06
"chr1-0386","chr1",42400001,42500000,"chr1-0386",0.092,0.208,-0.014,0.17,0.218
"chr1-0387","chr1",42500001,42600000,"chr1-0387",-0.072,-0.087,-0.04,-0.158,-0.094
"chr1-0388","chr1",42600001,42700000,"chr1-0388",0.025,-0.086,-0.021,-0.071,-0.131
"chr1-0389","chr1",42700001,42800000,"chr1-0389",-0.066,0.062,-0.006,0.007,0.177
"chr1-0390","chr1",42800001,42900000,"chr1-0390",0.019,0.061,0.167,0.066,0.092
"chr1-0391","chr1",42900001,43100000,"chr1-0391",0.006,-0.058,-0.021,0.001,0.073
"chr1-0392","chr1",43100001,43200000,"chr1-0392",0.025,-0.106,0.024,0.018,0.076
"chr1-0393","chr1",43200001,43300000,"chr1-0393",0.009,0.006,0.037,-0.008,-0.017
"chr1-0394","chr1",43300001,43400000,"chr1-0394",0.03,0.039,0.076,0.034,-0.041
"chr1-0395","chr1",43400001,43500000,"chr1-0395",0.007,-0.002,0.094,0.001,0.001
"chr1-0396","chr1",43500001,43600000,"chr1-0396",0.023,0,0.059,0.013,-0.028
"chr1-0397","chr1",43600001,43700000,"chr1-0397",0.022,-0.026,0.064,-0.086,0.031
"chr1-0398","chr1",43700001,43800000,"chr1-0398",0.012,-0.109,-0.065,-0.059,-0.13
"chr1-0399","chr1",43800001,43900000,"chr1-0399",0.014,-0.048,0.021,-0.014,-0.056
"chr1-0400","chr1",43900001,44000000,"chr1-0400",0.017,-0.029,0.004,0.033,0.022
"chr1-0401","chr1",44000001,44100000,"chr1-0401",0.066,-0.108,0.045,-0.092,-0.183
"chr1-0402","chr1",44100001,44200000,"chr1-0402",0.064,0.005,0.086,0.02,0.046
"chr1-0403","chr1",44200001,44300000,"chr1-0403",-0.03,0.003,0.023,0.095,0.141
"chr1-0404","chr1",44300001,44400000,"chr1-0404",0.006,-0.048,0.029,-0.03,-0.062
"chr1-0405","chr1",44400001,44500000,"chr1-0405",0.056,-0.029,0.095,0,-0.045
"chr1-0406","chr1",44500001,44600000,"chr1-0406",-0.03,-0.087,-0.025,-0.018,-0.066
"chr1-0407","chr1",44600001,44700000,"chr1-0407",0.047,0.017,0.016,-0.003,0.016
"chr1-0408","chr1",44700001,44800000,"chr1-0408",-0.032,-0.095,-0.108,-0.074,-0.266
"chr1-0409","chr1",44800001,44900000,"chr1-0409",-0.026,-0.027,0.028,-0.082,-0.076
"chr1-0410","chr1",44900001,45000000,"chr1-0410",0.038,0.043,0.031,0.027,0.133
"chr1-0411","chr1",45000001,45100000,"chr1-0411",0.018,-0.013,0.002,0.001,-0.051
"chr1-0412","chr1",45100001,45200000,"chr1-0412",0.057,0.016,0.107,0.054,0.103
"chr1-0413","chr1",45200001,45300000,"chr1-0413",0.05,-0.083,0.047,-0.003,-0.008
"chr1-0414","chr1",45300001,45400000,"chr1-0414",0.156,0.085,0.198,0.176,0.248
"chr1-0415","chr1",45400001,45500000,"chr1-0415",0.065,-0.012,0.107,0.071,0.079
"chr1-0416","chr1",45500001,45700000,"chr1-0416",0.059,0.118,0.111,0.07,0.095
"chr1-0417","chr1",45700001,45800000,"chr1-0417",0.097,0.086,0.134,0.095,0.086
"chr1-0418","chr1",45800001,45900000,"chr1-0418",0.064,0.003,0.114,0.002,0.037
"chr1-0419","chr1",45900001,46000000,"chr1-0419",0.014,-0.035,0.068,0.055,0.077
"chr1-0420","chr1",46000001,46100000,"chr1-0420",0.087,0.015,0.092,0.096,0.076
"chr1-0421","chr1",46100001,46200000,"chr1-0421",0.07,0.022,0.102,0.117,0.105
"chr1-0422","chr1",46200001,46300000,"chr1-0422",0.07,0.141,0.191,0.172,0.251
"chr1-0423","chr1",46300001,46400000,"chr1-0423",0.011,0.19,0.021,0.147,0.155
"chr1-0424","chr1",46400001,46500000,"chr1-0424",0.002,-0.154,-0.042,-0.126,-0.107
"chr1-0425","chr1",46500001,46600000,"chr1-0425",-0.058,0.04,-0.031,0.083,0.119
"chr1-0426","chr1",46600001,46700000,"chr1-0426",-0.019,-0.091,-0.016,-0.069,-0.128
"chr1-0427","chr1",46700001,46800000,"chr1-0427",0.027,-0.002,0.092,0.085,0.137
"chr1-0428","chr1",46800001,46900000,"chr1-0428",0.023,0.04,0.115,0.073,0.046
"chr1-0429","chr1",46900001,47000000,"chr1-0429",0.005,-0.09,-0.004,-0.1,-0.099
"chr1-0430","chr1",47000001,47100000,"chr1-0430",-0.01,-0.021,0.005,-0.062,-0.118
"chr1-0431","chr1",47100001,47200000,"chr1-0431",-0.019,-0.003,0,0.061,0.072
"chr1-0432","chr1",47200001,47400000,"chr1-0432",-0.135,-0.155,-0.222,-0.169,-0.186
"chr1-0433","chr1",47400001,47500000,"chr1-0433",0.039,-0.004,0.04,0.038,0.071
"chr1-0434","chr1",47500001,47600000,"chr1-0434",0.007,0.067,-0.024,-0.055,-0.179
"chr1-0435","chr1",47600001,47700000,"chr1-0435",0.055,-0.052,0.016,-0.068,-0.098
"chr1-0436","chr1",47700001,47800000,"chr1-0436",0.008,-0.058,0.038,-0.049,0.001
"chr1-0437","chr1",47800001,47900000,"chr1-0437",0.033,0.008,0.03,0.034,0.035
"chr1-0438","chr1",47900001,48000000,"chr1-0438",0.026,-0.069,-0.029,-0.068,-0.098
"chr1-0439","chr1",48000001,48100000,"chr1-0439",-0.097,-0.216,-0.17,-0.12,-0.214
"chr1-0440","chr1",48100001,48200000,"chr1-0440",0.011,-0.112,0.001,-0.114,-0.201
"chr1-0441","chr1",48200001,48300000,"chr1-0441",-0.026,-0.099,-0.086,-0.071,-0.093
"chr1-0442","chr1",48300001,48400000,"chr1-0442",-0.124,-0.152,-0.157,-0.151,-0.18
"chr1-0443","chr1",48400001,48500000,"chr1-0443",0.021,0.001,-0.014,0.023,0.025
"chr1-0444","chr1",48500001,48600000,"chr1-0444",-0.03,-0.072,-0.034,-0.079,-0.088
"chr1-0445","chr1",48600001,48700000,"chr1-0445",-0.128,-0.031,-0.145,-0.084,-0.027
"chr1-0446","chr1",48700001,48900000,"chr1-0446",-0.028,-0.055,-0.092,0.014,0.011
"chr1-0447","chr1",48900001,49000000,"chr1-0447",0.029,0.014,0.094,0.022,0.053
"chr1-0448","chr1",49000001,49200000,"chr1-0448",-0.062,-0.027,-0.1,-0.018,-0.093
"chr1-0449","chr1",49200001,49300000,"chr1-0449",-0.078,-0.074,-0.075,-0.071,-0.045
"chr1-0450","chr1",49300001,49400000,"chr1-0450",-0.047,0.099,0.043,0.041,0.105
"chr1-0451","chr1",49400001,50400000,"chr1-0451",-0.162,-0.021,-0.218,-0.13,-0.113
"chr1-0452","chr1",50400001,50500000,"chr1-0452",-0.112,-0.12,-0.099,-0.151,-0.216
"chr1-0453","chr1",50500001,50600000,"chr1-0453",-0.035,0.051,-0.032,0.045,0.095
"chr1-0454","chr1",50600001,50700000,"chr1-0454",-0.06,-0.013,-0.111,-0.055,-0.006
"chr1-0455","chr1",50700001,50800000,"chr1-0455",-0.117,-0.114,-0.144,-0.159,-0.154
"chr1-0456","chr1",50800001,50900000,"chr1-0456",-0.047,-0.089,-0.036,-0.157,-0.205
"chr1-0457","chr1",50900001,51100000,"chr1-0457",-0.028,0.088,-0.072,0.006,0.011
"chr1-0458","chr1",51100001,51400000,"chr1-0458",0.013,0.092,-0.053,0.14,0.34
"chr1-0459","chr1",51400001,51500000,"chr1-0459",-0.08,0.028,0.084,0.01,0.02
"chr1-0460","chr1",51500001,51700000,"chr1-0460",0.094,0.148,0.076,0.146,0.343
"chr1-0461","chr1",51700001,51800000,"chr1-0461",0.057,-0.005,0.052,0.098,0.15
"chr1-0462","chr1",51800001,51900000,"chr1-0462",0.106,0.048,0.147,0.049,0.03
"chr1-0463","chr1",51900001,52000000,"chr1-0463",0.086,0.153,0.157,0.148,0.309
"chr1-0464","chr1",52000001,52100000,"chr1-0464",-0.058,-0.083,-0.011,0.024,0.075
"chr1-0465","chr1",52100001,52200000,"chr1-0465",0.093,0.177,0.141,0.113,0.202
"chr1-0466","chr1",52200001,52300000,"chr1-0466",0.015,0.039,-0.02,0.061,0.172
"chr1-0467","chr1",52300001,52400000,"chr1-0467",0.001,0.019,0.018,0.079,0.072
"chr1-0468","chr1",52400001,52500000,"chr1-0468",-0.037,-0.076,-0.01,-0.041,0.052
"chr1-0469","chr1",52500001,52600000,"chr1-0469",-0.122,-0.21,-0.222,-0.232,-0.312
"chr1-0470","chr1",52600001,52700000,"chr1-0470",0.08,0.11,0.13,0.114,0.19
"chr1-0471","chr1",52700001,52800000,"chr1-0471",0.041,0.159,0.084,0,0.307
"chr1-0472","chr1",52800001,52900000,"chr1-0472",0.028,-0.022,-0.047,-0.031,0.049
"chr1-0473","chr1",52900001,53000000,"chr1-0473",0.041,0.198,0.136,0.194,0.363
"chr1-0474","chr1",53000001,53100000,"chr1-0474",0.006,0.066,0.101,0.067,0.108
"chr1-0475","chr1",53100001,53300000,"chr1-0475",0.073,0.032,0.151,0.156,0.196
"chr1-0476","chr1",53300001,53400000,"chr1-0476",0.056,0.045,0.125,0.087,0.062
"chr1-0477","chr1",53400001,53500000,"chr1-0477",0.092,0.093,0.103,0.129,0.142
"chr1-0478","chr1",53500001,53600000,"chr1-0478",0.101,-0.023,0.11,0.01,-0.132
"chr1-0479","chr1",53600001,53700000,"chr1-0479",-0.036,-0.03,-0.045,-0.022,-0.048
"chr1-0480","chr1",53700001,53800000,"chr1-0480",-0.002,-0.087,-0.031,-0.09,-0.167
"chr1-0481","chr1",53800001,53900000,"chr1-0481",0.035,-0.073,-0.026,-0.027,-0.1
"chr1-0482","chr1",53900001,54000000,"chr1-0482",0.085,0.031,0.113,0.105,0.112
"chr1-0483","chr1",54000001,54100000,"chr1-0483",0.021,-0.098,-0.089,-0.038,-0.188
"chr1-0484","chr1",54100001,54200000,"chr1-0484",-0.037,-0.065,-0.125,-0.088,-0.148
"chr1-0485","chr1",54200001,54300000,"chr1-0485",0.057,0.069,0.084,0.106,0.108
"chr1-0486","chr1",54300001,54400000,"chr1-0486",-0.028,-0.019,-0.029,0.022,0.033
"chr1-0487","chr1",54400001,54500000,"chr1-0487",0.132,0.153,0.185,0.15,0.242
"chr1-0488","chr1",54500001,54600000,"chr1-0488",-0.036,-0.147,-0.07,-0.166,-0.166
"chr1-0489","chr1",54600001,54700000,"chr1-0489",0.029,-0.058,-0.009,-0.026,-0.051
"chr1-0490","chr1",54700001,54800000,"chr1-0490",0.083,-0.023,0.028,0.042,-0.009
"chr1-0491","chr1",54800001,54900000,"chr1-0491",0.061,0.04,0.061,0.103,0.083
"chr1-0492","chr1",54900001,55000000,"chr1-0492",0.007,-0.017,0.044,-0.052,-0.013
"chr1-0493","chr1",55000001,55100000,"chr1-0493",0.077,-0.021,0.072,-0.024,-0.071
"chr1-0494","chr1",55100001,55200000,"chr1-0494",-0.026,-0.123,-0.107,-0.097,-0.06
"chr1-0495","chr1",55200001,55300000,"chr1-0495",-0.036,-0.11,-0.04,-0.062,-0.133
"chr1-0496","chr1",55300001,55400000,"chr1-0496",-0.038,-0.069,0.014,-0.029,-0.074
"chr1-0497","chr1",55400001,55500000,"chr1-0497",0.006,-0.088,-0.035,-0.037,-0.082
"chr1-0498","chr1",55500001,55600000,"chr1-0498",-0.044,-0.081,-0.001,-0.113,-0.128
"chr1-0499","chr1",55600001,55700000,"chr1-0499",0.056,0.085,-0.058,0.14,0.194
"chr1-0500","chr1",55700001,55800000,"chr1-0500",-0.091,-0.082,-0.111,-0.089,-0.132
"chr1-0501","chr1",55800001,55900000,"chr1-0501",-0.183,-0.005,-0.203,-0.044,-0.116
"chr1-0502","chr1",55900001,56000000,"chr1-0502",-0.131,-0.071,-0.142,-0.061,-0.086
"chr1-0503","chr1",56000001,56100000,"chr1-0503",-0.042,0.101,-0.088,0.041,0.175
"chr1-0504","chr1",56100001,56200000,"chr1-0504",-0.178,-0.064,-0.169,-0.124,-0.21
"chr1-0505","chr1",56200001,56400000,"chr1-0505",-0.148,-0.163,-0.265,-0.141,-0.166
"chr1-0506","chr1",56400001,56500000,"chr1-0506",-0.136,-0.013,-0.211,-0.096,-0.175
"chr1-0507","chr1",56500001,56700000,"chr1-0507",-0.042,-0.031,-0.19,-0.102,-0.216
"chr1-0508","chr1",56700001,56900000,"chr1-0508",-0.048,-0.056,-0.094,0.016,-0.051
"chr1-0509","chr1",56900001,57000000,"chr1-0509",-0.092,-0.056,-0.164,-0.092,-0.145
"chr1-0510","chr1",57000001,57100000,"chr1-0510",-0.012,0.01,0.072,0.017,0.046
"chr1-0511","chr1",57100001,57200000,"chr1-0511",-0.071,0.076,-0.039,0.075,0.077
"chr1-0512","chr1",57200001,57300000,"chr1-0512",-0.081,-0.122,-0.131,-0.173,-0.142
"chr1-0513","chr1",57300001,57400000,"chr1-0513",-0.078,-0.097,-0.128,-0.134,-0.219
"chr1-0514","chr1",57400001,57500000,"chr1-0514",-0.101,-0.088,-0.188,-0.178,-0.181
"chr1-0515","chr1",57500001,57800000,"chr1-0515",-0.081,-0.025,-0.093,-0.057,-0.109
"chr1-0516","chr1",57800001,57900000,"chr1-0516",0.056,-0.043,0.04,-0.114,-0.122
"chr1-0517","chr1",57900001,58300000,"chr1-0517",-0.201,-0.076,-0.214,-0.201,-0.187
"chr1-0518","chr1",58300001,58500000,"chr1-0518",-0.021,-0.034,-0.134,0.066,-0.053
"chr1-0519","chr1",58500001,58700000,"chr1-0519",-0.148,-0.088,-0.217,-0.091,-0.234
"chr1-0520","chr1",58700001,58800000,"chr1-0520",-0.055,-0.116,0.01,-0.13,-0.199
"chr1-0521","chr1",58800001,59000000,"chr1-0521",0.008,0.042,-0.046,0.036,0.077
"chr1-0522","chr1",59000001,59100000,"chr1-0522",-0.063,-0.067,-0.054,-0.013,-0.022
"chr1-0523","chr1",59100001,59200000,"chr1-0523",0.032,0.005,0.08,0.038,0.113
"chr1-0524","chr1",59200001,59300000,"chr1-0524",0.032,-0.103,0.022,-0.073,-0.178
"chr1-0525","chr1",59300001,59400000,"chr1-0525",-0.011,0.017,-0.027,-0.004,0.059
"chr1-0526","chr1",59400001,59500000,"chr1-0526",-0.128,-0.098,-0.14,-0.038,-0.073
"chr1-0527","chr1",59500001,59600000,"chr1-0527",-0.055,0.008,-0.051,0.029,0.088
"chr1-0528","chr1",59600001,59700000,"chr1-0528",-0.103,-0.06,-0.166,-0.102,-0.064
"chr1-0529","chr1",59700001,59800000,"chr1-0529",0.014,0,0.049,0.026,-0.037
"chr1-0530","chr1",59800001,59900000,"chr1-0530",0.017,-0.001,-0.104,0.059,0.08
"chr1-0531","chr1",59900001,60000000,"chr1-0531",-0.051,0.017,-0.11,0.013,-0.086
"chr1-0532","chr1",60000001,60100000,"chr1-0532",-0.053,0.013,-0.092,-0.025,0.007
"chr1-0533","chr1",60100001,60200000,"chr1-0533",-0.073,-0.043,-0.178,-0.059,-0.096
"chr1-0534","chr1",60200001,60300000,"chr1-0534",-0.076,0.002,-0.068,-0.082,-0.039
"chr1-0535","chr1",60300001,60400000,"chr1-0535",-0.049,-0.066,-0.011,-0.12,-0.099
"chr1-0536","chr1",60400001,60600000,"chr1-0536",-0.117,-0.043,-0.107,-0.027,-0.026
"chr1-0537","chr1",60600001,61300000,"chr1-0537",-0.171,-0.072,-0.182,-0.046,-0.071
"chr1-0538","chr1",61300001,61400000,"chr1-0538",0.054,0.109,0.006,0.129,0.16
"chr1-0539","chr1",61400001,61500000,"chr1-0539",-0.043,0.036,-0.055,0.055,0.008
"chr1-0540","chr1",61500001,61600000,"chr1-0540",-0.014,-0.053,0.031,-0.036,0.021
"chr1-0541","chr1",61600001,61700000,"chr1-0541",-0.076,0.025,-0.181,-0.084,0.012
"chr1-0542","chr1",61700001,61800000,"chr1-0542",0.033,0.244,-0.011,0.146,0.211
"chr1-0543","chr1",61800001,61900000,"chr1-0543",-0.033,0.129,-0.112,-0.019,-0.056
"chr1-0544","chr1",61900001,62100000,"chr1-0544",-0.068,0.008,-0.13,0.043,0.063
"chr1-0545","chr1",62100001,62200000,"chr1-0545",0.021,-0.001,-0.052,0.004,-0.034
"chr1-0546","chr1",62200001,62300000,"chr1-0546",0.041,0.16,0.096,0.225,0.357
"chr1-0547","chr1",62300001,62500000,"chr1-0547",-0.037,0.138,-0.001,0.102,0.248
"chr1-0548","chr1",62500001,62600000,"chr1-0548",0.111,0.16,0.13,0.26,0.334
"chr1-0549","chr1",62600001,62700000,"chr1-0549",0.101,0.074,0.159,0.153,0.201
"chr1-0550","chr1",62700001,62800000,"chr1-0550",0.008,-0.056,0.008,-0.002,-0.021
"chr1-0551","chr1",62800001,62900000,"chr1-0551",0.033,0.069,0.032,0.15,0.23
"chr1-0552","chr1",62900001,63000000,"chr1-0552",0.034,0.007,0.073,0.004,0.022
"chr1-0553","chr1",63000001,63100000,"chr1-0553",0.14,0.198,-0.051,0.084,0.274
"chr1-0554","chr1",63100001,63200000,"chr1-0554",0.003,0.005,0.094,0.031,0.062
"chr1-0555","chr1",63200001,63400000,"chr1-0555",0.075,0.047,0.137,0.125,0.055
"chr1-0556","chr1",63400001,63500000,"chr1-0556",-0.065,0.002,-0.049,0.087,0.025
