"","Chromosome","Start","End","Feature","203219650162_R08C01","203219650188_R08C01","203219750019_R05C01","203219750053_R05C01","203219760009_R08C01","203220070150_R02C01","203225140266_R03C01","203257030015_R06C01","203257030060_R08C01"
"chr1-208","chr1",216000001,217000000,"chr1-208",-0.433,-0.153,-0.305,-0.261,-0.063,-0.082,-0.343,-0.213,-0.077
"chr1-209","chr1",217000001,218000000,"chr1-209",-0.146,-0.014,0.005,-0.008,-0.047,0.004,-0.104,0.008,0.038
"chr1-210","chr1",218000001,219000000,"chr1-210",-0.12,-0.059,-0.062,-0.071,0.006,0.013,-0.1,-0.053,-0.006
"chr1-211","chr1",219000001,220000000,"chr1-211",-0.246,-0.059,-0.155,-0.082,-0.021,-0.044,-0.173,-0.136,-0.053
"chr1-212","chr1",220000001,221000000,"chr1-212",0.026,-0.001,0.136,0.03,0.012,0.02,-0.037,0.087,-0.006
"chr1-213","chr1",221000001,222000000,"chr1-213",-0.085,-0.089,-0.118,-0.087,-0.055,-0.04,-0.062,-0.096,-0.061
"chr1-214","chr1",222000001,223000000,"chr1-214",-0.039,-0.004,-0.06,-0.025,0.016,-0.002,-0.05,-0.038,-0.01
"chr1-215","chr1",223000001,223747846,"chr1-215",-0.07,-0.06,-0.085,-0.132,-0.024,-0.042,-0.072,-0.102,-0.053
"chr1-216","chr1",223797847,224000000,"chr1-216",0.053,0.049,0.064,-0.009,0.007,-0.026,0.091,0.016,-0.005
"chr1-217","chr1",224000001,225000000,"chr1-217",0.049,0.052,0.102,0.068,0.053,0.051,0.043,0.071,-0.002
"chr1-218","chr1",225000001,226000000,"chr1-218",0.184,0.056,0.161,0.174,0.063,0.053,0.16,0.163,0.1
"chr1-219","chr1",226000001,227000000,"chr1-219",0.21,0.069,0.144,0.125,0.065,0.054,0.224,0.158,0.06
"chr1-220","chr1",227000001,228000000,"chr1-220",0.234,0.037,0.134,0.111,0.038,0.076,0.183,0.149,0.068
"chr1-221","chr1",228000001,229000000,"chr1-221",0.266,-0.02,0.193,0.113,0.003,0.045,0.201,0.149,0.057
"chr1-222","chr1",229000001,230000000,"chr1-222",0.048,0.038,0.041,0.018,0.007,0.013,0.081,0.027,0
"chr1-223","chr1",230000001,231000000,"chr1-223",0.02,0.014,0.027,-0.027,0,0.016,0.064,-0.02,-0.038
"chr1-224","chr1",231000001,232000000,"chr1-224",0.056,0.044,0.068,0.044,0.051,0.028,0.012,0.062,0.035
"chr1-225","chr1",232000001,233000000,"chr1-225",-0.262,-0.055,-0.094,-0.122,-0.058,-0.043,-0.179,-0.137,-0.067
"chr1-226","chr1",233000001,234000000,"chr1-226",-0.058,-0.016,0.042,-0.009,-0.019,-0.035,-0.062,-0.036,-0.01
"chr1-227","chr1",234000001,235000000,"chr1-227",0.019,0.045,0.02,0.041,0.032,0.013,0.112,0.01,0.041
"chr1-228","chr1",235000001,235192211,"chr1-228",0.077,0.02,-0.06,0.017,0.024,0.028,0.18,-0.042,0.026
"chr1-229","chr1",235242212,236000000,"chr1-229",0.095,0.068,0.1,0.061,0.06,0.078,0.062,0.117,0.034
"chr1-230","chr1",236000001,237000000,"chr1-230",0.014,0.051,0.11,0.058,0.028,0.03,0.014,0.065,0.039
"chr1-231","chr1",237000001,238000000,"chr1-231",0.004,0.024,0.058,0.034,-0.004,0.026,-0.075,0.01,-0.028
"chr1-232","chr1",238000001,239000000,"chr1-232",-0.416,-0.091,-0.293,-0.252,-0.108,-0.096,-0.366,-0.253,-0.177
"chr1-233","chr1",239000001,240000000,"chr1-233",-0.057,-0.041,-0.029,0.011,-0.028,-0.023,-0.103,-0.063,0.024
"chr1-234","chr1",240000001,241000000,"chr1-234",-0.153,0.016,0.043,-0.029,0.037,0.009,-0.116,0.003,0.021
"chr1-235","chr1",241000001,242000000,"chr1-235",-0.149,-0.031,-0.01,-0.086,0.006,0.03,-0.136,-0.041,-0.004
"chr1-236","chr1",242000001,243000000,"chr1-236",-0.135,0.014,0.085,-0.051,0.013,0.01,-0.044,-0.029,-0.01
"chr1-237","chr1",243000001,244000000,"chr1-237",-0.093,-0.024,0.042,0.098,0.015,0.03,-0.078,0.065,0.03
"chr1-238","chr1",244000001,245000000,"chr1-238",0.053,0.034,0.111,0.078,0.038,0.043,0.083,0.068,0.04
"chr1-239","chr1",245000001,246000000,"chr1-239",0.064,0.061,0.137,0.094,0.053,0.041,0.051,0.105,0.088
"chr1-240","chr1",246000001,247000000,"chr1-240",0.043,0.08,0.168,0.067,0.059,0.06,0.053,0.087,0.046
"chr1-241","chr1",247000001,248000000,"chr1-241",0.006,0.03,0.146,0.076,0.022,0.023,0.012,0.08,0.036
"chr1-242","chr1",248000001,248908210,"chr1-242",-0.385,-0.12,-0.208,-0.181,-0.075,-0.108,-0.197,-0.152,-0.082
"chr1-243","chr1",249058211,249240621,"chr1-243",0.262,-0.049,-0.034,0.108,-0.043,-0.014,0.134,0.109,-0.042
"chr2-001","chr2",10001,1000000,"chr2-001",0.178,-0.009,0.197,0.071,0.008,0.031,-0.105,0.08,0.038
"chr2-002","chr2",1000001,2000000,"chr2-002",0.108,-0.001,0.176,0.059,0.01,0.018,-0.102,0.046,0.013
"chr2-003","chr2",2000001,3000000,"chr2-003",0.092,-0.015,0.104,0.003,-0.012,0.043,-0.153,0.025,0
"chr2-004","chr2",3000001,3529312,"chr2-004",0.202,0.017,0.216,0.11,0.029,0.063,-0.026,0.084,0.055
"chr2-005","chr2",3579313,4000000,"chr2-005",0.199,0.046,0.252,0.114,0.028,0.067,-0.061,0.145,0.049
"chr2-006","chr2",4000001,5018788,"chr2-006",-0.292,-0.062,-0.233,-0.198,-0.066,-0.036,-0.518,-0.234,-0.013
"chr2-007","chr2",5118789,6000000,"chr2-007",0.135,0.029,0.139,-0.007,0.021,0.031,-0.254,0.063,0.073
"chr2-008","chr2",6000001,7000000,"chr2-008",-0.25,-0.108,-0.186,-0.173,-0.068,-0.078,-0.524,-0.166,-0.113
"chr2-009","chr2",7000001,8000000,"chr2-009",-0.053,-0.032,-0.008,-0.027,-0.019,-0.014,-0.326,-0.054,0.001
"chr2-010","chr2",8000001,9000000,"chr2-010",-0.026,-0.014,0.001,-0.016,-0.016,-0.006,-0.191,-0.029,-0.031
"chr2-011","chr2",9000001,10000000,"chr2-011",0.114,0.034,0.104,0.061,0.038,0.05,-0.103,0.081,0.023
"chr2-012","chr2",10000001,11000000,"chr2-012",0.168,0.069,0.201,0.116,0.059,0.09,-0.016,0.118,0.069
"chr2-013","chr2",11000001,12000000,"chr2-013",0.102,0.015,0.068,0.03,0.015,0.029,-0.119,0.04,0.015
"chr2-014","chr2",12000001,13000000,"chr2-014",-0.2,-0.062,-0.125,-0.071,-0.031,-0.051,-0.419,-0.104,-0.033
"chr2-015","chr2",13000001,14000000,"chr2-015",-0.35,-0.108,-0.256,-0.191,-0.07,-0.056,-0.652,-0.19,-0.125
"chr2-016","chr2",14000001,15000000,"chr2-016",-0.172,-0.113,-0.192,-0.127,-0.074,-0.023,-0.385,-0.044,-0.051
"chr2-017","chr2",15000001,16000000,"chr2-017",-0.089,-0.004,-0.036,-0.028,-0.02,-0.005,-0.309,-0.005,-0.04
"chr2-018","chr2",16000001,16279724,"chr2-018",-0.082,-0.004,0.042,-0.106,-0.021,0.001,-0.247,0.006,-0.051
"chr2-019","chr2",16329725,17000000,"chr2-019",-0.231,-0.04,-0.282,-0.192,-0.074,-0.095,-0.386,-0.17,-0.114
"chr2-020","chr2",17000001,18000000,"chr2-020",-0.035,-0.063,-0.056,-0.011,-0.025,-0.012,-0.396,0.02,-0.027
"chr2-021","chr2",18000001,19000000,"chr2-021",-0.162,-0.072,-0.236,-0.178,-0.052,-0.042,-0.509,-0.172,-0.081
"chr2-022","chr2",19000001,20000000,"chr2-022",-0.064,-0.137,-0.172,-0.135,-0.083,-0.07,-0.44,-0.155,-0.135
"chr2-023","chr2",20000001,21000000,"chr2-023",0.16,-0.024,0.016,0.051,0.024,0.016,-0.05,0.04,-0.007
"chr2-024","chr2",21000001,21153113,"chr2-024",0.289,0.093,0.203,0.13,0.024,0.039,-0.255,0.11,0.059
"chr2-025","chr2",21178114,22000000,"chr2-025",-0.402,-0.11,-0.282,-0.294,-0.125,-0.125,-0.638,-0.303,-0.159
"chr2-026","chr2",22000001,23000000,"chr2-026",-0.513,-0.192,-0.417,-0.372,-0.145,-0.109,-0.916,-0.357,-0.082
"chr2-027","chr2",23000001,24000000,"chr2-027",0.062,0.024,-0.025,0.042,0.012,-0.003,-0.069,0.026,-0.006
"chr2-028","chr2",24000001,25000000,"chr2-028",0.125,0.03,0.178,0.118,0.058,0.07,-0.22,0.137,0.045
"chr2-029","chr2",25000001,26000000,"chr2-029",0.133,0.081,0.167,0.104,0.064,0.067,-0.025,0.125,0.067
"chr2-030","chr2",26000001,27000000,"chr2-030",0.07,0.044,0.158,0.065,0.029,0.036,-0.08,0.098,0.023
"chr2-031","chr2",27000001,28000000,"chr2-031",0.188,0.001,0.089,0.076,0.032,0.052,-0.016,0.107,0.027
"chr2-032","chr2",28000001,29000000,"chr2-032",0.104,-0.012,-0.068,0.007,0.029,0.022,-0.132,0.012,0.008
"chr2-033","chr2",29000001,30000000,"chr2-033",-0.111,-0.03,-0.038,-0.075,-0.014,-0.008,-0.382,-0.084,-0.088
"chr2-034","chr2",30000001,31000000,"chr2-034",-0.139,-0.024,-0.17,-0.064,-0.04,-0.033,-0.326,-0.073,-0.057
"chr2-035","chr2",31000001,32000000,"chr2-035",-0.181,-0.089,-0.138,-0.127,-0.068,-0.058,-0.368,-0.117,-0.1
"chr2-036","chr2",32000001,33000000,"chr2-036",0.125,0.114,0.128,0.174,0.085,0.106,-0.274,0.162,0.095
"chr2-037","chr2",33000001,34000000,"chr2-037",-0.15,0.015,-0.021,-0.053,0.009,0.004,-0.449,-0.036,-0.007
"chr2-038","chr2",34000001,35000000,"chr2-038",-0.444,-0.101,-0.136,-0.243,-0.066,-0.021,-0.878,-0.192,-0.089
"chr2-039","chr2",35000001,36000000,"chr2-039",-0.422,-0.22,-0.036,-0.184,-0.051,-0.072,-0.767,-0.145,-0.111
"chr2-040","chr2",36000001,37000000,"chr2-040",-0.249,-0.102,-0.176,-0.144,-0.052,-0.032,-0.582,-0.184,-0.096
"chr2-041","chr2",37000001,38000000,"chr2-041",0.018,0,-0.09,0,0.017,0.024,-0.315,-0.002,0
"chr2-042","chr2",38000001,39000000,"chr2-042",0.077,0.01,-0.02,0.033,0.046,0.034,-0.239,0.023,0.012
"chr2-043","chr2",39000001,40000000,"chr2-043",-0.054,0.053,0.115,0.084,0.059,0.03,-0.398,0.055,0.086
"chr2-044","chr2",40000001,41000000,"chr2-044",-0.143,-0.109,-0.145,-0.111,-0.077,-0.074,-0.561,-0.136,-0.035
"chr2-045","chr2",41000001,42000000,"chr2-045",-0.238,-0.04,-0.172,-0.09,-0.009,0.024,-0.699,-0.094,-0.034
"chr2-046","chr2",42000001,43000000,"chr2-046",0.063,0.059,-0.005,0.023,0.055,0.04,-0.143,0.054,0.04
"chr2-047","chr2",43000001,44000000,"chr2-047",0.169,0.003,0.032,0.068,0.06,0.028,-0.028,0.061,0.015
"chr2-048","chr2",44000001,45000000,"chr2-048",-0.096,-0.008,-0.029,-0.036,-0.016,-0.01,-0.34,-0.022,-0.03
"chr2-049","chr2",45000001,46000000,"chr2-049",0.074,0.016,0.132,0.039,-0.009,0.039,-0.222,0.054,0.038
"chr2-050","chr2",46000001,47000000,"chr2-050",-0.079,-0.014,-0.116,-0.056,-0.005,-0.042,-0.279,-0.09,-0.042
"chr2-051","chr2",47000001,48000000,"chr2-051",0.112,0.027,0.01,0.011,0.028,0.028,-0.136,0.025,-0.003
"chr2-052","chr2",48000001,49000000,"chr2-052",0.059,0.086,0.135,0.16,0.102,0.088,-0.245,0.154,0.074
"chr2-053","chr2",49000001,50000000,"chr2-053",-0.222,-0.087,-0.271,-0.232,-0.099,-0.067,-0.732,-0.151,-0.124
"chr2-054","chr2",50000001,51000000,"chr2-054",-0.367,-0.122,-0.256,-0.271,-0.088,-0.035,-0.663,-0.173,-0.039
"chr2-055","chr2",51000001,52000000,"chr2-055",-0.049,-0.048,0.118,0.022,-0.028,-0.042,-0.447,0.016,0.09
"chr2-056","chr2",52000001,53000000,"chr2-056",-0.152,-0.054,0.093,-0.012,0.008,0.018,-0.6,0.031,0.026
"chr2-057","chr2",53000001,54000000,"chr2-057",-0.208,-0.108,-0.246,-0.104,-0.048,-0.017,-0.576,-0.12,-0.08
"chr2-058","chr2",54000001,55000000,"chr2-058",0.051,0.05,0.16,0.094,0.035,0.037,-0.221,0.058,0.044
"chr2-059","chr2",55000001,56000000,"chr2-059",0.023,0.033,0.008,0.043,0.057,0.019,-0.343,0.066,0.031
"chr2-060","chr2",56000001,57000000,"chr2-060",-0.265,-0.102,-0.282,-0.159,-0.073,-0.028,-0.57,-0.126,-0.063
"chr2-061","chr2",57000001,58000000,"chr2-061",-0.515,-0.231,-0.35,-0.288,-0.092,-0.149,-0.827,-0.28,-0.176
"chr2-062","chr2",58000001,59000000,"chr2-062",-0.087,-0.091,-0.096,-0.145,-0.052,-0.02,-0.533,-0.093,-0.053
"chr2-063","chr2",59000001,60000000,"chr2-063",-0.32,-0.154,-0.207,-0.207,-0.086,-0.034,-0.761,-0.18,-0.052
"chr2-064","chr2",60000001,61000000,"chr2-064",0.027,0.029,0.06,-0.042,0.001,0.018,-0.375,-0.013,0.027
"chr2-065","chr2",61000001,62000000,"chr2-065",0.056,0.085,0.105,0.056,0.089,0.08,-0.346,0.121,0.062
"chr2-066","chr2",62000001,63000000,"chr2-066",0.076,0.022,-0.053,0.078,0.045,0.036,0.046,0.045,0.039
"chr2-067","chr2",63000001,64000000,"chr2-067",0.087,-0.05,0.082,0.088,0.032,0.02,0.061,0.123,0.048
"chr2-068","chr2",64000001,65000000,"chr2-068",0.024,0.006,-0.044,-0.005,0.002,-0.007,0.077,-0.017,-0.002
"chr2-069","chr2",65000001,66000000,"chr2-069",-0.011,0.039,0.033,0.019,0.029,0.015,0.101,0.038,0.032
"chr2-070","chr2",66000001,67000000,"chr2-070",0.143,-0.072,-0.114,0.012,-0.024,-0.024,0.22,0.012,-0.006
"chr2-071","chr2",67000001,68000000,"chr2-071",-0.155,-0.096,-0.199,-0.149,-0.102,-0.096,-0.175,-0.162,-0.096
"chr2-072","chr2",68000001,69000000,"chr2-072",-0.143,-0.037,0.003,-0.056,-0.038,-0.013,-0.034,-0.05,-0.045
"chr2-073","chr2",69000001,70000000,"chr2-073",-0.098,0.009,-0.065,-0.05,0.007,0.006,0.075,-0.03,-0.018
"chr2-074","chr2",70000001,71000000,"chr2-074",0.166,0.043,0.081,0.091,0.052,0.06,0.187,0.132,0.068
"chr2-075","chr2",71000001,72000000,"chr2-075",0.101,-0.031,-0.006,0.021,-0.026,-0.009,0.165,0.048,-0.02
"chr2-076","chr2",72000001,73000000,"chr2-076",-0.037,-0.082,0.011,0.007,-0.048,0.003,0.004,-0.003,0
"chr2-077","chr2",73000001,74000000,"chr2-077",0.163,-0.014,0.049,0.035,-0.002,0.037,-0.094,0.104,0.018
"chr2-078","chr2",74000001,75000000,"chr2-078",0.179,0.004,0.078,0.044,0.023,0.044,-0.065,0.099,-0.001
"chr2-079","chr2",75000001,76000000,"chr2-079",0.001,-0.049,-0.062,-0.113,-0.027,0,-0.171,-0.073,-0.063
"chr2-080","chr2",76000001,77000000,"chr2-080",-0.215,-0.095,0.034,-0.065,-0.047,-0.034,-0.269,-0.089,0.01
"chr2-081","chr2",77000001,78000000,"chr2-081",-0.248,-0.034,-0.068,-0.044,-0.044,0.034,-0.238,-0.008,-0.031
"chr2-082","chr2",78000001,79000000,"chr2-082",0.043,-0.063,0.139,0.181,0.065,0.07,0.067,0.167,0.111
"chr2-083","chr2",79000001,80000000,"chr2-083",-0.305,-0.073,-0.273,-0.161,-0.09,-0.072,-0.177,-0.141,-0.06
"chr2-084","chr2",80000001,81000000,"chr2-084",-0.139,-0.036,-0.003,-0.016,-0.033,-0.024,-0.161,-0.033,-0.016
"chr2-085","chr2",81000001,82000000,"chr2-085",0.144,-0.014,0.35,0.103,-0.067,-0.014,0.052,0.089,0.047
"chr2-086","chr2",82000001,83000000,"chr2-086",-0.057,-0.061,0.093,-0.031,-0.072,-0.087,-0.178,-0.039,-0.088
"chr2-087","chr2",83000001,84000000,"chr2-087",-0.051,-0.104,0.153,0.043,0.022,-0.014,-0.235,0.084,0.119
"chr2-088","chr2",84000001,85000000,"chr2-088",-0.064,-0.053,-0.011,-0.017,-0.03,-0.041,-0.063,-0.019,0.001
"chr2-089","chr2",85000001,86000000,"chr2-089",0.187,0.058,0.147,0.085,0.054,0.04,0.085,0.114,0.025
"chr2-090","chr2",86000001,87000000,"chr2-090",0.078,0.044,0.008,0.022,0.037,0.024,0.07,0.03,0.015
"chr2-091","chr2",87000001,87668206,"chr2-091",0.123,0.061,0.313,0.143,0.011,0.025,0.066,0.15,0.102
"chr2-092","chr2",87718207,88000000,"chr2-092",-0.024,0.017,0.111,0.03,0.048,-0.002,-0.051,-0.026,0.043
"chr2-093","chr2",88000001,89000000,"chr2-093",0.012,0.021,-0.008,-0.055,-0.007,0.006,-0.006,0.021,-0.011
"chr2-094","chr2",89000001,89630436,"chr2-094",-0.238,-0.102,-0.05,-0.104,-0.047,-0.057,-0.091,-0.118,-0.082
"chr2-095","chr2",89830437,90321525,"chr2-095",-0.347,-0.057,-0.111,-0.153,-0.039,-0.087,-0.512,-0.171,-0.038
"chr2-096","chr2",91595104,92000000,"chr2-096",-0.094,-0.028,0.222,0.029,0.022,-0.044,-0.121,0.013,0.102
"chr2-097","chr2",92000001,92326171,"chr2-097",0.036,0.133,0.62,0.298,0.013,-0.101,0.022,0.071,0.25
"chr2-098","chr2",95326172,96000000,"chr2-098",0.15,-0.041,0.115,0.028,-0.02,0.031,0.132,0.066,0.018
"chr2-099","chr2",96000001,97000000,"chr2-099",0.162,-0.005,0.101,0.038,0.002,0.008,0.162,0.087,0
"chr2-100","chr2",97000001,98000000,"chr2-100",0.271,0.066,0.168,0.139,0.051,0.063,0.09,0.157,0.036
"chr2-101","chr2",98000001,99000000,"chr2-101",0.057,0.003,0.102,0.076,0.014,0.038,-0.146,0.048,0.036
"chr2-102","chr2",99000001,100000000,"chr2-102",0.048,0.017,0.073,0.058,0.025,0.016,-0.185,0.05,0.038
"chr2-103","chr2",100000001,101000000,"chr2-103",-0.07,-0.001,-0.131,-0.069,-0.021,-0.034,-0.272,-0.078,-0.054
"chr2-104","chr2",101000001,102000000,"chr2-104",0.023,0.072,0.096,0.057,0.051,0.051,-0.175,0.05,0.038
"chr2-105","chr2",102000001,103000000,"chr2-105",-0.081,-0.01,-0.054,-0.082,0.018,-0.008,-0.129,-0.065,-0.039
"chr2-106","chr2",103000001,104000000,"chr2-106",-0.267,-0.071,-0.207,-0.231,-0.071,-0.049,-0.196,-0.168,-0.036
"chr2-107","chr2",104000001,105000000,"chr2-107",-0.506,-0.162,-0.388,-0.32,-0.105,-0.096,-0.377,-0.339,-0.074
"chr2-108","chr2",105000001,106000000,"chr2-108",0.008,0.01,0.11,-0.011,-0.007,-0.007,0.049,-0.026,0.019
"chr2-109","chr2",106000001,107000000,"chr2-109",0.051,0.031,0.001,0.011,0.025,-0.006,-0.235,-0.013,0.002
"chr2-110","chr2",107000001,108000000,"chr2-110",-0.043,-0.041,0.028,0.008,-0.035,-0.037,-0.316,-0.016,-0.023
"chr2-111","chr2",108000001,109000000,"chr2-111",-0.205,-0.074,-0.067,-0.11,-0.062,-0.087,-0.524,-0.097,-0.073
"chr2-112","chr2",109000001,110000000,"chr2-112",0.025,0.018,0.06,0.027,-0.003,-0.006,-0.153,0.028,0.022
"chr2-113","chr2",110000001,110109337,"chr2-113",0.046,-0.009,-0.019,0.048,0.025,0.02,-0.075,-0.021,-0.014
"chr2-114","chr2",110251338,111000000,"chr2-114",0.078,0.036,0.071,0.09,0.018,0.017,-0.104,0.059,0.18
"chr2-115","chr2",111000001,112000000,"chr2-115",-0.04,-0.018,0.037,-0.013,-0.031,-0.011,-0.31,-0.031,-0.015
"chr2-116","chr2",112000001,113000000,"chr2-116",-0.022,0.046,0.099,-0.009,0.037,0.035,0.041,0.004,0.022
"chr2-117","chr2",113000001,114000000,"chr2-117",-0.048,0.009,0.006,-0.017,0.004,-0.009,-0.002,0.013,-0.026
"chr2-118","chr2",114000001,115000000,"chr2-118",0.025,0.015,0.175,0.1,0.023,-0.009,-0.11,0.039,0.037
"chr2-119","chr2",115000001,116000000,"chr2-119",-0.207,-0.079,-0.131,-0.2,-0.066,-0.038,-0.58,-0.132,-0.07
"chr2-120","chr2",116000001,117000000,"chr2-120",-0.214,-0.047,0.049,-0.084,-0.004,-0.044,-0.556,-0.138,-0.022
"chr2-121","chr2",117000001,118000000,"chr2-121",-0.264,-0.092,-0.155,-0.216,-0.021,-0.046,-0.589,-0.214,-0.009
"chr2-122","chr2",118000001,119000000,"chr2-122",-0.026,-0.058,-0.141,-0.075,-0.027,-0.017,-0.335,-0.051,-0.051
"chr2-123","chr2",119000001,120000000,"chr2-123",-0.054,-0.084,-0.162,-0.18,-0.081,-0.028,-0.263,-0.105,-0.115
"chr2-124","chr2",120000001,121000000,"chr2-124",0.041,-0.006,0.079,0.023,-0.003,0.038,-0.155,0.021,-0.02
"chr2-125","chr2",121000001,122000000,"chr2-125",0.1,-0.006,0.059,0.028,-0.01,0.006,-0.06,0.036,-0.015
"chr2-126","chr2",122000001,123000000,"chr2-126",-0.014,0.055,0.115,0.051,0.042,0.03,-0.307,0.051,0.06
"chr2-127","chr2",123000001,124000000,"chr2-127",-0.306,-0.103,-0.188,-0.173,-0.053,-0.059,-0.654,-0.08,-0.053
"chr2-128","chr2",124000001,125000000,"chr2-128",0.143,0.039,0.293,0.106,0.009,0.005,-0.438,0.102,0.084
"chr2-129","chr2",125000001,126000000,"chr2-129",-0.349,-0.102,-0.281,-0.29,-0.064,-0.098,-0.738,-0.265,-0.187
"chr2-130","chr2",126000001,127000000,"chr2-130",-0.427,-0.134,-0.118,-0.213,-0.11,-0.074,-0.694,-0.164,-0.09
"chr2-131","chr2",127000001,128000000,"chr2-131",0.077,-0.02,0.061,0.007,0.013,0.039,-0.103,0.034,-0.038
"chr2-132","chr2",128000001,129000000,"chr2-132",0.198,0.036,0.158,0.108,0.043,0.063,-0.041,0.108,0.041
"chr2-133","chr2",129000001,130000000,"chr2-133",0.037,-0.036,0.065,-0.023,-0.034,0,-0.117,-0.014,-0.034
"chr2-134","chr2",130000001,131000000,"chr2-134",0.051,-0.033,0.207,0.056,-0.008,-0.02,-0.144,0.058,-0.01
"chr2-135","chr2",131000001,132000000,"chr2-135",0.144,0.002,0.17,0.032,0.011,0.037,-0.039,0.086,0.002
"chr2-136","chr2",132000001,133000000,"chr2-136",0.045,-0.029,0.277,0.08,-0.076,-0.052,-0.088,0.078,0.015
"chr2-137","chr2",133000001,134000000,"chr2-137",0.043,-0.054,0.19,0.029,-0.045,-0.007,-0.207,-0.033,-0.005
"chr2-138","chr2",134000001,135000000,"chr2-138",-0.196,-0.061,-0.176,-0.159,-0.081,-0.065,-0.508,-0.136,-0.072
"chr2-139","chr2",135000001,136000000,"chr2-139",-0.103,0.016,-0.062,-0.118,-0.003,0.001,-0.409,-0.067,-0.036
"chr2-140","chr2",136000001,137000000,"chr2-140",-0.041,-0.005,0.017,-0.043,0.014,0.011,-0.354,0.03,-0.007
"chr2-141","chr2",137000001,138000000,"chr2-141",-0.209,-0.043,-0.037,-0.116,-0.055,-0.047,-0.442,-0.082,-0.018
"chr2-142","chr2",138000001,139000000,"chr2-142",-0.514,-0.186,-0.339,-0.253,-0.065,-0.092,-0.863,-0.229,-0.105
"chr2-143","chr2",139000001,140000000,"chr2-143",-0.174,-0.058,-0.085,-0.087,-0.022,-0.006,-0.508,-0.075,-0.051
"chr2-144","chr2",140000001,141000000,"chr2-144",-0.402,-0.176,-0.161,-0.201,-0.101,-0.043,-0.879,-0.088,-0.054
"chr2-145","chr2",141000001,142000000,"chr2-145",-0.431,-0.334,-0.148,-0.192,-0.124,-0.13,-0.766,-0.174,-0.084
"chr2-146","chr2",142000001,143000000,"chr2-146",-0.155,-0.048,-0.011,-0.057,-0.066,-0.014,-0.479,-0.059,0.051
"chr2-147","chr2",143000001,144000000,"chr2-147",-0.352,-0.119,-0.155,-0.133,-0.063,-0.102,-0.61,-0.192,-0.067
"chr2-148","chr2",144000001,145000000,"chr2-148",-0.354,-0.147,-0.203,-0.173,-0.062,-0.053,-0.706,-0.187,-0.048
"chr2-149","chr2",145000001,146000000,"chr2-149",-0.117,0.025,0.112,0.037,0.033,0.009,-0.399,0.015,0.095
"chr2-150","chr2",146000001,147000000,"chr2-150",-0.484,-0.19,-0.361,-0.273,-0.118,-0.076,-0.786,-0.239,-0.015
"chr2-151","chr2",147000001,148000000,"chr2-151",-0.409,-0.187,-0.29,-0.151,-0.054,-0.056,-0.708,-0.205,-0.06
"chr2-152","chr2",148000001,149000000,"chr2-152",-0.19,-0.018,0.016,-0.009,0.015,0.017,-0.544,0.001,0.053
"chr2-153","chr2",149000001,149690582,"chr2-153",0.027,-0.005,0.151,0.012,0.034,0.042,-0.357,0.039,0.022
"chr2-154","chr2",149790583,150000000,"chr2-154",-0.133,-0.009,-0.108,-0.057,-0.051,-0.05,-0.399,-0.015,-0.073
"chr2-155","chr2",150000001,151000000,"chr2-155",-0.28,-0.109,-0.238,-0.202,-0.084,-0.044,-0.651,-0.154,-0.107
"chr2-156","chr2",151000001,152000000,"chr2-156",-0.335,-0.116,-0.267,-0.204,-0.079,-0.054,-0.597,-0.183,-0.094
"chr2-157","chr2",152000001,153000000,"chr2-157",-0.096,0.008,-0.04,-0.022,0.033,0.02,-0.125,0.038,0.013
"chr2-158","chr2",153000001,154000000,"chr2-158",-0.027,-0.044,-0.074,-0.044,0.024,0.011,-0.09,-0.004,-0.004
"chr2-159","chr2",154000001,155000000,"chr2-159",0.143,-0.082,0.011,0.035,-0.027,0.006,0.025,0.049,0.058
"chr2-160","chr2",155000001,156000000,"chr2-160",-0.231,-0.134,-0.108,-0.09,-0.086,-0.027,-0.271,-0.082,-0.022
"chr2-161","chr2",156000001,157000000,"chr2-161",-0.276,-0.084,-0.058,-0.125,0.055,0.027,-0.203,-0.169,0.14
"chr2-162","chr2",157000001,158000000,"chr2-162",0.007,-0.054,0.002,0.055,0,-0.005,-0.036,-0.013,-0.011
"chr2-163","chr2",158000001,159000000,"chr2-163",-0.246,-0.037,-0.216,-0.148,-0.018,-0.011,-0.238,-0.141,-0.054
"chr2-164","chr2",159000001,160000000,"chr2-164",-0.113,-0.011,0.007,-0.01,-0.004,-0.022,0.005,-0.056,0.001
"chr2-165","chr2",160000001,161000000,"chr2-165",0.032,-0.018,0.008,0.037,0.035,0.035,0.07,0.059,0.049
"chr2-166","chr2",161000001,162000000,"chr2-166",-0.096,-0.066,-0.173,-0.054,-0.009,-0.031,-0.01,-0.077,-0.009
"chr2-167","chr2",162000001,163000000,"chr2-167",-0.038,-0.064,-0.033,-0.024,0,0.017,-0.038,-0.01,0.014
"chr2-168","chr2",163000001,164000000,"chr2-168",-0.159,-0.11,-0.115,-0.097,-0.043,-0.028,-0.016,-0.089,-0.036
"chr2-169","chr2",164000001,165000000,"chr2-169",-0.228,-0.098,-0.112,-0.086,-0.041,-0.047,-0.194,-0.057,-0.022
"chr2-170","chr2",165000001,166000000,"chr2-170",-0.139,-0.121,-0.157,-0.053,-0.031,0,-0.136,-0.04,0.032
"chr2-171","chr2",166000001,167000000,"chr2-171",-0.157,-0.111,-0.026,-0.034,-0.027,-0.023,-0.105,-0.042,0.051
