"","Chromosome","Start","End","Feature","203219650162_R08C01","203219650188_R08C01","203219750019_R05C01","203219750053_R05C01","203219760009_R08C01","203220070150_R02C01","203225140266_R03C01","203257030015_R06C01","203257030060_R08C01"
"chr1-0205","chr1",18075001,18150000,"chr1-0205",-0.277,-0.015,0.21,-0.085,-0.106,-0.03,-0.44,-0.147,-0.114
"chr1-0206","chr1",18150001,18225000,"chr1-0206",-0.394,-0.001,-0.301,-0.22,-0.018,-0.094,-0.285,-0.164,-0.126
"chr1-0207","chr1",18225001,18375000,"chr1-0207",-0.343,-0.045,-0.371,-0.367,-0.159,-0.124,-0.567,-0.281,-0.226
"chr1-0208","chr1",18375001,18450000,"chr1-0208",0.048,0.008,0.062,-0.038,-0.015,-0.079,-0.262,0.001,-0.024
"chr1-0209","chr1",18450001,18600000,"chr1-0209",-0.215,-0.093,-0.294,-0.277,-0.13,-0.14,-0.385,-0.212,-0.16
"chr1-0210","chr1",18600001,18675000,"chr1-0210",-0.206,-0.137,-0.143,-0.252,-0.122,-0.126,-0.255,-0.194,-0.215
"chr1-0211","chr1",18675001,18750000,"chr1-0211",-0.24,-0.014,-0.131,-0.251,-0.114,-0.105,-0.352,-0.147,-0.05
"chr1-0212","chr1",18750001,18825000,"chr1-0212",-0.15,-0.122,-0.039,-0.188,-0.055,-0.059,-0.256,-0.083,-0.091
"chr1-0213","chr1",18825001,18900000,"chr1-0213",-0.258,-0.018,-0.37,-0.311,-0.143,-0.077,-0.431,-0.153,-0.166
"chr1-0214","chr1",18900001,18975000,"chr1-0214",0.172,0.002,0.213,0.06,0.008,0.006,-0.03,0.143,-0.007
"chr1-0215","chr1",18975001,19050000,"chr1-0215",-0.207,-0.016,-0.08,-0.154,-0.054,-0.022,-0.278,-0.108,-0.064
"chr1-0216","chr1",19050001,19125000,"chr1-0216",-0.246,-0.078,-0.322,-0.244,-0.059,-0.075,-0.287,-0.009,-0.152
"chr1-0217","chr1",19125001,19200000,"chr1-0217",-0.146,0.01,0.036,-0.128,-0.043,-0.048,-0.239,-0.068,0.016
"chr1-0218","chr1",19200001,19275000,"chr1-0218",0.141,-0.019,0.004,0.02,-0.017,-0.009,-0.012,0.056,-0.007
"chr1-0219","chr1",19275001,19350000,"chr1-0219",0.161,0.109,0.213,0.118,0.078,0.027,0.003,0.187,0.103
"chr1-0220","chr1",19350001,19425000,"chr1-0220",-0.078,0.006,-0.027,-0.03,0.04,-0.008,-0.191,-0.089,-0.036
"chr1-0221","chr1",19425001,19500000,"chr1-0221",-0.091,0.09,0.027,-0.069,0.07,0.044,-0.265,-0.132,0.042
"chr1-0222","chr1",19500001,19575000,"chr1-0222",-0.026,-0.015,-0.184,-0.135,0.018,0.064,-0.321,0.021,-0.035
"chr1-0223","chr1",19575001,19650000,"chr1-0223",0.149,0.018,0.263,0.109,0.03,0.011,-0.123,0.086,0.033
"chr1-0224","chr1",19650001,19725000,"chr1-0224",0.149,0.107,0.298,0.059,0.054,0.041,0.017,0.121,0.07
"chr1-0225","chr1",19725001,19800000,"chr1-0225",0.022,0.036,-0.045,-0.048,0.026,0.004,-0.168,-0.095,-0.051
"chr1-0226","chr1",19800001,19875000,"chr1-0226",0.217,0.113,0.328,0.158,0.02,0.017,-0.072,0.17,0.047
"chr1-0227","chr1",19875001,19950000,"chr1-0227",0.27,0.085,0.041,0.193,0.098,0.024,-0.11,0.2,0.058
"chr1-0228","chr1",19950001,20025000,"chr1-0228",0.187,0.083,0.284,0.133,0.062,0.095,0.032,0.184,0.055
"chr1-0229","chr1",20025001,20100000,"chr1-0229",0.044,-0.025,-0.246,-0.107,-0.007,-0.019,-0.35,-0.036,-0.119
"chr1-0230","chr1",20100001,20175000,"chr1-0230",0.141,0.141,0.261,0.075,0.096,0.059,-0.166,0.166,0.076
"chr1-0231","chr1",20175001,20250000,"chr1-0231",-0.008,0.087,0.061,0.006,0.054,0.023,-0.398,0.011,-0.01
"chr1-0232","chr1",20250001,20325000,"chr1-0232",-0.323,-0.074,-0.386,-0.347,-0.083,-0.084,-0.453,-0.267,-0.153
"chr1-0233","chr1",20325001,20400000,"chr1-0233",-0.243,0.037,-0.051,-0.06,0.002,-0.067,-0.412,0.053,-0.004
"chr1-0234","chr1",20400001,20475000,"chr1-0234",-0.112,0.006,-0.078,-0.176,-0.055,0.015,-0.156,-0.138,-0.137
"chr1-0235","chr1",20475001,20550000,"chr1-0235",0.111,-0.004,0.17,0.05,-0.005,-0.015,-0.146,-0.046,-0.024
"chr1-0236","chr1",20550001,20625000,"chr1-0236",-0.135,0.035,0.053,-0.097,0.003,-0.051,-0.26,-0.107,-0.01
"chr1-0237","chr1",20625001,20700000,"chr1-0237",0.006,0.006,0.1,-0.006,0.012,0.033,-0.17,0.029,0.011
"chr1-0238","chr1",20700001,20775000,"chr1-0238",-0.177,0.032,-0.016,-0.121,-0.013,-0.048,-0.413,-0.068,-0.01
"chr1-0239","chr1",20775001,20850000,"chr1-0239",0.185,0.046,0.1,0.089,-0.003,0.012,0.016,0.17,0.01
"chr1-0240","chr1",20850001,20925000,"chr1-0240",-0.035,0.009,0.004,-0.072,-0.005,-0.01,-0.216,-0.014,-0.01
"chr1-0241","chr1",20925001,21000000,"chr1-0241",0.079,0.023,-0.069,-0.021,0.01,0.038,-0.104,0.063,-0.066
"chr1-0242","chr1",21000001,21075000,"chr1-0242",0.227,0.034,0.051,0.003,-0.01,0.081,0.055,0.167,0.034
"chr1-0243","chr1",21075001,21150000,"chr1-0243",0.061,0.194,0.247,0.255,0.124,0.131,-0.194,0.358,0.322
"chr1-0244","chr1",21150001,21375000,"chr1-0244",-0.094,0.208,0.142,0.134,0.115,0.199,-0.542,0.15,0.236
"chr1-0245","chr1",21375001,21450000,"chr1-0245",0.028,0.172,0.259,0.32,0.19,0.253,-0.629,0.24,0.247
"chr1-0246","chr1",21450001,21525000,"chr1-0246",0.261,0.051,-0.057,0.12,0.041,0.096,-0.063,0.238,0.15
"chr1-0247","chr1",21525001,21600000,"chr1-0247",0.084,0.064,0.166,-0.017,0.033,-0.009,-0.056,0.035,0.013
"chr1-0248","chr1",21600001,21675000,"chr1-0248",0.165,0.046,-0.027,-0.063,0.03,-0.03,-0.029,-0.025,-0.026
"chr1-0249","chr1",21675001,21750000,"chr1-0249",-0.162,0.125,0.447,-0.019,0.068,-0.019,-0.27,0.01,0
"chr1-0250","chr1",21750001,21825000,"chr1-0250",-0.002,0.001,0.274,0.159,-0.027,-0.067,-0.159,0.066,0.081
"chr1-0251","chr1",21825001,21900000,"chr1-0251",-0.079,0.088,0.07,-0.066,0.042,0.019,-0.123,0.028,0.006
"chr1-0252","chr1",21900001,21975000,"chr1-0252",0.021,0.01,0.003,-0.03,-0.046,0.033,-0.015,0.084,-0.006
"chr1-0253","chr1",21975001,22050000,"chr1-0253",0.06,-0.001,-0.023,-0.11,-0.022,0.052,-0.128,0.032,-0.035
"chr1-0254","chr1",22050001,22125000,"chr1-0254",0.125,0.102,0.125,0.115,0.103,0.092,-0.276,0.148,0.039
"chr1-0255","chr1",22125001,22200000,"chr1-0255",0.123,0.049,0.217,0.071,0.056,0.061,-0.019,0.139,0.018
"chr1-0256","chr1",22200001,22275000,"chr1-0256",0.2,0.018,0.095,0.082,0.058,0.14,0.028,0.093,0.042
"chr1-0257","chr1",22275001,22350000,"chr1-0257",-0.031,0.071,0.304,0.101,0.091,0.108,-0.108,0.127,0.015
"chr1-0258","chr1",22350001,22425000,"chr1-0258",0.151,0.124,0.19,0.091,0.053,0.107,-0.2,0.188,0.023
"chr1-0259","chr1",22425001,22500000,"chr1-0259",-0.049,0.001,0.011,-0.115,0.012,0.006,-0.103,-0.018,0.018
"chr1-0260","chr1",22500001,22575000,"chr1-0260",-0.062,-0.026,-0.139,-0.193,-0.104,0.037,-0.198,-0.087,-0.034
"chr1-0261","chr1",22575001,22650000,"chr1-0261",-0.128,-0.011,-0.079,-0.066,-0.067,-0.064,-0.239,-0.042,-0.012
"chr1-0262","chr1",22650001,22725000,"chr1-0262",-0.168,-0.052,-0.042,-0.094,-0.022,-0.068,-0.238,-0.161,-0.1
"chr1-0263","chr1",22725001,22800000,"chr1-0263",0.201,0.019,0.292,0.117,0.007,-0.036,-0.171,0.074,-0.013
"chr1-0264","chr1",22800001,22875000,"chr1-0264",-0.238,-0.014,-0.161,-0.126,0.005,-0.041,-0.291,-0.131,-0.005
"chr1-0265","chr1",22875001,22950000,"chr1-0265",-0.008,0.067,0.298,0.11,0.012,0.066,-0.044,0.153,0.078
"chr1-0266","chr1",22950001,23025000,"chr1-0266",-0.05,0.006,-0.056,-0.041,-0.031,-0.011,-0.089,-0.037,-0.02
"chr1-0267","chr1",23025001,23100000,"chr1-0267",0.016,0.043,0.121,-0.011,-0.02,0.033,-0.106,0.064,0.062
"chr1-0268","chr1",23100001,23175000,"chr1-0268",-0.064,-0.036,-0.083,-0.112,-0.081,-0.088,-0.199,-0.159,-0.113
"chr1-0269","chr1",23175001,23250000,"chr1-0269",-0.006,-0.015,0.028,-0.046,-0.043,-0.021,-0.059,0.022,-0.032
"chr1-0270","chr1",23250001,23325000,"chr1-0270",0.076,0.143,0.298,0.057,0.129,-0.033,-0.147,0.051,0.074
"chr1-0271","chr1",23325001,23400000,"chr1-0271",-0.021,0.028,0.044,0.085,0.07,0.041,-0.453,0.047,0.099
"chr1-0272","chr1",23400001,23475000,"chr1-0272",-0.347,0.007,-0.1,-0.167,0.015,0.004,-0.73,-0.128,-0.062
"chr1-0273","chr1",23475001,23550000,"chr1-0273",0.022,0.13,0.182,0.005,0.089,0.023,-0.316,0.178,0.077
"chr1-0274","chr1",23550001,23700000,"chr1-0274",0.158,0.021,-0.008,0.075,0.056,0.023,-0.147,0.113,0.034
"chr1-0275","chr1",23700001,23775000,"chr1-0275",0.148,0.052,0.169,0.07,0.045,0.098,-0.015,0.157,0.052
"chr1-0276","chr1",23775001,23850000,"chr1-0276",0.09,0.19,0.152,0.14,0.095,0.014,-0.13,0.264,0.101
"chr1-0277","chr1",23850001,23925000,"chr1-0277",0.084,0.103,0.171,0.001,0.1,0.066,-0.101,0.056,0.069
"chr1-0278","chr1",23925001,24000000,"chr1-0278",-0.142,0.123,0.077,-0.039,0.019,0.036,-0.218,0.062,0.01
"chr1-0279","chr1",24000001,24075000,"chr1-0279",0.098,0.147,-0.117,0.068,0.109,0.06,-0.193,0.121,0.006
"chr1-0280","chr1",24075001,24150000,"chr1-0280",0.131,-0.013,-0.1,-0.016,0.01,0.054,-0.108,0.08,-0.053
"chr1-0281","chr1",24150001,24225000,"chr1-0281",0.251,0.154,0.328,0.158,0.045,0.012,-0.051,0.176,0.091
"chr1-0282","chr1",24225001,24300000,"chr1-0282",0.094,0.091,0.211,0.127,0.132,0.076,-0.055,0.158,0.122
"chr1-0283","chr1",24300001,24375000,"chr1-0283",0.199,0.09,0.22,0.237,0.101,0.06,-0.116,0.188,0.084
"chr1-0284","chr1",24375001,24450000,"chr1-0284",0.014,0.029,0.112,-0.047,-0.01,0.041,-0.168,0.036,-0.038
"chr1-0285","chr1",24450001,24525000,"chr1-0285",-0.031,0.052,0.16,-0.012,-0.02,0.015,-0.131,0.101,0.035
"chr1-0286","chr1",24525001,24600000,"chr1-0286",0.103,0.06,0.139,0.074,0.026,-0.044,-0.086,0.084,0.031
"chr1-0287","chr1",24600001,24675000,"chr1-0287",0.091,0.009,-0.125,-0.069,-0.019,-0.047,-0.065,-0.09,-0.006
"chr1-0288","chr1",24675001,24750000,"chr1-0288",-0.06,0.003,-0.214,-0.093,-0.028,0.001,-0.269,-0.027,-0.069
"chr1-0289","chr1",24750001,24825000,"chr1-0289",-0.519,-0.008,-0.272,-0.287,-0.105,-0.114,-0.678,-0.247,-0.163
"chr1-0290","chr1",24825001,24900000,"chr1-0290",0.029,0.223,0.248,0.114,0.106,0.074,-0.163,0.145,0.135
"chr1-0291","chr1",24900001,24975000,"chr1-0291",0.171,0.087,0.285,0.131,0.063,0.024,-0.049,0.165,0.086
"chr1-0292","chr1",24975001,25050000,"chr1-0292",-0.036,0.14,0.394,0.082,0.152,0.026,-0.11,0.092,0.068
"chr1-0293","chr1",25050001,25125000,"chr1-0293",0.253,0.181,0.183,0.29,0.196,0.157,0.089,0.297,0.25
"chr1-0294","chr1",25125001,25200000,"chr1-0294",0.025,0.133,0.251,0.096,0.05,0.046,-0.14,0.152,0.143
"chr1-0295","chr1",25200001,25275000,"chr1-0295",0.148,-0.011,0.314,0.154,0.053,0.063,0.002,0.189,0.128
"chr1-0296","chr1",25275001,25350000,"chr1-0296",-0.004,0.02,0.09,0.028,-0.012,0.077,-0.041,0.02,0.018
"chr1-0297","chr1",25350001,25425000,"chr1-0297",-0.199,-0.05,-0.068,-0.079,0.001,0.046,-0.191,-0.046,-0.051
"chr1-0298","chr1",25425001,25500000,"chr1-0298",-0.185,0.073,0.011,-0.067,0.028,0.052,-0.342,-0.041,-0.014
"chr1-0299","chr1",25500001,25575000,"chr1-0299",0.176,0.037,-0.002,-0.01,0.085,0.065,-0.152,0.067,-0.029
"chr1-0300","chr1",25575001,25650000,"chr1-0300",-0.35,-0.297,-0.413,-0.135,-0.275,-0.125,-0.61,-0.286,-0.11
"chr1-0301","chr1",25650001,25725000,"chr1-0301",-0.161,0.044,-0.09,0.021,0.065,0.099,-0.395,-0.031,0.049
"chr1-0302","chr1",25725001,25800000,"chr1-0302",-0.111,-0.038,-0.098,-0.065,0.022,0.015,-0.36,-0.071,0.008
"chr1-0303","chr1",25800001,25875000,"chr1-0303",-0.034,0.038,0.127,-0.018,0.027,0.031,-0.141,0.141,0.05
"chr1-0304","chr1",25875001,25950000,"chr1-0304",0.084,0.037,0.002,-0.076,0.017,0.023,0.009,0.058,-0.003
"chr1-0305","chr1",25950001,26025000,"chr1-0305",0.044,-0.002,-0.187,-0.143,0.012,-0.007,-0.252,-0.123,-0.081
"chr1-0306","chr1",26025001,26100000,"chr1-0306",-0.031,0.004,-0.058,-0.166,-0.024,-0.09,-0.176,-0.158,-0.121
"chr1-0307","chr1",26100001,26175000,"chr1-0307",0.184,0.003,0.062,0.037,0.041,0.095,-0.015,0.142,0.013
"chr1-0308","chr1",26175001,26250000,"chr1-0308",0.133,0.05,0.092,0.043,0.049,0.037,-0.156,0.075,0.014
"chr1-0309","chr1",26250001,26325000,"chr1-0309",-0.175,-0.028,0.004,-0.067,-0.013,-0.099,-0.466,-0.081,-0.035
"chr1-0310","chr1",26325001,26400000,"chr1-0310",0.077,0.023,0.059,-0.001,0.015,-0.009,-0.089,0.023,0.006
"chr1-0311","chr1",26400001,26475000,"chr1-0311",0.162,0.016,0.098,0.094,0.078,0.043,-0.124,0.154,0.071
"chr1-0312","chr1",26475001,26550000,"chr1-0312",0.117,0.061,0.186,0.03,0.046,0.056,0.003,0.078,0.028
"chr1-0313","chr1",26550001,26625000,"chr1-0313",0.181,-0.001,0.196,0.105,-0.019,0.065,-0.056,0.122,0.073
"chr1-0314","chr1",26625001,26700000,"chr1-0314",0.058,0.046,0.084,-0.01,0.006,0.028,-0.074,0.099,0.021
"chr1-0315","chr1",26700001,26775000,"chr1-0315",0.066,0.025,0.032,0.006,-0.01,-0.002,-0.112,0.093,0.047
"chr1-0316","chr1",26775001,26850000,"chr1-0316",0.227,0.008,-0.025,0.014,0.107,0.066,-0.027,0.15,-0.006
"chr1-0317","chr1",26850001,26925000,"chr1-0317",-0.021,0.013,-0.042,-0.071,-0.011,-0.007,-0.001,-0.01,-0.041
"chr1-0318","chr1",26925001,27000000,"chr1-0318",0.315,0.157,0.353,0.155,0.161,0.16,-0.008,0.333,0.154
"chr1-0319","chr1",27000001,27075000,"chr1-0319",0.095,0.059,0.013,0.094,0.06,0.103,-0.209,0.11,0.051
"chr1-0320","chr1",27075001,27150000,"chr1-0320",0.068,0.11,0.109,0.108,0.097,0.091,-0.049,0.096,0.102
"chr1-0321","chr1",27150001,27225000,"chr1-0321",0.117,0.047,0.122,0.096,0.056,0.026,-0.02,0.107,0.062
"chr1-0322","chr1",27225001,27300000,"chr1-0322",0.09,0.054,0.071,0.042,0.071,0.037,-0.082,0.098,0.037
"chr1-0323","chr1",27300001,27375000,"chr1-0323",0.197,0.061,0.147,0.165,0.067,0.065,0.026,0.143,0.103
"chr1-0324","chr1",27375001,27450000,"chr1-0324",0.199,0.132,0.061,0.046,0.051,0.063,0.004,0.097,0.034
"chr1-0325","chr1",27450001,27525000,"chr1-0325",-0.007,0.105,0.217,0.023,0.05,0.026,-0.184,0.041,0.08
"chr1-0326","chr1",27525001,27600000,"chr1-0326",0.245,0.128,0.324,0.086,0.161,0.073,-0.096,0.203,0.19
"chr1-0327","chr1",27600001,27675000,"chr1-0327",0.114,0.055,0.18,0.013,0.035,0.058,-0.084,0.1,-0.002
"chr1-0328","chr1",27675001,27750000,"chr1-0328",0.202,0.009,0.172,0.07,0.044,0.053,0.077,0.101,0.056
"chr1-0329","chr1",27750001,27825000,"chr1-0329",0.201,0.029,0.049,0.1,0.121,0.071,-0.167,0.175,-0.024
"chr1-0330","chr1",27825001,27900000,"chr1-0330",0.244,-0.008,0.334,0.117,0.032,0.02,0.104,0.089,0.073
"chr1-0331","chr1",27900001,27975000,"chr1-0331",0.154,0.036,0.044,-0.03,0.03,-0.003,0.03,0.082,-0.001
"chr1-0332","chr1",27975001,28050000,"chr1-0332",-0.03,0.03,-0.163,-0.05,0.037,-0.074,-0.171,-0.079,-0.114
"chr1-0333","chr1",28050001,28125000,"chr1-0333",0.193,0.026,0.154,0.169,0.113,0.087,0.109,0.228,0.129
"chr1-0334","chr1",28125001,28200000,"chr1-0334",0.113,0.135,0.143,0.108,0.131,0.1,0.141,0.085,0.064
"chr1-0335","chr1",28200001,28275000,"chr1-0335",0.099,0.12,0.084,-0.002,0.048,0.054,0.107,0.077,-0.018
"chr1-0336","chr1",28275001,28350000,"chr1-0336",0.133,0.062,0.016,0.038,0.057,0.024,0.127,0.075,-0.002
"chr1-0337","chr1",28350001,28425000,"chr1-0337",-0.105,0.149,0.25,0.082,0.095,0.055,-0.035,0.107,0.118
"chr1-0338","chr1",28425001,28500000,"chr1-0338",-0.209,0.172,0.221,0.049,0.064,0.01,0.01,0.094,0.104
"chr1-0339","chr1",28500001,28575000,"chr1-0339",0.237,0.149,0.177,0.14,0.084,0.08,0.122,0.166,0.102
"chr1-0340","chr1",28575001,28650000,"chr1-0340",0.021,0.046,-0.156,-0.026,0.039,0.063,0.011,0.028,-0.069
"chr1-0341","chr1",28650001,28725000,"chr1-0341",0.359,0.231,0.454,0.262,0.124,0.052,0.198,0.342,0.076
"chr1-0342","chr1",28725001,28800000,"chr1-0342",-0.235,0.228,0.353,0.163,0.115,-0.001,-0.173,0.077,0.169
"chr1-0343","chr1",28800001,28875000,"chr1-0343",0.097,0.181,0.285,0.138,0.122,0.06,0.084,0.109,0.084
"chr1-0344","chr1",28875001,28950000,"chr1-0344",0.073,0.104,0.11,0.088,0.08,0.034,0.055,0.063,-0.011
"chr1-0345","chr1",28950001,29025000,"chr1-0345",0.082,0.28,0.252,0.199,0.215,0.155,0.089,0.269,0.165
"chr1-0346","chr1",29025001,29100000,"chr1-0346",0.093,0.149,0.026,0.137,0.194,0.158,0.162,0.202,0.196
"chr1-0347","chr1",29100001,29175000,"chr1-0347",-0.125,0.079,0.074,-0.062,0.032,0.073,-0.039,0.027,-0.006
"chr1-0348","chr1",29175001,29250000,"chr1-0348",0.115,0.115,0.236,0.119,0.085,0.042,0.037,0.142,0.032
"chr1-0349","chr1",29250001,29475000,"chr1-0349",0.263,0.011,0.145,0.185,0.07,0.055,0.202,0.182,0.101
"chr1-0350","chr1",29475001,29550000,"chr1-0350",-0.063,0.07,0.021,-0.002,0.068,0.044,-0.003,0.103,0.051
"chr1-0351","chr1",29550001,29625000,"chr1-0351",0.001,0.004,0.139,0.087,-0.031,-0.025,0.039,0.007,0
"chr1-0352","chr1",29625001,29775000,"chr1-0352",-0.234,-0.04,-0.138,-0.2,-0.05,-0.105,-0.118,-0.13,-0.111
"chr1-0353","chr1",29775001,29878082,"chr1-0353",-0.12,-0.07,-0.144,-0.076,-0.101,-0.018,0.034,-0.145,-0.109
"chr1-0354","chr1",30028083,30150000,"chr1-0354",-0.247,-0.057,-0.314,-0.168,-0.094,-0.092,-0.102,-0.178,-0.057
"chr1-0355","chr1",30150001,30225000,"chr1-0355",-0.212,-0.053,-0.215,-0.156,-0.088,-0.081,-0.088,-0.128,-0.087
"chr1-0356","chr1",30225001,30375000,"chr1-0356",-0.174,0.017,-0.087,-0.155,-0.052,-0.043,0.011,-0.154,-0.048
"chr1-0357","chr1",30375001,30525000,"chr1-0357",-0.337,-0.138,-0.221,-0.212,-0.074,-0.127,-0.111,-0.226,-0.173
"chr1-0358","chr1",30525001,30600000,"chr1-0358",-0.009,-0.014,0.042,0.018,-0.025,-0.028,0.098,0.013,-0.047
"chr1-0359","chr1",30600001,30675000,"chr1-0359",-0.316,-0.054,-0.514,-0.337,-0.028,-0.037,-0.326,-0.154,-0.094
"chr1-0360","chr1",30675001,30825000,"chr1-0360",-0.167,-0.08,-0.21,-0.134,-0.143,-0.077,-0.03,-0.157,-0.09
"chr1-0361","chr1",30825001,30900000,"chr1-0361",-0.12,-0.049,-0.081,-0.159,-0.132,-0.064,0.057,-0.171,-0.107
"chr1-0362","chr1",30900001,31125000,"chr1-0362",-0.116,-0.03,-0.189,-0.093,-0.019,0.009,-0.036,-0.109,-0.107
"chr1-0363","chr1",31125001,31200000,"chr1-0363",0.17,-0.063,-0.057,0.053,-0.014,-0.026,0.182,0.058,0.007
"chr1-0364","chr1",31200001,31275000,"chr1-0364",-0.044,-0.054,-0.101,-0.216,-0.104,-0.014,0.049,-0.122,-0.173
"chr1-0365","chr1",31275001,31350000,"chr1-0365",0.273,0.016,0.031,0.087,0,-0.007,0.132,0.065,0.026
"chr1-0366","chr1",31350001,31425000,"chr1-0366",0.064,-0.058,-0.123,-0.075,-0.062,0.014,0.09,0.025,-0.11
"chr1-0367","chr1",31425001,31500000,"chr1-0367",-0.135,0.074,-0.02,0.045,0.058,0.055,-0.228,-0.044,0.098
"chr1-0368","chr1",31500001,31575000,"chr1-0368",0.167,0.155,0.35,0.181,0.135,0.074,0.208,0.275,0.113
"chr1-0369","chr1",31575001,31650000,"chr1-0369",0.101,0.307,0.139,0.04,0.239,0.171,0.058,0.247,0.117
"chr1-0370","chr1",31650001,31725000,"chr1-0370",-0.092,0.065,-0.024,-0.138,0.003,-0.002,0.032,0.067,0.01
"chr1-0371","chr1",31725001,31800000,"chr1-0371",0.071,0.052,-0.028,0,0.082,0.06,-0.014,0.069,0.092
"chr1-0372","chr1",31800001,31875000,"chr1-0372",0.137,-0.044,-0.066,-0.001,-0.01,0.002,0.211,0.068,-0.027
"chr1-0373","chr1",31875001,31950000,"chr1-0373",-0.059,0.126,0.242,0.036,0.087,0.018,-0.037,0.143,0.131
"chr1-0374","chr1",31950001,32025000,"chr1-0374",-0.371,-0.064,-0.087,-0.268,-0.115,-0.218,-0.275,-0.157,-0.149
"chr1-0375","chr1",32025001,32100000,"chr1-0375",0.203,0.017,0.214,0.099,0.009,0.019,0.217,0.081,-0.005
"chr1-0376","chr1",32100001,32175000,"chr1-0376",0.209,-0.044,-0.019,0.013,-0.036,0.011,0.149,0.087,-0.023
"chr1-0377","chr1",32175001,32250000,"chr1-0377",0.213,0.008,0.062,0.03,-0.017,0.049,0.183,0.104,0.032
"chr1-0378","chr1",32250001,32325000,"chr1-0378",0.143,-0.015,-0.042,-0.014,0.001,0.035,0.199,0.082,-0.022
"chr1-0379","chr1",32325001,32400000,"chr1-0379",-0.148,0.178,0.075,0.143,0.16,0.165,-0.079,0.192,0.163
"chr1-0380","chr1",32400001,32475000,"chr1-0380",0.147,0.131,0.126,0.005,0.035,0.027,0.045,0.104,0.078
"chr1-0381","chr1",32475001,32550000,"chr1-0381",0.174,0.082,0.243,0.163,0.114,0.048,0.1,0.22,0.088
"chr1-0382","chr1",32550001,32625000,"chr1-0382",0.037,0.156,0.207,-0.011,0.108,0.049,0.104,0.096,-0.006
"chr1-0383","chr1",32625001,32700000,"chr1-0383",0.133,-0.055,-0.169,-0.022,0.02,0.001,0.153,0.056,-0.06
"chr1-0384","chr1",32700001,32775000,"chr1-0384",0.185,0.11,0.187,0.075,0.061,0.062,0.196,0.154,-0.001
"chr1-0385","chr1",32775001,32850000,"chr1-0385",0.179,0.058,0.206,0.141,0.112,0.053,0.159,0.217,0.065
"chr1-0386","chr1",32850001,32925000,"chr1-0386",-0.019,-0.137,-0.287,-0.24,-0.122,-0.125,-0.072,-0.214,-0.177
"chr1-0387","chr1",32925001,33000000,"chr1-0387",0.049,0.057,0.102,-0.014,0.029,0.006,0.071,0.124,-0.012
"chr1-0388","chr1",33000001,33075000,"chr1-0388",0.206,0.258,0.048,0.387,0.149,0.133,0.109,0.344,0.447
"chr1-0389","chr1",33075001,33150000,"chr1-0389",0.109,0.016,0.155,0.243,0.11,0.049,0.061,0.173,0.116
"chr1-0390","chr1",33150001,33225000,"chr1-0390",0.111,0.088,0.232,0.101,0.081,0.059,0.184,0.154,0.093
"chr1-0391","chr1",33225001,33300000,"chr1-0391",0.132,0.068,0.11,0.067,0.039,0.058,0.159,0.158,0.072
"chr1-0392","chr1",33300001,33375000,"chr1-0392",0.08,0.035,0.148,0.085,0.001,0.05,0.126,0.124,0.049
"chr1-0393","chr1",33375001,33450000,"chr1-0393",0.126,0.194,0.352,0.343,0.047,0.005,0.088,0.264,0.237
"chr1-0394","chr1",33450001,33525000,"chr1-0394",-0.093,0.017,-0.069,-0.057,0.052,-0.016,-0.029,-0.001,-0.021
"chr1-0395","chr1",33525001,33600000,"chr1-0395",0.069,-0.107,-0.281,-0.124,-0.064,-0.06,0.069,-0.024,-0.1
"chr1-0396","chr1",33600001,33675000,"chr1-0396",0.069,0.012,-0.002,0.048,-0.005,0.029,0.104,0.073,0.016
"chr1-0397","chr1",33675001,33750000,"chr1-0397",-0.048,0.075,0.13,-0.009,0.015,0.004,0.077,-0.029,0.019
"chr1-0398","chr1",33750001,33825000,"chr1-0398",0.168,0.044,0.102,0.039,-0.004,0.058,0.183,0.092,0.013
"chr1-0399","chr1",33825001,33900000,"chr1-0399",0.065,0.059,-0.076,0.006,0.028,0.001,0.138,0.027,-0.005
"chr1-0400","chr1",33900001,33975000,"chr1-0400",-0.201,-0.043,-0.144,-0.046,-0.03,-0.09,-0.038,0.015,0.005
"chr1-0401","chr1",33975001,34125000,"chr1-0401",-0.209,-0.007,-0.074,-0.115,-0.033,-0.055,-0.045,-0.086,-0.004
"chr1-0402","chr1",34125001,34350000,"chr1-0402",-0.461,-0.068,-0.358,-0.283,-0.077,-0.125,-0.318,-0.245,-0.079
"chr1-0403","chr1",34350001,34575000,"chr1-0403",-0.523,-0.138,-0.347,-0.374,-0.172,-0.217,-0.33,-0.438,-0.357
"chr1-0404","chr1",34575001,34650000,"chr1-0404",0.213,-0.057,0.046,0.006,-0.063,0.006,0.044,0.123,-0.035
"chr1-0405","chr1",34650001,34950000,"chr1-0405",-0.344,-0.044,-0.449,-0.308,-0.042,-0.03,-0.081,-0.225,-0.077
"chr1-0406","chr1",34950001,35175000,"chr1-0406",-0.494,-0.121,-0.461,-0.283,-0.09,-0.113,-0.163,-0.248,-0.107
"chr1-0407","chr1",35175001,35250000,"chr1-0407",-0.182,-0.065,-0.099,-0.071,-0.039,-0.066,0.004,-0.053,-0.045
"chr1-0408","chr1",35250001,35325000,"chr1-0408",0.015,-0.068,0.03,-0.083,-0.053,-0.059,0.074,0.006,-0.04
"chr1-0409","chr1",35325001,35400000,"chr1-0409",0.132,-0.021,-0.057,0.002,-0.028,0.022,0.113,0.06,-0.018
