"","Chromosome","Start","End","Feature","203219650162_R08C01","203219650188_R08C01","203219750019_R05C01","203219750053_R05C01","203219760009_R08C01","203220070150_R02C01","203225140266_R03C01","203257030015_R06C01","203257030060_R08C01"
"chr1-0207","chr1",4010001,4060000,"chr1-0207",-0.029,0.064,0.088,0.103,-0.003,0.108,-0.154,-0.085,0.04
"chr1-0208","chr1",4060001,4140000,"chr1-0208",-0.196,0.002,0.124,0.002,0.049,0.087,-0.299,-0.021,0.079
"chr1-0209","chr1",4140001,4200000,"chr1-0209",-0.038,-0.068,-0.112,0.012,-0.069,-0.094,-0.24,-0.077,-0.079
"chr1-0210","chr1",4200001,4230000,"chr1-0210",-0.17,0.128,0.126,0.039,0.035,0.072,-0.023,0.045,0.145
"chr1-0211","chr1",4230001,4370000,"chr1-0211",-0.349,-0.137,-0.314,-0.289,-0.139,-0.115,-0.335,-0.404,-0.191
"chr1-0212","chr1",4370001,4480000,"chr1-0212",-0.306,-0.046,-0.067,-0.201,-0.233,-0.127,-0.458,-0.15,-0.176
"chr1-0213","chr1",4480001,4620000,"chr1-0213",-0.299,-0.05,-0.213,-0.162,-0.036,-0.081,-0.513,-0.148,-0.045
"chr1-0214","chr1",4620001,4710000,"chr1-0214",-0.338,-0.035,0.035,-0.161,-0.12,-0.046,-0.518,-0.201,-0.212
"chr1-0215","chr1",4710001,4720000,"chr1-0215",0.266,0.145,0.311,0.327,-0.053,0.054,0.011,0.201,0.301
"chr1-0216","chr1",4720001,4770000,"chr1-0216",-0.099,-0.079,-0.14,-0.007,-0.083,-0.009,-0.162,-0.039,-0.036
"chr1-0217","chr1",4770001,4790000,"chr1-0217",-0.113,-0.116,0.052,0.059,-0.063,0.105,-0.19,0,0.026
"chr1-0218","chr1",4790001,4830000,"chr1-0218",-0.134,-0.032,-0.313,-0.134,-0.049,-0.063,-0.341,-0.208,-0.055
"chr1-0219","chr1",4830001,4840000,"chr1-0219",-0.104,-0.05,0.065,-0.128,-0.079,-0.082,-0.325,-0.197,-0.062
"chr1-0220","chr1",4840001,5070000,"chr1-0220",-0.214,-0.032,0.11,-0.096,-0.056,-0.154,-0.378,-0.169,-0.067
"chr1-0221","chr1",5070001,5330000,"chr1-0221",-0.241,-0.015,-0.168,-0.309,-0.073,-0.154,-0.778,-0.277,-0.091
"chr1-0222","chr1",5330001,5540000,"chr1-0222",-0.24,-0.011,-0.191,-0.111,0.006,-0.028,-0.33,-0.142,-0.019
"chr1-0223","chr1",5540001,5570000,"chr1-0223",-0.019,-0.084,0.129,-0.022,-0.128,-0.096,-0.353,-0.155,-0.04
"chr1-0224","chr1",5570001,5770000,"chr1-0224",-0.323,0.016,-0.113,-0.155,-0.044,-0.064,-0.362,-0.133,-0.027
"chr1-0225","chr1",5770001,5800000,"chr1-0225",-0.025,0.011,0.284,0.108,0.001,0.025,-0.335,-0.035,0.008
"chr1-0226","chr1",5800001,5820000,"chr1-0226",-0.211,-0.114,-0.003,-0.095,-0.085,0.035,-0.38,-0.161,-0.142
"chr1-0227","chr1",5820001,5890000,"chr1-0227",-0.321,0.018,-0.093,-0.02,-0.052,-0.026,-0.258,-0.082,-0.056
"chr1-0228","chr1",5890001,5910000,"chr1-0228",-0.277,-0.132,-0.407,-0.223,-0.183,-0.025,-0.279,-0.186,-0.192
"chr1-0229","chr1",5910001,5930000,"chr1-0229",0.062,0.012,0.318,0.137,-0.029,0.101,-0.038,0.077,0.104
"chr1-0230","chr1",5930001,5940000,"chr1-0230",0.008,-0.003,0.157,0.063,0.004,0.031,-0.139,-0.069,-0.013
"chr1-0231","chr1",5940001,5950000,"chr1-0231",0.104,0.003,0.281,0.081,-0.034,0.115,-0.096,0.058,0.071
"chr1-0232","chr1",5950001,5960000,"chr1-0232",-0.171,0.033,0.61,0.079,-0.052,0.049,-0.122,0.009,0.097
"chr1-0233","chr1",5960001,5980000,"chr1-0233",0.142,-0.047,0.29,0.194,0.03,0.038,-0.078,0.095,0.06
"chr1-0234","chr1",5980001,6010000,"chr1-0234",-0.071,-0.005,0.161,-0.052,-0.049,0.144,-0.381,-0.014,0.009
"chr1-0235","chr1",6010001,6050000,"chr1-0235",-0.009,0.079,0.244,0.138,0.011,0.061,-0.276,0.084,-0.028
"chr1-0236","chr1",6050001,6060000,"chr1-0236",0.184,-0.018,0.236,0.236,0.031,0.06,-0.081,0.157,0.086
"chr1-0237","chr1",6060001,6080000,"chr1-0237",-0.124,-0.069,-0.041,-0.11,-0.062,0.04,-0.243,-0.058,-0.009
"chr1-0238","chr1",6080001,6090000,"chr1-0238",-0.163,-0.061,0.037,-0.14,-0.15,-0.071,-0.203,-0.026,-0.014
"chr1-0239","chr1",6090001,6100000,"chr1-0239",-0.03,0.086,0.088,-0.218,-0.11,0.054,-0.251,-0.079,0.016
"chr1-0240","chr1",6100001,6110000,"chr1-0240",-0.068,-0.05,0.098,-0.032,-0.009,0.03,-0.116,-0.026,-0.034
"chr1-0241","chr1",6110001,6130000,"chr1-0241",-0.078,-0.015,0.299,0.02,-0.005,-0.086,-0.212,0.012,-0.087
"chr1-0242","chr1",6130001,6140000,"chr1-0242",0.008,-0.004,0.267,0.1,-0.033,0.023,-0.086,0,0.058
"chr1-0243","chr1",6140001,6160000,"chr1-0243",0.074,0.005,0.342,0.034,0.028,-0.001,-0.081,0.076,0.03
"chr1-0244","chr1",6160001,6180000,"chr1-0244",-0.062,-0.017,0.128,0.07,-0.055,0.094,-0.188,0.027,0.014
"chr1-0245","chr1",6180001,6200000,"chr1-0245",-0.189,0.001,0.269,0.035,-0.06,0.002,-0.199,0.023,0.05
"chr1-0246","chr1",6200001,6210000,"chr1-0246",0.002,-0.061,0.078,0.093,-0.044,0.028,-0.072,0.075,-0.054
"chr1-0247","chr1",6210001,6240000,"chr1-0247",-0.134,-0.03,0.064,-0.085,-0.049,-0.027,-0.252,-0.07,-0.037
"chr1-0248","chr1",6240001,6260000,"chr1-0248",0.135,0.187,0.225,0.255,0.068,0.087,-0.037,0.221,0.155
"chr1-0249","chr1",6260001,6270000,"chr1-0249",0.096,-0.044,0.085,0.036,-0.048,-0.022,-0.086,0.077,-0.036
"chr1-0250","chr1",6270001,6290000,"chr1-0250",0.037,-0.01,0.236,0.004,0.014,0.065,-0.218,0.046,-0.034
"chr1-0251","chr1",6290001,6300000,"chr1-0251",0.053,0.134,-0.018,0.122,0.073,0.124,-0.176,0.168,0.125
"chr1-0252","chr1",6300001,6310000,"chr1-0252",0.273,0.012,0.115,0.091,0.035,0.157,0.017,0.224,0.156
"chr1-0253","chr1",6310001,6330000,"chr1-0253",0.208,0.119,0.201,0.168,0.043,0.09,-0.019,0.159,0.076
"chr1-0254","chr1",6330001,6350000,"chr1-0254",0.235,0.033,0.349,0.123,0.037,0.099,0.075,0.13,0.078
"chr1-0255","chr1",6350001,6370000,"chr1-0255",-0.034,-0.029,-0.183,-0.168,-0.026,0.107,-0.286,-0.121,-0.06
"chr1-0256","chr1",6370001,6390000,"chr1-0256",0.141,0.105,0.312,0.124,0.094,0.109,-0.114,0.127,0.044
"chr1-0257","chr1",6390001,6410000,"chr1-0257",0.076,0.007,0.24,0.045,0.019,-0.015,-0.102,0.02,-0.043
"chr1-0258","chr1",6410001,6420000,"chr1-0258",0.079,0.073,0.251,0.053,0.038,0.19,0.035,0.021,0.071
"chr1-0259","chr1",6420001,6450000,"chr1-0259",-0.052,0.043,-0.073,-0.113,0.013,0.034,-0.229,-0.018,-0.04
"chr1-0260","chr1",6450001,6460000,"chr1-0260",0.338,0.154,0.242,0.26,0.102,0.113,-0.044,0.259,0.165
"chr1-0261","chr1",6460001,6480000,"chr1-0261",0.115,0.048,0.107,0.052,0.03,-0.045,-0.112,0.027,0.057
"chr1-0262","chr1",6480001,6500000,"chr1-0262",0.195,-0.017,0.032,0.069,-0.006,-0.004,-0.022,0.145,0.095
"chr1-0263","chr1",6500001,6510000,"chr1-0263",0.126,-0.066,0.327,0.137,-0.034,-0.069,-0.07,0.165,0.064
"chr1-0264","chr1",6510001,6520000,"chr1-0264",-0.001,-0.008,0.189,0.154,0.008,-0.053,-0.15,0.122,0.077
"chr1-0265","chr1",6520001,6530000,"chr1-0265",0.047,0.137,0.31,0.174,0.049,0.104,-0.023,0.143,0.157
"chr1-0266","chr1",6530001,6550000,"chr1-0266",0.07,0.005,0.287,0.067,-0.032,0.024,-0.049,0.101,0.001
"chr1-0267","chr1",6550001,6560000,"chr1-0267",0.256,-0.102,-0.088,0.007,-0.05,0.033,-0.027,0.061,-0.014
"chr1-0268","chr1",6560001,6610000,"chr1-0268",-0.081,0.105,0.167,0.048,0.078,0.005,-0.167,0.029,0.002
"chr1-0269","chr1",6610001,6620000,"chr1-0269",0.232,0.14,0.14,0.165,0.164,0.169,-0.016,0.19,0.176
"chr1-0270","chr1",6620001,6640000,"chr1-0270",0.149,-0.011,0.088,0.008,0.043,0.061,-0.068,0.05,0.037
"chr1-0271","chr1",6640001,6650000,"chr1-0271",0.081,0.017,0.075,0.013,0.064,0.089,-0.086,0.062,0.001
"chr1-0272","chr1",6650001,6660000,"chr1-0272",0.167,-0.05,0.167,0.046,-0.018,-0.06,-0.047,-0.01,-0.045
"chr1-0273","chr1",6660001,6670000,"chr1-0273",0.38,-0.054,-0.287,0.025,0.015,0.024,0.062,0.078,-0.035
"chr1-0274","chr1",6670001,6680000,"chr1-0274",0.215,0.053,0.095,0.129,0.213,0.128,-0.063,0.24,0.12
"chr1-0275","chr1",6680001,6690000,"chr1-0275",0.296,0.118,0.013,0.163,0.09,0.073,-0.026,0.15,0.095
"chr1-0276","chr1",6690001,6740000,"chr1-0276",-0.06,0.059,0.136,0.085,0.092,0.031,-0.23,-0.009,-0.099
"chr1-0277","chr1",6740001,6770000,"chr1-0277",0.192,0.14,0.239,0.204,0.078,0.154,-0.134,0.184,0.173
"chr1-0278","chr1",6770001,6840000,"chr1-0278",-0.162,0.159,0.294,0.067,0.077,0.035,-0.442,0.077,0.142
"chr1-0279","chr1",6840001,6850000,"chr1-0279",0.406,0.197,-0.018,0.286,0.272,0.24,-0.141,0.314,0.374
"chr1-0280","chr1",6850001,6940000,"chr1-0280",-0.023,0.297,-0.081,0.127,0.133,0.105,-0.377,0.045,0.107
"chr1-0281","chr1",6940001,6980000,"chr1-0281",-0.087,0.033,-0.161,0.084,-0.06,-0.008,-0.401,-0.092,0.019
"chr1-0282","chr1",6980001,7030000,"chr1-0282",-0.104,0.022,0.077,-0.035,-0.019,0,-0.303,-0.082,-0.081
"chr1-0283","chr1",7030001,7080000,"chr1-0283",-0.276,-0.046,-0.15,-0.196,-0.043,0.02,-0.412,-0.139,-0.207
"chr1-0284","chr1",7080001,7120000,"chr1-0284",-0.232,-0.012,-0.036,-0.033,-0.096,-0.082,-0.193,-0.102,-0.07
"chr1-0285","chr1",7120001,7130000,"chr1-0285",-0.056,0.014,0.113,0.12,0.034,-0.004,-0.295,0.095,-0.114
"chr1-0286","chr1",7130001,7220000,"chr1-0286",-0.268,-0.106,-0.264,-0.147,-0.096,-0.099,-0.644,-0.184,-0.071
"chr1-0287","chr1",7220001,7300000,"chr1-0287",-0.03,-0.036,0.084,-0.032,0.06,0.007,-0.496,-0.133,0.074
"chr1-0288","chr1",7300001,7400000,"chr1-0288",-0.294,-0.11,-0.194,-0.193,-0.063,-0.085,-0.447,-0.27,-0.136
"chr1-0289","chr1",7400001,7470000,"chr1-0289",-0.045,-0.063,-0.039,-0.1,-0.1,0.027,-0.163,-0.108,-0.127
"chr1-0290","chr1",7470001,7510000,"chr1-0290",-0.092,-0.115,-0.185,-0.033,-0.06,-0.039,-0.149,-0.076,-0.235
"chr1-0291","chr1",7510001,7540000,"chr1-0291",-0.123,-0.1,-0.287,-0.15,-0.08,-0.013,-0.18,-0.231,-0.132
"chr1-0292","chr1",7540001,7590000,"chr1-0292",0.075,0.017,0.007,-0.033,0.046,0.027,-0.062,0.018,0.028
"chr1-0293","chr1",7590001,7640000,"chr1-0293",0.036,-0.065,0.128,-0.029,-0.05,0.005,-0.181,-0.053,-0.026
"chr1-0294","chr1",7640001,7700000,"chr1-0294",-0.348,-0.078,-0.119,-0.214,-0.067,-0.136,-0.308,-0.219,-0.121
"chr1-0295","chr1",7700001,7740000,"chr1-0295",-0.008,0.009,0.062,-0.002,0.034,0.069,-0.094,0.034,0.035
"chr1-0296","chr1",7740001,7770000,"chr1-0296",0.198,0.041,0.113,0.069,-0.001,0.042,-0.059,0.15,0.05
"chr1-0297","chr1",7770001,7830000,"chr1-0297",0.017,0.109,0.264,0.128,0.013,0.056,-0.329,0.133,0.09
"chr1-0298","chr1",7830001,7840000,"chr1-0298",-0.065,-0.045,-0.26,0.081,0.049,0.046,-0.336,0.026,0.048
"chr1-0299","chr1",7840001,7850000,"chr1-0299",0.062,0.073,0.208,0.019,0.129,0.028,0.008,0.123,-0.078
"chr1-0300","chr1",7850001,7890000,"chr1-0300",-0.069,0.237,0.37,0.253,0.128,0.116,-0.192,0.298,0.329
"chr1-0301","chr1",7890001,7920000,"chr1-0301",-0.179,0.148,0.162,0.047,0.011,-0.006,-0.721,0.038,0.007
"chr1-0302","chr1",7920001,8000000,"chr1-0302",-0.458,0.15,0.146,-0.008,0.043,-0.023,-0.532,0.006,-0.004
"chr1-0303","chr1",8000001,8020000,"chr1-0303",-0.145,0.073,0.233,0.164,-0.016,0.085,-0.261,0.086,0.052
"chr1-0304","chr1",8020001,8030000,"chr1-0304",0.087,0.013,0.094,0.249,0.104,0.019,-0.098,0.176,0.166
"chr1-0305","chr1",8030001,8080000,"chr1-0305",-0.301,0.088,-0.182,0,0.04,-0.008,-0.35,-0.059,-0.128
"chr1-0306","chr1",8080001,8090000,"chr1-0306",0.353,0.094,0.301,0.236,0.148,0.182,0.034,0.131,0.265
"chr1-0307","chr1",8090001,8160000,"chr1-0307",-0.324,0.043,0.003,0.021,0.069,-0.031,-0.567,-0.108,0.003
"chr1-0308","chr1",8160001,8210000,"chr1-0308",-0.14,0.146,-0.113,0.076,0.191,0.126,-0.314,0.053,0.182
"chr1-0309","chr1",8210001,8250000,"chr1-0309",-0.132,0.096,0.269,0.042,0.05,-0.043,-0.175,-0.024,0.063
"chr1-0310","chr1",8250001,8270000,"chr1-0310",-0.045,0.146,0.167,0.129,0.145,0.038,-0.306,0.05,-0.007
"chr1-0311","chr1",8270001,8320000,"chr1-0311",-0.159,0.172,0.232,0.083,0.018,0.025,-0.243,0.085,0.111
"chr1-0312","chr1",8320001,8370000,"chr1-0312",-0.383,0.138,-0.222,-0.062,0.041,0.082,-0.607,-0.053,0.054
"chr1-0313","chr1",8370001,8380000,"chr1-0313",0.118,0.036,0.19,0.095,0.021,0.07,-0.165,0.101,-0.047
"chr1-0314","chr1",8380001,8390000,"chr1-0314",0.088,0.112,0.311,0.123,0.057,0.116,0.048,0.171,0.113
"chr1-0315","chr1",8390001,8400000,"chr1-0315",0.129,0.132,0.486,0.212,0.088,0.029,0.006,0.15,0.159
"chr1-0316","chr1",8400001,8420000,"chr1-0316",0.101,-0.025,0.123,-0.036,-0.003,0.08,0.053,-0.06,0.021
"chr1-0317","chr1",8420001,8450000,"chr1-0317",0.07,0.069,-0.097,0.011,0.023,-0.004,-0.042,-0.003,0.08
"chr1-0318","chr1",8450001,8490000,"chr1-0318",0.185,-0.011,-0.095,0.02,0.038,-0.005,-0.08,-0.074,0.017
"chr1-0319","chr1",8490001,8530000,"chr1-0319",-0.125,0.049,-0.157,-0.062,0.028,-0.064,-0.38,-0.124,-0.026
"chr1-0320","chr1",8530001,8590000,"chr1-0320",-0.015,0.09,0.046,0.154,0.087,0.013,-0.307,-0.054,0.136
"chr1-0321","chr1",8590001,8660000,"chr1-0321",0.038,0.211,0.085,0.169,0.138,0.094,-0.254,0.132,0.152
"chr1-0322","chr1",8660001,8720000,"chr1-0322",-0.261,0.17,-0.083,-0.073,0.078,-0.012,-0.434,-0.106,-0.094
"chr1-0323","chr1",8720001,8760000,"chr1-0323",-0.18,0.098,-0.131,-0.045,0.097,-0.035,-0.464,-0.208,0.029
"chr1-0324","chr1",8760001,8790000,"chr1-0324",0.235,0.158,0.071,0.205,0.15,0.117,-0.039,0.05,0.221
"chr1-0325","chr1",8790001,8870000,"chr1-0325",-0.188,0.124,0.084,-0.073,0.16,0.085,-0.681,-0.058,0.066
"chr1-0326","chr1",8870001,8930000,"chr1-0326",0.16,0.268,0.405,0.318,0.197,0.101,-0.1,0.245,0.261
"chr1-0327","chr1",8930001,8940000,"chr1-0327",0.219,0.108,0.246,0.223,0.142,0.081,0.029,0.109,0.086
"chr1-0328","chr1",8940001,9000000,"chr1-0328",-0.194,0.125,0.067,-0.111,0.062,0.051,-0.454,-0.081,-0.013
"chr1-0329","chr1",9000001,9040000,"chr1-0329",-0.08,0.129,0.132,-0.04,0.096,0.011,-0.316,0.02,0.016
"chr1-0330","chr1",9040001,9080000,"chr1-0330",0.002,0.197,0.373,0.195,0.116,0.046,-0.03,0.092,0.101
"chr1-0331","chr1",9080001,9100000,"chr1-0331",-0.12,0.051,0.212,0.155,0.01,0.105,-0.124,-0.008,0.126
"chr1-0332","chr1",9100001,9130000,"chr1-0332",-0.079,0.099,0.114,0.019,0.049,0.006,-0.153,0.099,0.067
"chr1-0333","chr1",9130001,9140000,"chr1-0333",-0.003,-0.028,0.254,0.018,-0.044,-0.018,-0.063,-0.097,-0.027
"chr1-0334","chr1",9140001,9180000,"chr1-0334",-0.11,0.129,0.314,0.041,0.055,0.018,0.019,0.052,0.104
"chr1-0335","chr1",9180001,9190000,"chr1-0335",0.185,0.086,0.012,0.045,0.093,0.142,0.141,0.27,0.302
"chr1-0336","chr1",9190001,9240000,"chr1-0336",-0.057,0.206,0.249,0.233,0.091,0.06,-0.116,0.22,0.104
"chr1-0337","chr1",9240001,9250000,"chr1-0337",0.178,-0.021,0.204,0.048,0.086,0.033,-0.017,0.06,0.009
"chr1-0338","chr1",9250001,9260000,"chr1-0338",0.055,-0.054,-0.015,-0.025,0.028,-0.06,-0.187,-0.038,-0.086
"chr1-0339","chr1",9260001,9300000,"chr1-0339",0.146,0.215,0.27,0.184,0.065,0.012,-0.256,0.132,0.201
"chr1-0340","chr1",9300001,9320000,"chr1-0340",0.224,0.154,0.269,0.245,0.085,0.086,0.032,0.156,0.176
"chr1-0341","chr1",9320001,9330000,"chr1-0341",0.142,0.001,0.292,0.163,-0.026,0.045,0.01,0.04,0.085
"chr1-0342","chr1",9330001,9350000,"chr1-0342",0.105,0.064,0.117,0.098,0.087,0.022,-0.304,0.123,0.085
"chr1-0343","chr1",9350001,9380000,"chr1-0343",0.252,0.163,0.121,0.241,0.113,0.07,0.034,0.169,0.171
"chr1-0344","chr1",9380001,9410000,"chr1-0344",0.093,0.04,-0.084,-0.01,0.006,0.122,0.108,0.06,-0.023
"chr1-0345","chr1",9410001,9430000,"chr1-0345",0.066,0.1,0.205,0.24,0.1,0.22,0.087,0.138,0.127
"chr1-0346","chr1",9430001,9480000,"chr1-0346",-0.139,-0.035,-0.112,-0.092,-0.037,-0.022,-0.125,-0.128,-0.124
"chr1-0347","chr1",9480001,9550000,"chr1-0347",-0.237,0.003,-0.09,-0.095,-0.026,-0.054,-0.219,-0.143,-0.091
"chr1-0348","chr1",9550001,9590000,"chr1-0348",0.006,0.153,0.182,0.005,0.14,0.104,-0.261,0.096,-0.014
"chr1-0349","chr1",9590001,9640000,"chr1-0349",-0.067,0.244,0.124,0.117,0.08,0.089,-0.188,0.188,0.095
"chr1-0350","chr1",9640001,9660000,"chr1-0350",-0.023,0.044,0.037,-0.039,0.04,0.078,-0.168,0.076,0.123
"chr1-0351","chr1",9660001,9670000,"chr1-0351",0.038,0.03,0.099,0.15,0.044,0.117,0.049,0.161,0.057
"chr1-0352","chr1",9670001,9710000,"chr1-0352",0.257,0.115,0.434,0.194,0.015,0.084,0.07,0.2,0.074
"chr1-0353","chr1",9710001,9720000,"chr1-0353",-0.021,0.11,0.211,0.001,0.183,0.148,-0.126,0.062,0.077
"chr1-0354","chr1",9720001,9750000,"chr1-0354",-0.086,0.097,-0.064,-0.004,0.028,0.032,-0.107,0.039,-0.05
"chr1-0355","chr1",9750001,9780000,"chr1-0355",0.059,0.05,0.295,0.229,0.061,0.028,-0.016,0.145,0.12
"chr1-0356","chr1",9780001,9790000,"chr1-0356",0.117,0.077,0.294,0.041,0.021,0.157,-0.008,0.144,0.118
"chr1-0357","chr1",9790001,9800000,"chr1-0357",0.21,0.167,0.486,0.219,0.1,0.045,0.045,0.17,0.076
"chr1-0358","chr1",9800001,9880000,"chr1-0358",0.075,0.221,0.454,0.172,0.062,0.024,-0.213,0.153,0.104
"chr1-0359","chr1",9880001,9890000,"chr1-0359",0.27,0.173,0.231,0.272,0.133,0.063,0.119,0.164,0.164
"chr1-0360","chr1",9890001,9940000,"chr1-0360",0.014,0.037,0.069,-0.023,0.043,0.052,-0.031,-0.038,-0.007
"chr1-0361","chr1",9940001,9970000,"chr1-0361",-0.102,0.129,0.171,-0.022,0.074,0.003,-0.337,-0.05,0.016
"chr1-0362","chr1",9970001,10000000,"chr1-0362",0.234,0.271,0.382,0.376,0.238,0.134,0.073,0.312,0.171
"chr1-0363","chr1",10000001,10010000,"chr1-0363",0.054,0.098,-0.186,-0.041,0.09,0.062,-0.133,0.006,-0.02
"chr1-0364","chr1",10010001,10090000,"chr1-0364",-0.157,0.153,0.081,0.003,0.153,0.097,-0.299,0.131,-0.004
"chr1-0365","chr1",10090001,10100000,"chr1-0365",0.162,0.117,0.365,0.407,0.135,0.034,0.01,0.32,0.209
"chr1-0366","chr1",10100001,10220000,"chr1-0366",-0.172,0.172,-0.018,-0.031,0.073,0.091,-0.464,-0.08,-0.013
"chr1-0367","chr1",10220001,10270000,"chr1-0367",0.006,0.239,0.552,0.186,0.135,0.098,-0.424,0.011,0.186
"chr1-0368","chr1",10270001,10280000,"chr1-0368",0.321,0.2,0.479,0.302,0.213,0.053,-0.036,0.226,0.259
"chr1-0369","chr1",10280001,10380000,"chr1-0369",-0.154,0.132,0.065,0.068,0.061,-0.003,-0.465,0.04,0.086
"chr1-0370","chr1",10380001,10450000,"chr1-0370",-0.218,0.144,0.077,0.017,0.141,0.101,-0.349,-0.008,0.101
"chr1-0371","chr1",10450001,10480000,"chr1-0371",0.214,0.064,0.177,0.149,0.084,0.074,-0.01,0.161,0.109
"chr1-0372","chr1",10480001,10500000,"chr1-0372",-0.041,-0.018,-0.109,-0.054,0.027,-0.005,-0.231,-0.063,-0.136
"chr1-0373","chr1",10500001,10530000,"chr1-0373",-0.049,0.111,0.103,0.126,0.124,-0.058,-0.312,-0.096,-0.159
"chr1-0374","chr1",10530001,10540000,"chr1-0374",0.049,-0.028,0.142,0.011,0.03,0.064,-0.065,0.045,0.008
"chr1-0375","chr1",10540001,10650000,"chr1-0375",-0.086,0.091,0.136,0.136,0.092,0.016,-0.329,-0.051,0.132
"chr1-0376","chr1",10650001,10690000,"chr1-0376",0.072,0.04,0.418,0.166,0.092,0.033,-0.095,0.082,-0.016
"chr1-0377","chr1",10690001,10700000,"chr1-0377",0.082,0.056,0.47,0.343,0.141,0.081,0.188,0.25,0.223
"chr1-0378","chr1",10700001,10710000,"chr1-0378",0.352,-0.09,0.099,0.133,-0.076,0.047,0.105,0.126,-0.009
"chr1-0379","chr1",10710001,10720000,"chr1-0379",0.225,0.022,0.198,0.159,0.032,0.14,0.08,0.139,0.075
"chr1-0380","chr1",10720001,10730000,"chr1-0380",0.239,-0.016,0.376,0.323,0.001,0.059,0.073,0.253,0.107
"chr1-0381","chr1",10730001,10740000,"chr1-0381",0.292,-0.11,-0.056,0.056,-0.057,0.024,0.001,0.19,0.084
"chr1-0382","chr1",10740001,10760000,"chr1-0382",0.147,0.039,0.051,0.069,0,0.11,-0.117,0.028,0.078
"chr1-0383","chr1",10760001,10790000,"chr1-0383",0.073,0.013,0.146,0.039,-0.02,0.098,-0.126,0.035,0.08
"chr1-0384","chr1",10790001,10830000,"chr1-0384",-0.007,-0.006,-0.132,-0.133,-0.033,-0.057,-0.271,-0.196,-0.115
"chr1-0385","chr1",10830001,10850000,"chr1-0385",0.338,0.125,0.404,0.354,0.07,0.15,-0.009,0.264,0.255
"chr1-0386","chr1",10850001,10860000,"chr1-0386",0.405,0.064,0.025,0.101,0.129,0.169,0.081,0.216,0.146
"chr1-0387","chr1",10860001,10890000,"chr1-0387",-0.033,0.018,-0.042,-0.097,-0.01,-0.014,-0.1,-0.02,0.093
"chr1-0388","chr1",10890001,10920000,"chr1-0388",0.056,0.019,0.186,0.037,0,0.024,-0.069,0.031,0.084
"chr1-0389","chr1",10920001,10970000,"chr1-0389",-0.098,-0.024,0.054,0.009,0.014,0.033,-0.133,-0.032,0.038
"chr1-0390","chr1",10970001,11000000,"chr1-0390",-0.096,0.081,0.031,-0.027,0.062,0.121,-0.223,0.018,0.051
"chr1-0391","chr1",11000001,11020000,"chr1-0391",-0.056,0.048,-0.026,-0.063,0.041,-0.006,-0.046,0.03,-0.082
"chr1-0392","chr1",11020001,11070000,"chr1-0392",0.035,0.126,0.007,-0.02,0.042,0.007,-0.242,0.095,-0.012
"chr1-0393","chr1",11070001,11100000,"chr1-0393",-0.028,-0.03,-0.08,0.025,0.049,0.047,-0.415,0.01,-0.119
"chr1-0394","chr1",11100001,11120000,"chr1-0394",0.168,0.13,0.152,0.054,0.078,0.111,0.028,0.174,0.115
"chr1-0395","chr1",11120001,11130000,"chr1-0395",0.003,0.222,-0.097,0.116,0.11,0.048,-0.045,0.039,0.102
"chr1-0396","chr1",11130001,11160000,"chr1-0396",0.206,0.257,0.492,0.305,0.118,0.099,-0.07,0.23,0.026
"chr1-0397","chr1",11160001,11200000,"chr1-0397",-0.329,-0.093,-0.354,-0.259,-0.027,-0.043,-0.536,-0.212,-0.176
"chr1-0398","chr1",11200001,11220000,"chr1-0398",-0.606,-0.046,-0.347,-0.357,0.051,-0.094,-0.667,-0.283,-0.18
"chr1-0399","chr1",11220001,11250000,"chr1-0399",-0.417,0.011,0.137,-0.181,-0.011,-0.06,-0.371,-0.142,-0.076
"chr1-0400","chr1",11250001,11320000,"chr1-0400",-0.15,0.241,0.188,0.14,0.13,0.11,-0.334,0.137,0.125
"chr1-0401","chr1",11320001,11340000,"chr1-0401",0.065,0.016,-0.009,0.049,0.04,0.03,-0.228,0.152,-0.043
"chr1-0402","chr1",11340001,11380000,"chr1-0402",-0.187,0.072,-0.002,-0.073,-0.047,0.002,-0.437,-0.156,-0.179
"chr1-0403","chr1",11380001,11470000,"chr1-0403",-0.203,0.05,0.015,-0.049,0.009,-0.021,-0.283,-0.025,-0.017
"chr1-0404","chr1",11470001,11530000,"chr1-0404",-0.307,0.005,0.006,-0.071,-0.004,-0.034,-0.303,-0.087,-0.046
"chr1-0405","chr1",11530001,11560000,"chr1-0405",-0.055,-0.103,-0.167,-0.042,-0.072,-0.044,-0.028,0.015,-0.059
"chr1-0406","chr1",11560001,11590000,"chr1-0406",-0.278,-0.101,0.017,-0.035,-0.028,0.002,-0.15,-0.123,-0.044
"chr1-0407","chr1",11590001,11600000,"chr1-0407",-0.216,-0.033,0.023,-0.067,-0.095,-0.021,-0.211,-0.018,-0.045
"chr1-0408","chr1",11600001,11660000,"chr1-0408",-0.332,-0.059,-0.268,-0.236,-0.049,0.004,-0.439,-0.213,-0.116
"chr1-0409","chr1",11660001,11710000,"chr1-0409",-0.191,-0.072,-0.23,-0.086,-0.124,-0.02,-0.357,-0.159,-0.068
"chr1-0410","chr1",11710001,11720000,"chr1-0410",0.181,0.078,0.228,0.09,0.02,0.044,-0.024,0.144,0.096
"chr1-0411","chr1",11720001,11740000,"chr1-0411",0.268,0.209,0.184,0.047,0.128,0.149,-0.069,0.227,0.145
