"","Chromosome","Start","End","Feature","203219650162_R08C01","203219650188_R08C01","203219750019_R05C01","203219750053_R05C01","203219760009_R08C01","203220070150_R02C01","203225140266_R03C01","203257030015_R06C01","203257030060_R08C01"
"chr1-0206","chr1",12900001,13052998,"chr1-0206",-0.15,0.085,-0.158,0.23,-0.243,-0.113,-0.44,-0.004,-0.137
"chr1-0207","chr1",13607163,13850000,"chr1-0207",-0.068,0.057,0.012,0.076,0.012,-0.015,-0.143,-0.031,0.026
"chr1-0208","chr1",13850001,13900000,"chr1-0208",0.05,0.203,0.703,0.22,0.068,0.047,-0.131,0.3,0.176
"chr1-0209","chr1",13900001,13950000,"chr1-0209",0.077,0.068,0.044,0.038,-0.013,0.045,-0.266,0.014,0.007
"chr1-0210","chr1",13950001,14050000,"chr1-0210",-0.304,0.011,-0.25,0.01,-0.028,-0.009,-0.546,-0.139,-0.068
"chr1-0211","chr1",14050001,14100000,"chr1-0211",-0.088,0.069,0.048,0.121,0.131,0.054,-0.467,0.046,0.119
"chr1-0212","chr1",14100001,14150000,"chr1-0212",-0.05,-0.021,0.003,-0.026,-0.029,-0.03,-0.282,-0.12,-0.074
"chr1-0213","chr1",14150001,14250000,"chr1-0213",-0.248,-0.002,-0.257,-0.142,-0.055,-0.08,-0.487,-0.083,-0.046
"chr1-0214","chr1",14250001,14450000,"chr1-0214",-0.464,-0.176,-0.296,-0.405,-0.15,-0.146,-0.881,-0.429,-0.243
"chr1-0215","chr1",14450001,14650000,"chr1-0215",-0.616,-0.152,-0.382,-0.417,-0.205,-0.216,-0.873,-0.318,-0.244
"chr1-0216","chr1",14650001,14800000,"chr1-0216",-0.326,-0.009,-0.175,-0.227,-0.018,-0.142,-0.525,-0.324,-0.144
"chr1-0217","chr1",14800001,14900000,"chr1-0217",-0.486,-0.126,-0.42,-0.337,-0.06,-0.164,-0.832,-0.416,-0.261
"chr1-0218","chr1",14900001,14950000,"chr1-0218",0.13,0.013,0.059,-0.02,0.015,-0.011,-0.26,0.034,0.053
"chr1-0219","chr1",14950001,15100000,"chr1-0219",-0.35,0.036,-0.118,-0.23,-0.025,0.032,-0.657,-0.12,-0.076
"chr1-0220","chr1",15100001,15150000,"chr1-0220",-0.383,-0.056,-0.057,-0.243,-0.085,-0.107,-0.483,-0.232,-0.193
"chr1-0221","chr1",15150001,15250000,"chr1-0221",-0.335,0.032,-0.166,-0.125,-0.036,-0.06,-0.384,-0.227,-0.104
"chr1-0222","chr1",15250001,15300000,"chr1-0222",0.144,-0.024,-0.124,-0.037,0.052,-0.052,-0.084,-0.02,-0.107
"chr1-0223","chr1",15300001,15350000,"chr1-0223",-0.025,0.034,-0.058,-0.075,-0.002,0.008,-0.133,-0.02,-0.065
"chr1-0224","chr1",15350001,15400000,"chr1-0224",-0.055,0.078,0.076,-0.051,0.001,0.03,-0.19,-0.024,-0.052
"chr1-0225","chr1",15400001,15450000,"chr1-0225",-0.151,-0.012,0.016,-0.123,0.002,-0.042,-0.303,-0.109,-0.044
"chr1-0226","chr1",15450001,15500000,"chr1-0226",0.043,-0.092,-0.02,-0.129,0.019,0.022,-0.236,0.035,-0.043
"chr1-0227","chr1",15500001,15550000,"chr1-0227",-0.124,0.053,0.169,0.008,0.018,-0.029,0.177,0.027,-0.015
"chr1-0228","chr1",15550001,15600000,"chr1-0228",-0.006,0.001,0.033,0.037,0.052,-0.025,0.08,-0.04,0.051
"chr1-0229","chr1",15600001,15650000,"chr1-0229",-0.171,0.249,0.225,0.025,0.146,0.076,0.188,0.011,-0.027
"chr1-0230","chr1",15650001,15700000,"chr1-0230",-0.168,-0.011,0.011,-0.136,-0.029,-0.076,0.105,-0.07,-0.141
"chr1-0231","chr1",15700001,15750000,"chr1-0231",0,0.04,-0.139,0.03,0.057,-0.016,0.2,0.088,0.037
"chr1-0232","chr1",15750001,15800000,"chr1-0232",0.01,0.12,0.276,0.133,0.058,0.021,-0.15,0.143,0.066
"chr1-0233","chr1",15800001,15850000,"chr1-0233",-0.01,0.18,0.325,0.173,0.099,0.029,-0.295,0.103,0.09
"chr1-0234","chr1",15850001,15900000,"chr1-0234",0.313,0.083,-0.134,0.173,0.126,0.155,0.096,0.209,0.191
"chr1-0235","chr1",15900001,15950000,"chr1-0235",0.202,0.087,0.404,0.261,0.081,0.057,-0.03,0.231,0.124
"chr1-0236","chr1",15950001,16050000,"chr1-0236",0.148,0.187,0.122,0.149,0.12,0.081,-0.14,0.248,0.194
"chr1-0237","chr1",16050001,16100000,"chr1-0237",0.17,0.028,0.243,0.138,0.045,0.065,0.02,0.143,0.073
"chr1-0238","chr1",16100001,16150000,"chr1-0238",0.09,0.203,0.433,0.161,0.113,0.054,-0.141,0.158,0.025
"chr1-0239","chr1",16150001,16200000,"chr1-0239",0.375,0.136,0.42,0.285,0.159,0.14,0.051,0.292,0.185
"chr1-0240","chr1",16200001,16250000,"chr1-0240",0.078,0.237,0.458,0.179,0.167,0.138,-0.354,0.141,0.18
"chr1-0241","chr1",16250001,16300000,"chr1-0241",0.135,0.007,0.36,0.234,0.055,0.036,0.065,0.117,0.117
"chr1-0242","chr1",16300001,16350000,"chr1-0242",0.101,-0.037,0.09,0.025,-0.004,0.009,-0.019,0.039,0.009
"chr1-0243","chr1",16350001,16400000,"chr1-0243",0.038,-0.044,0.011,0.004,-0.03,-0.006,-0.031,-0.009,-0.067
"chr1-0244","chr1",16400001,16450000,"chr1-0244",0.127,0.057,0.109,0.129,0.088,0.037,0.028,0.104,0.061
"chr1-0245","chr1",16450001,16500000,"chr1-0245",0.147,0,0.108,0.118,0.037,0.035,0.047,0.115,0.025
"chr1-0246","chr1",16500001,16550000,"chr1-0246",0.133,0.002,0.073,0.054,-0.016,0.035,0.044,0.08,0.018
"chr1-0247","chr1",16550001,16650000,"chr1-0247",-0.045,0.098,0.253,0.064,0.067,0.001,-0.146,0.03,-0.005
"chr1-0248","chr1",16650001,16700000,"chr1-0248",0.199,0.12,0.321,0.252,0.14,0.102,-0.04,0.249,0.124
"chr1-0249","chr1",16700001,16750000,"chr1-0249",-0.211,0.058,-0.115,-0.258,0.037,0.025,-0.303,-0.184,-0.104
"chr1-0250","chr1",16750001,16800000,"chr1-0250",0.259,0.171,0.158,0.073,0.127,0.129,-0.04,0.148,0.068
"chr1-0251","chr1",16800001,16850000,"chr1-0251",0.086,0.038,0.414,0.139,0.013,-0.013,-0.099,0.158,0.078
"chr1-0252","chr1",16850001,16900000,"chr1-0252",-0.048,-0.042,0.403,0.071,-0.026,-0.079,-0.201,0.008,-0.024
"chr1-0253","chr1",16900001,16950000,"chr1-0253",-0.119,-0.016,0.111,0.035,-0.065,0.062,-0.364,0.04,0.078
"chr1-0254","chr1",16950001,17000000,"chr1-0254",0.129,0.017,0.406,0.077,-0.04,0.034,-0.185,0.089,0.067
"chr1-0255","chr1",17000001,17050000,"chr1-0255",0.019,-0.008,0.359,0.161,-0.261,-0.036,-0.138,0.054,0.075
"chr1-0256","chr1",17050001,17125658,"chr1-0256",-0.057,-0.031,0.245,-0.019,-0.226,-0.126,-0.366,-0.113,0.02
"chr1-0257","chr1",17175659,17200000,"chr1-0257",-0.184,-0.155,0.105,0.038,-0.051,0.036,-0.291,-0.067,-0.025
"chr1-0258","chr1",17200001,17250000,"chr1-0258",0.177,0.037,0.295,0.254,0.044,0.135,-0.043,0.118,0.071
"chr1-0259","chr1",17250001,17300000,"chr1-0259",0.167,0.068,0.327,0.233,0.072,0.053,0.004,0.158,0.093
"chr1-0260","chr1",17300001,17350000,"chr1-0260",0.262,0.099,0.366,0.17,0.05,0.046,0.03,0.182,0.121
"chr1-0261","chr1",17350001,17400000,"chr1-0261",-0.075,0.071,0.202,0.077,-0.004,0.021,-0.318,0.123,0.058
"chr1-0262","chr1",17400001,17450000,"chr1-0262",-0.15,0.011,0.041,-0.055,-0.005,-0.014,-0.127,0.001,-0.032
"chr1-0263","chr1",17450001,17500000,"chr1-0263",-0.109,0.071,0.138,-0.032,0.027,-0.013,-0.354,-0.067,0.01
"chr1-0264","chr1",17500001,17550000,"chr1-0264",-0.15,0.003,-0.142,-0.195,-0.024,-0.067,-0.172,-0.156,-0.124
"chr1-0265","chr1",17550001,17600000,"chr1-0265",-0.172,-0.001,0.024,-0.152,-0.039,-0.072,-0.186,-0.092,-0.063
"chr1-0266","chr1",17600001,17650000,"chr1-0266",-0.287,-0.08,-0.391,-0.331,-0.035,0.006,-0.379,-0.239,-0.193
"chr1-0267","chr1",17650001,17700000,"chr1-0267",-0.297,-0.051,-0.316,-0.318,-0.033,-0.08,-0.267,-0.094,-0.216
"chr1-0268","chr1",17700001,17750000,"chr1-0268",0.075,0.077,0.333,0.18,0.056,0.08,0.007,0.044,0.081
"chr1-0269","chr1",17750001,17800000,"chr1-0269",0.19,0.199,0.383,0.305,0.12,0.049,0.036,0.287,0.174
"chr1-0270","chr1",17800001,17850000,"chr1-0270",0.084,0.168,0.244,0.155,0.098,0.042,-0.125,0.149,0.026
"chr1-0271","chr1",17850001,17900000,"chr1-0271",-0.061,-0.037,0.083,-0.017,0.001,-0.068,-0.123,-0.02,-0.015
"chr1-0272","chr1",17900001,17950000,"chr1-0272",-0.048,-0.02,0.035,0.035,-0.031,-0.002,-0.091,-0.022,-0.069
"chr1-0273","chr1",17950001,18000000,"chr1-0273",-0.107,-0.047,0.052,0.029,-0.056,-0.029,-0.112,-0.029,-0.024
"chr1-0274","chr1",18000001,18050000,"chr1-0274",-0.027,0.04,0.269,0.04,0.009,0.037,-0.127,0.071,0.017
"chr1-0275","chr1",18050001,18100000,"chr1-0275",-0.31,-0.009,0.132,-0.097,-0.049,-0.037,-0.364,-0.163,-0.133
"chr1-0276","chr1",18100001,18250000,"chr1-0276",-0.2,0.001,-0.158,-0.181,-0.028,-0.101,-0.432,-0.142,-0.128
"chr1-0277","chr1",18250001,18400000,"chr1-0277",-0.555,-0.084,-0.455,-0.367,-0.172,-0.136,-0.78,-0.326,-0.195
"chr1-0278","chr1",18400001,18450000,"chr1-0278",0.097,0.008,0.149,0.06,0.018,-0.055,-0.167,0.066,0.016
"chr1-0279","chr1",18450001,18600000,"chr1-0279",-0.242,-0.096,-0.288,-0.265,-0.134,-0.147,-0.405,-0.228,-0.169
"chr1-0280","chr1",18600001,18650000,"chr1-0280",-0.213,-0.12,-0.085,-0.233,-0.098,-0.143,-0.272,-0.21,-0.221
"chr1-0281","chr1",18650001,18700000,"chr1-0281",-0.231,0.002,0.021,-0.115,-0.136,-0.096,-0.296,-0.085,-0.11
"chr1-0282","chr1",18700001,18800000,"chr1-0282",-0.369,-0.074,-0.427,-0.386,-0.135,-0.125,-0.535,-0.194,-0.121
"chr1-0283","chr1",18800001,18850000,"chr1-0283",-0.174,-0.096,0.051,-0.076,-0.038,-0.064,-0.277,-0.077,-0.032
"chr1-0284","chr1",18850001,18950000,"chr1-0284",-0.183,-0.015,-0.234,-0.31,-0.117,-0.089,-0.413,-0.135,-0.212
"chr1-0285","chr1",18950001,19000000,"chr1-0285",0.156,-0.003,0.219,0.131,-0.047,-0.002,-0.031,0.131,-0.015
"chr1-0286","chr1",19000001,19050000,"chr1-0286",-0.189,0.02,0.101,-0.037,-0.051,0.029,-0.259,-0.078,0.023
"chr1-0287","chr1",19050001,19150000,"chr1-0287",-0.254,-0.006,-0.216,-0.185,-0.056,-0.071,-0.269,-0.079,-0.122
"chr1-0288","chr1",19150001,19200000,"chr1-0288",-0.173,0.005,0.246,-0.022,-0.003,-0.065,-0.26,-0.085,0.024
"chr1-0289","chr1",19200001,19250000,"chr1-0289",0.193,-0.015,0.104,0.096,0.014,-0.011,-0.014,0.105,0.012
"chr1-0290","chr1",19250001,19300000,"chr1-0290",-0.014,-0.029,0.005,-0.038,-0.052,-0.056,0.001,-0.041,-0.125
"chr1-0291","chr1",19300001,19350000,"chr1-0291",0.076,0.216,0.195,0.034,0.214,0.071,-0.122,0.105,0.176
"chr1-0292","chr1",19350001,19400000,"chr1-0292",0.018,-0.016,-0.155,-0.097,0.035,0.03,-0.122,-0.051,-0.047
"chr1-0293","chr1",19400001,19450000,"chr1-0293",-0.155,0.057,0.049,0.014,0.04,0.008,-0.283,-0.162,0.029
"chr1-0294","chr1",19450001,19550000,"chr1-0294",-0.064,-0.003,-0.068,-0.144,0.014,0.038,-0.323,0.004,-0.059
"chr1-0295","chr1",19550001,19600000,"chr1-0295",0.092,-0.008,-0.173,0.035,0.049,0.068,-0.242,0.04,-0.011
"chr1-0296","chr1",19600001,19650000,"chr1-0296",0.144,0.021,0.387,0.159,0.023,-0.033,-0.109,0.096,0.04
"chr1-0297","chr1",19650001,19700000,"chr1-0297",0.155,0.103,0.407,0.121,0.062,0.064,0.073,0.14,0.124
"chr1-0298","chr1",19700001,19750000,"chr1-0298",-0.014,0.035,-0.065,-0.024,0.03,-0.034,-0.219,-0.074,-0.049
"chr1-0299","chr1",19750001,19800000,"chr1-0299",0.006,0.023,-0.064,-0.135,0.052,0.017,-0.135,-0.086,-0.074
"chr1-0300","chr1",19800001,19850000,"chr1-0300",0.202,0.118,0.339,0.224,0.012,0.025,-0.079,0.238,0.022
"chr1-0301","chr1",19850001,19950000,"chr1-0301",0.109,0.093,0.006,0.167,0.086,0.007,-0.151,0.128,0.047
"chr1-0302","chr1",19950001,20000000,"chr1-0302",0.264,0.106,0.282,0.142,0.059,0.116,0.024,0.18,0.079
"chr1-0303","chr1",20000001,20050000,"chr1-0303",0.017,-0.019,0.194,-0.006,-0.035,-0.108,-0.138,-0.157,-0.093
"chr1-0304","chr1",20050001,20100000,"chr1-0304",0.033,-0.015,-0.154,-0.095,0.022,-0.027,-0.371,-0.045,-0.128
"chr1-0305","chr1",20100001,20150000,"chr1-0305",0.128,0.133,0.193,0.058,0.088,0.052,-0.171,0.142,0.043
"chr1-0306","chr1",20150001,20250000,"chr1-0306",-0.023,0.084,0.166,0.027,0.052,0.018,-0.404,-0.001,0.005
"chr1-0307","chr1",20250001,20350000,"chr1-0307",-0.375,-0.08,-0.291,-0.278,-0.087,-0.105,-0.495,-0.26,-0.143
"chr1-0308","chr1",20350001,20450000,"chr1-0308",-0.249,0.024,-0.008,-0.066,-0.002,0.013,-0.346,-0.093,-0.021
"chr1-0309","chr1",20450001,20500000,"chr1-0309",-0.044,-0.027,-0.114,-0.074,-0.058,-0.02,-0.132,-0.063,-0.086
"chr1-0310","chr1",20500001,20550000,"chr1-0310",0.09,-0.007,0.215,0.061,-0.014,-0.024,-0.187,-0.105,-0.078
"chr1-0311","chr1",20550001,20600000,"chr1-0311",-0.279,-0.121,-0.076,-0.105,0.05,0.047,-0.437,-0.231,-0.058
"chr1-0312","chr1",20600001,20650000,"chr1-0312",-0.071,-0.007,-0.021,-0.06,-0.052,-0.086,-0.098,-0.079,-0.093
"chr1-0313","chr1",20650001,20700000,"chr1-0313",-0.002,0.039,0.172,0.027,0.02,0.073,-0.172,0.059,0.082
"chr1-0314","chr1",20700001,20750000,"chr1-0314",-0.322,-0.036,-0.079,-0.199,-0.05,-0.07,-0.447,-0.183,-0.101
"chr1-0315","chr1",20750001,20800000,"chr1-0315",-0.049,0.111,0.192,0.093,0.059,0.04,-0.338,0.095,0.083
"chr1-0316","chr1",20800001,20850000,"chr1-0316",0.158,0.023,0.105,0.096,-0.035,-0.03,0,0.142,-0.012
"chr1-0317","chr1",20850001,20900000,"chr1-0317",-0.068,-0.012,-0.027,-0.077,-0.025,-0.017,-0.241,0.009,-0.042
"chr1-0318","chr1",20900001,20950000,"chr1-0318",-0.124,0.067,0.062,0.03,0.061,-0.016,-0.259,-0.07,0.024
"chr1-0319","chr1",20950001,21000000,"chr1-0319",0.119,0.018,-0.094,-0.025,-0.005,0.031,-0.093,0.059,-0.08
"chr1-0320","chr1",21000001,21050000,"chr1-0320",0.198,0.086,0.24,0.063,-0.002,0.117,0.039,0.175,0.078
"chr1-0321","chr1",21050001,21100000,"chr1-0321",0.222,-0.149,-0.082,-0.023,-0.069,0.039,-0.048,0.123,-0.078
"chr1-0322","chr1",21100001,21150000,"chr1-0322",0.138,0.218,0.252,0.401,0.12,0.123,-0.051,0.341,0.348
"chr1-0323","chr1",21150001,21300000,"chr1-0323",-0.17,0.265,0.147,0.106,0.113,0.211,-0.563,0.079,0.223
"chr1-0324","chr1",21300001,21400000,"chr1-0324",-0.017,0.145,0.246,0.216,0.111,0.245,-0.533,0.236,0.234
"chr1-0325","chr1",21400001,21500000,"chr1-0325",0.123,0.297,0.429,0.448,0.191,0.202,-0.391,0.265,0.267
"chr1-0326","chr1",21500001,21550000,"chr1-0326",0.227,0.069,-0.148,0.04,0.033,0.027,-0.091,0.134,0.115
"chr1-0327","chr1",21550001,21600000,"chr1-0327",0.079,0.021,0.171,0.016,0.029,-0.005,-0.059,0.018,0.004
"chr1-0328","chr1",21600001,21650000,"chr1-0328",0.084,0.006,-0.028,-0.09,-0.019,-0.065,-0.102,-0.065,-0.097
"chr1-0329","chr1",21650001,21700000,"chr1-0329",0.224,0.124,-0.031,-0.045,0.064,0.038,0.017,0.067,-0.015
"chr1-0330","chr1",21700001,21750000,"chr1-0330",0.139,0.123,0.461,0.034,0.104,-0.027,-0.172,0.044,0.021
"chr1-0331","chr1",21750001,21800000,"chr1-0331",-0.002,-0.002,0.294,0.191,-0.024,-0.073,-0.168,0.065,0.069
"chr1-0332","chr1",21800001,21850000,"chr1-0332",0.021,0.095,0.149,-0.015,0.04,-0.007,-0.204,0.017,0.015
"chr1-0333","chr1",21850001,21900000,"chr1-0333",-0.142,0.067,0.054,-0.082,0.02,0.015,-0.144,-0.04,-0.043
"chr1-0334","chr1",21900001,21950000,"chr1-0334",0.017,0.024,0.098,0.032,-0.038,0.015,-0.008,0.085,0.036
"chr1-0335","chr1",21950001,22000000,"chr1-0335",0.033,-0.069,-0.083,-0.14,-0.053,0.05,-0.111,-0.002,-0.082
"chr1-0336","chr1",22000001,22100000,"chr1-0336",-0.265,0.097,0.118,-0.047,0.078,0.08,-0.575,0.005,0.045
"chr1-0337","chr1",22100001,22150000,"chr1-0337",0.024,0.043,0.08,0.013,-0.011,0.071,-0.186,0.027,-0.065
"chr1-0338","chr1",22150001,22200000,"chr1-0338",0.197,0.073,0.314,0.162,0.078,0.061,0.064,0.159,0.086
"chr1-0339","chr1",22200001,22250000,"chr1-0339",0.101,-0.048,0.043,0.023,-0.022,0.081,-0.028,0.003,-0.018
"chr1-0340","chr1",22250001,22300000,"chr1-0340",0.268,0.225,0.176,0.197,0.12,0.105,-0.038,0.132,0.05
"chr1-0341","chr1",22300001,22350000,"chr1-0341",-0.072,0.03,0.349,0.121,0.088,0.087,-0.123,0.123,0.031
"chr1-0342","chr1",22350001,22400000,"chr1-0342",0.204,0.129,0.209,0.126,0.096,0.102,-0.123,0.204,0.041
"chr1-0343","chr1",22400001,22450000,"chr1-0343",-0.243,-0.011,0.01,-0.129,-0.072,-0.049,-0.395,-0.063,0.011
"chr1-0344","chr1",22450001,22500000,"chr1-0344",-0.036,0.02,0.086,-0.041,0.033,0.012,-0.078,-0.008,0.009
"chr1-0345","chr1",22500001,22550000,"chr1-0345",-0.232,0.016,-0.061,-0.224,-0.107,-0.005,-0.24,-0.148,-0.006
"chr1-0346","chr1",22550001,22600000,"chr1-0346",-0.072,-0.034,-0.161,-0.154,-0.065,0.028,-0.174,-0.077,-0.036
"chr1-0347","chr1",22600001,22700000,"chr1-0347",-0.265,-0.047,-0.074,-0.081,-0.051,-0.109,-0.273,-0.178,-0.063
"chr1-0348","chr1",22700001,22750000,"chr1-0348",-0.163,0.011,0.167,0.002,0.005,-0.083,-0.239,-0.117,-0.179
"chr1-0349","chr1",22750001,22850000,"chr1-0349",-0.309,-0.049,-0.013,-0.059,-0.027,-0.135,-0.412,-0.089,-0.075
"chr1-0350","chr1",22850001,22900000,"chr1-0350",-0.139,0.07,0.03,-0.053,-0.005,0.057,-0.147,-0.144,0.015
"chr1-0351","chr1",22900001,22950000,"chr1-0351",0.001,0.068,0.377,0.141,0.03,0.081,-0.059,0.167,0.14
"chr1-0352","chr1",22950001,23000000,"chr1-0352",-0.079,0.001,-0.056,-0.043,-0.026,-0.017,-0.101,-0.045,-0.027
"chr1-0353","chr1",23000001,23050000,"chr1-0353",0.153,0.049,0.286,0.241,0.038,0.015,-0.006,0.145,0.072
"chr1-0354","chr1",23050001,23100000,"chr1-0354",-0.172,0.012,-0.117,-0.12,-0.072,0.022,-0.211,-0.09,-0.132
"chr1-0355","chr1",23100001,23150000,"chr1-0355",0.005,-0.029,0.019,-0.085,-0.042,-0.079,-0.197,-0.138,-0.102
"chr1-0356","chr1",23150001,23200000,"chr1-0356",-0.1,-0.046,-0.124,-0.108,-0.073,-0.084,-0.225,-0.147,-0.112
"chr1-0357","chr1",23200001,23250000,"chr1-0357",-0.098,-0.046,-0.011,-0.127,-0.073,-0.071,-0.221,-0.123,-0.062
"chr1-0358","chr1",23250001,23300000,"chr1-0358",0.053,0.125,0.314,0.086,0.126,-0.042,-0.118,0.033,0.055
"chr1-0359","chr1",23300001,23350000,"chr1-0359",-0.048,0.095,0.05,0.109,0.059,0.088,-0.343,0.075,0.161
"chr1-0360","chr1",23350001,23450000,"chr1-0360",-0.374,0.012,-0.135,-0.153,0.037,-0.014,-0.765,-0.145,-0.032
"chr1-0361","chr1",23450001,23500000,"chr1-0361",0.084,0.135,0.259,0.062,0.072,0.127,-0.336,0.104,0.103
"chr1-0362","chr1",23500001,23550000,"chr1-0362",-0.151,0.115,0.068,-0.082,0.076,-0.052,-0.349,0.145,0.02
"chr1-0363","chr1",23550001,23650000,"chr1-0363",-0.328,0.159,0.222,-0.132,0.037,-0.042,-0.571,-0.078,0.053
"chr1-0364","chr1",23650001,23700000,"chr1-0364",0.191,-0.024,-0.041,0.093,0.052,0.016,-0.041,0.119,0.023
"chr1-0365","chr1",23700001,23750000,"chr1-0365",0.018,0.046,0.126,-0.002,0.011,-0.016,-0.134,0.079,0.048
"chr1-0366","chr1",23750001,23800000,"chr1-0366",0.124,0.041,0.163,0.075,0.04,0.08,-0.039,0.132,0.027
"chr1-0367","chr1",23800001,23850000,"chr1-0367",0.1,0.219,0.298,0.182,0.154,0.049,-0.138,0.258,0.104
"chr1-0368","chr1",23850001,23900000,"chr1-0368",0.083,0.077,0.045,-0.002,0.101,0.059,-0.118,0.038,0.117
"chr1-0369","chr1",23900001,23950000,"chr1-0369",-0.094,0.188,0.23,0.02,0.079,0.06,-0.169,0.096,0.051
"chr1-0370","chr1",23950001,24000000,"chr1-0370",-0.207,0.078,-0.136,-0.098,-0.039,-0.029,-0.297,-0.062,-0.165
"chr1-0371","chr1",24000001,24050000,"chr1-0371",0.091,0.138,-0.07,0.164,0.075,0.073,-0.262,0.109,-0.046
"chr1-0372","chr1",24050001,24100000,"chr1-0372",0.024,0.12,0.001,0.016,0.129,-0.042,-0.239,0.1,-0.003
"chr1-0373","chr1",24100001,24150000,"chr1-0373",0.125,-0.037,-0.151,-0.002,0.008,0.058,-0.075,0.104,-0.062
"chr1-0374","chr1",24150001,24200000,"chr1-0374",0.224,0.126,0.327,0.161,0.03,-0.005,-0.086,0.144,0.036
"chr1-0375","chr1",24200001,24250000,"chr1-0375",-0.094,0.141,0.041,0.073,0.104,0.034,-0.182,0.051,0.005
"chr1-0376","chr1",24250001,24300000,"chr1-0376",0.324,0.088,0.333,0.263,0.161,0.118,-0.023,0.301,0.196
"chr1-0377","chr1",24300001,24350000,"chr1-0377",0.192,0.075,0.233,0.254,0.111,0.045,-0.072,0.175,0.088
"chr1-0378","chr1",24350001,24400000,"chr1-0378",-0.133,0.091,0.122,-0.047,0.035,0,-0.25,0.078,-0.02
"chr1-0379","chr1",24400001,24450000,"chr1-0379",0.011,0.013,0.095,-0.079,-0.027,0.081,-0.158,0.017,-0.047
"chr1-0380","chr1",24450001,24500000,"chr1-0380",-0.326,-0.055,-0.15,-0.113,-0.09,-0.065,-0.358,-0.097,-0.016
"chr1-0381","chr1",24500001,24600000,"chr1-0381",0.146,0.118,0.284,0.128,0.078,0.028,-0.07,0.136,0.054
"chr1-0382","chr1",24600001,24650000,"chr1-0382",0.073,0.006,-0.125,-0.059,-0.043,-0.082,-0.122,-0.15,-0.035
"chr1-0383","chr1",24650001,24700000,"chr1-0383",-0.185,-0.043,-0.288,-0.244,-0.055,-0.054,-0.228,-0.129,-0.049
"chr1-0384","chr1",24700001,24750000,"chr1-0384",-0.024,0.028,-0.124,-0.043,-0.004,0.027,-0.253,0.023,-0.024
"chr1-0385","chr1",24750001,24850000,"chr1-0385",-0.167,0.119,0.217,0.05,0.041,0.001,-0.349,0.081,0.074
"chr1-0386","chr1",24850001,24950000,"chr1-0386",-0.118,0.168,0.208,0.099,0.093,0.064,-0.288,0.001,0.097
"chr1-0387","chr1",24950001,25000000,"chr1-0387",0.15,0.084,0.355,0.289,0.092,0.075,-0.033,0.166,0.115
"chr1-0388","chr1",25000001,25050000,"chr1-0388",-0.097,0.114,0.167,0.004,0.116,-0.008,-0.119,0.028,0.031
"chr1-0389","chr1",25050001,25100000,"chr1-0389",0.269,0.149,0.179,0.299,0.158,0.15,0.083,0.281,0.235
"chr1-0390","chr1",25100001,25200000,"chr1-0390",-0.002,0.147,0.287,0.134,0.076,0.057,-0.143,0.168,0.141
"chr1-0391","chr1",25200001,25250000,"chr1-0391",0.023,-0.014,0.332,0.168,-0.026,-0.001,-0.055,0.121,0.109
"chr1-0392","chr1",25250001,25300000,"chr1-0392",0.078,0.005,0.22,0.13,0.051,0.1,-0.008,0.135,0.076
"chr1-0393","chr1",25300001,25350000,"chr1-0393",-0.137,-0.085,-0.187,-0.148,-0.07,-0.079,-0.174,-0.033,-0.107
"chr1-0394","chr1",25350001,25400000,"chr1-0394",-0.122,-0.055,-0.053,-0.047,0.017,0.085,-0.116,-0.043,-0.011
"chr1-0395","chr1",25400001,25450000,"chr1-0395",-0.274,0.028,0.05,-0.175,-0.052,-0.026,-0.526,-0.106,-0.067
"chr1-0396","chr1",25450001,25550000,"chr1-0396",-0.138,0.076,0.01,-0.057,0.048,0.051,-0.293,-0.061,-0.091
"chr1-0397","chr1",25550001,25600000,"chr1-0397",0.102,0.006,-0.006,0.012,0.018,0.032,-0.179,-0.08,-0.061
"chr1-0398","chr1",25600001,25700000,"chr1-0398",-0.221,-0.072,-0.124,-0.066,-0.048,0.038,-0.416,-0.097,0.041
"chr1-0399","chr1",25700001,25750000,"chr1-0399",-0.343,0.016,-0.165,-0.104,-0.082,-0.064,-0.417,-0.198,-0.09
"chr1-0400","chr1",25750001,25850000,"chr1-0400",0.022,-0.043,-0.075,-0.02,0.021,0.039,-0.417,0.045,0.025
"chr1-0401","chr1",25850001,25900000,"chr1-0401",-0.039,0.008,0.055,-0.057,-0.01,0.021,-0.075,0.004,-0.053
"chr1-0402","chr1",25900001,25950000,"chr1-0402",0.226,0.086,0.127,0.078,0.035,0.044,-0.009,0.113,0.063
"chr1-0403","chr1",25950001,26000000,"chr1-0403",0.087,0.013,-0.163,-0.293,-0.007,0.028,-0.214,-0.177,-0.108
"chr1-0404","chr1",26000001,26050000,"chr1-0404",-0.102,-0.01,-0.185,-0.147,-0.005,-0.138,-0.372,-0.169,-0.201
"chr1-0405","chr1",26050001,26100000,"chr1-0405",-0.016,-0.003,-0.04,-0.09,-0.003,0.009,-0.133,-0.083,-0.073
"chr1-0406","chr1",26100001,26150000,"chr1-0406",0.175,0.005,0.07,0.09,0.025,0.095,0.002,0.141,0.019
"chr1-0407","chr1",26150001,26200000,"chr1-0407",-0.044,0.081,0.234,0.055,0.076,-0.072,-0.262,0.057,-0.008
"chr1-0408","chr1",26200001,26250000,"chr1-0408",0.106,-0.001,-0.025,-0.016,0.039,0.061,-0.027,0.031,-0.033
