"","Chromosome","Start","End","Feature","205125590013_R05C01","205128000013_R03C01","205128000076_R04C01","205240110044_R02C01","205240110063_R03C01"
"chr1-0279","chr1",24250001,24350000,"chr1-0279",0.045,0.139,0.117,0.087,0.061
"chr1-0280","chr1",24350001,24500000,"chr1-0280",-0.042,-0.111,-0.103,-0.055,-0.158
"chr1-0281","chr1",24500001,24600000,"chr1-0281",0.141,0,0.135,0.096,0.222
"chr1-0282","chr1",24600001,24650000,"chr1-0282",-0.081,-0.062,-0.185,-0.045,-0.119
"chr1-0283","chr1",24650001,24750000,"chr1-0283",0.061,-0.035,0.031,0.086,0.146
"chr1-0284","chr1",24750001,24850000,"chr1-0284",0.022,0.102,0.068,0.159,0.198
"chr1-0285","chr1",24850001,24950000,"chr1-0285",0.129,0.172,0.167,0.162,0.282
"chr1-0286","chr1",24950001,25050000,"chr1-0286",0.068,0.016,0.151,0.069,0.023
"chr1-0287","chr1",25050001,25200000,"chr1-0287",0.015,0.165,0.156,0.168,0.188
"chr1-0288","chr1",25200001,25250000,"chr1-0288",0.116,0.044,0.093,0.036,-0.097
"chr1-0289","chr1",25250001,25300000,"chr1-0289",0.052,-0.02,0.119,0.033,-0.016
"chr1-0290","chr1",25300001,25550000,"chr1-0290",0.041,-0.07,0.018,-0.037,-0.109
"chr1-0291","chr1",25550001,25600000,"chr1-0291",0.023,-0.018,0.08,-0.104,-0.097
"chr1-0292","chr1",25600001,25750000,"chr1-0292",-0.121,0.011,-0.059,-0.081,0.01
"chr1-0293","chr1",25750001,25850000,"chr1-0293",-0.035,0.023,0.093,0.042,0.113
"chr1-0294","chr1",25850001,25900000,"chr1-0294",-0.008,-0.007,0.097,0.084,0.062
"chr1-0295","chr1",25900001,25950000,"chr1-0295",0.07,0.102,0.272,0.178,0.204
"chr1-0296","chr1",25950001,26100000,"chr1-0296",-0.052,-0.184,-0.169,-0.12,-0.253
"chr1-0297","chr1",26100001,26150000,"chr1-0297",0.121,0.048,0.194,0.077,0.082
"chr1-0298","chr1",26150001,26200000,"chr1-0298",-0.034,-0.053,-0.041,-0.013,0.022
"chr1-0299","chr1",26200001,26250000,"chr1-0299",0.062,0.074,0.122,0.093,0.043
"chr1-0300","chr1",26250001,26350000,"chr1-0300",-0.051,-0.028,-0.022,-0.015,-0.088
"chr1-0301","chr1",26350001,26400000,"chr1-0301",0.01,-0.067,-0.064,-0.025,-0.126
"chr1-0302","chr1",26400001,26450000,"chr1-0302",0.059,0.075,-0.002,0.061,0.109
"chr1-0303","chr1",26450001,26500000,"chr1-0303",0.015,-0.063,0.024,0.032,-0.051
"chr1-0304","chr1",26500001,26550000,"chr1-0304",0.063,-0.03,0.065,-0.028,0.05
"chr1-0305","chr1",26550001,26600000,"chr1-0305",0.039,0.087,0.078,0.046,0.005
"chr1-0306","chr1",26600001,26650000,"chr1-0306",0.059,-0.043,0.03,-0.041,-0.106
"chr1-0307","chr1",26650001,26700000,"chr1-0307",0.032,-0.003,0.083,0.008,-0.104
"chr1-0308","chr1",26700001,26750000,"chr1-0308",0.081,-0.053,0.033,-0.073,-0.091
"chr1-0309","chr1",26750001,26800000,"chr1-0309",-0.04,-0.004,-0.008,0.024,-0.017
"chr1-0310","chr1",26800001,26900000,"chr1-0310",0.014,-0.068,-0.023,0.02,0.046
"chr1-0311","chr1",26900001,27100000,"chr1-0311",0.016,0.081,0.092,0.145,0.124
"chr1-0312","chr1",27100001,27150000,"chr1-0312",0.049,0.028,0.073,0.017,-0.053
"chr1-0313","chr1",27150001,27200000,"chr1-0313",0.108,-0.019,0.185,0.109,0.031
"chr1-0314","chr1",27200001,27250000,"chr1-0314",0.018,-0.002,0.058,-0.025,-0.02
"chr1-0315","chr1",27250001,27300000,"chr1-0315",0.057,-0.001,0.12,-0.007,0.065
"chr1-0316","chr1",27300001,27350000,"chr1-0316",0.067,-0.042,0.082,0.072,0.026
"chr1-0317","chr1",27350001,27450000,"chr1-0317",-0.085,-0.149,-0.095,-0.139,-0.189
"chr1-0318","chr1",27450001,27500000,"chr1-0318",0.059,0.087,-0.015,0.115,0.168
"chr1-0319","chr1",27500001,27600000,"chr1-0319",0.123,0.153,0.205,0.195,0.25
"chr1-0320","chr1",27600001,27650000,"chr1-0320",0.015,0.001,0.003,-0.037,0.097
"chr1-0321","chr1",27650001,27700000,"chr1-0321",-0.023,-0.127,-0.002,-0.106,-0.167
"chr1-0322","chr1",27700001,27750000,"chr1-0322",0.125,0.089,0.162,0.131,0.073
"chr1-0323","chr1",27750001,27850000,"chr1-0323",-0.062,-0.153,0.013,-0.073,-0.173
"chr1-0324","chr1",27850001,27900000,"chr1-0324",0.057,0.064,0.109,0.053,-0.138
"chr1-0325","chr1",27900001,27950000,"chr1-0325",-0.01,0.033,0.056,0.092,-0.002
"chr1-0326","chr1",27950001,28000000,"chr1-0326",-0.112,-0.158,-0.092,-0.069,-0.058
"chr1-0327","chr1",28000001,28150000,"chr1-0327",0.026,0.076,0.074,0.068,0.089
"chr1-0328","chr1",28150001,28200000,"chr1-0328",0.087,0.037,0.047,0.089,0.135
"chr1-0329","chr1",28200001,28250000,"chr1-0329",0.083,-0.055,0.124,-0.033,0.074
"chr1-0330","chr1",28250001,28400000,"chr1-0330",-0.028,-0.072,-0.012,-0.113,-0.035
"chr1-0331","chr1",28400001,28450000,"chr1-0331",0.011,0.072,0.046,0.137,0.255
"chr1-0332","chr1",28450001,28550000,"chr1-0332",0.047,-0.007,-0.028,0.022,0.135
"chr1-0333","chr1",28550001,28600000,"chr1-0333",0.11,0.09,0.223,0.112,0.121
"chr1-0334","chr1",28600001,28800000,"chr1-0334",0.048,-0.034,0.117,0.027,0.162
"chr1-0335","chr1",28800001,28850000,"chr1-0335",0.024,0.012,0.08,0.069,0.065
"chr1-0336","chr1",28850001,28900000,"chr1-0336",0.105,0.128,0.169,0.167,0.204
"chr1-0337","chr1",28900001,28950000,"chr1-0337",0.008,-0.075,0.011,0.032,0.03
"chr1-0338","chr1",28950001,29000000,"chr1-0338",0.077,0.042,0.051,0.128,0.176
"chr1-0339","chr1",29000001,29100000,"chr1-0339",0.17,0.149,0.109,0.195,0.346
"chr1-0340","chr1",29100001,29200000,"chr1-0340",0.015,0.129,0.029,0.087,-0.039
"chr1-0341","chr1",29200001,29250000,"chr1-0341",0.034,0.042,0.083,0.127,0.069
"chr1-0342","chr1",29250001,29450000,"chr1-0342",0.042,0.202,0.168,0.249,0.116
"chr1-0343","chr1",29450001,29500000,"chr1-0343",-0.006,0.176,0.122,0.169,0.153
"chr1-0344","chr1",29500001,29550000,"chr1-0344",-0.032,0.048,0.065,0.071,0.109
"chr1-0345","chr1",29550001,29600000,"chr1-0345",0.016,-0.009,0.051,-0.025,-0.04
"chr1-0346","chr1",29600001,29878082,"chr1-0346",-0.057,-0.176,-0.113,-0.17,-0.158
"chr1-0347","chr1",30028083,31150000,"chr1-0347",-0.039,-0.093,-0.071,-0.093,-0.155
"chr1-0348","chr1",31150001,31200000,"chr1-0348",0.007,-0.029,0.001,-0.027,-0.123
"chr1-0349","chr1",31200001,31250000,"chr1-0349",0.02,-0.144,-0.08,-0.105,-0.178
"chr1-0350","chr1",31250001,31350000,"chr1-0350",0.047,-0.23,0.007,-0.143,-0.156
"chr1-0351","chr1",31350001,31400000,"chr1-0351",0.031,-0.129,0.096,-0.01,-0.046
"chr1-0352","chr1",31400001,31500000,"chr1-0352",-0.022,0.093,-0.07,0.055,0.25
"chr1-0353","chr1",31500001,31650000,"chr1-0353",0.005,0.058,0.087,0.079,0.145
"chr1-0354","chr1",31650001,31750000,"chr1-0354",0.102,-0.021,0.071,-0.001,0.077
"chr1-0355","chr1",31750001,31850000,"chr1-0355",0.013,-0.017,0.046,-0.13,-0.207
"chr1-0356","chr1",31850001,31900000,"chr1-0356",0.119,0.17,0.132,0.133,0.193
"chr1-0357","chr1",31900001,32050000,"chr1-0357",-0.008,-0.205,-0.119,-0.198,-0.272
"chr1-0358","chr1",32050001,32100000,"chr1-0358",-0.017,-0.039,-0.033,-0.079,-0.17
"chr1-0359","chr1",32100001,32150000,"chr1-0359",-0.014,-0.102,-0.031,-0.169,-0.389
"chr1-0360","chr1",32150001,32200000,"chr1-0360",0.001,-0.032,0.019,-0.033,-0.205
"chr1-0361","chr1",32200001,32250000,"chr1-0361",0.01,-0.097,0.034,-0.015,-0.172
"chr1-0362","chr1",32250001,32300000,"chr1-0362",0.063,-0.136,0.037,-0.071,-0.167
"chr1-0363","chr1",32300001,32450000,"chr1-0363",0.003,0.135,0.071,0.19,0.303
"chr1-0364","chr1",32450001,32550000,"chr1-0364",0.05,0.093,0.126,0.139,0.244
"chr1-0365","chr1",32550001,32600000,"chr1-0365",-0.07,-0.037,0.043,-0.005,-0.12
"chr1-0366","chr1",32600001,32650000,"chr1-0366",0.096,0.043,0.044,0.055,0.022
"chr1-0367","chr1",32650001,32700000,"chr1-0367",-0.024,-0.187,-0.096,-0.225,-0.461
"chr1-0368","chr1",32700001,32750000,"chr1-0368",0.074,-0.02,0.124,0.057,0.002
"chr1-0369","chr1",32750001,32800000,"chr1-0369",0.017,0.042,0.082,0.163,0.194
"chr1-0370","chr1",32800001,32850000,"chr1-0370",0.096,0.104,0.224,0.153,0.08
"chr1-0371","chr1",32850001,32950000,"chr1-0371",-0.085,-0.128,-0.008,-0.188,-0.255
"chr1-0372","chr1",32950001,33100000,"chr1-0372",0.08,0.044,0.138,0.134,0.227
"chr1-0373","chr1",33100001,33150000,"chr1-0373",0.1,-0.013,0.063,0.098,0.071
"chr1-0374","chr1",33150001,33200000,"chr1-0374",0.058,0.049,0.075,0.089,0.045
"chr1-0375","chr1",33200001,33250000,"chr1-0375",0.102,0.025,0.084,0.034,-0.057
"chr1-0376","chr1",33250001,33350000,"chr1-0376",0,-0.012,0.085,0.027,-0.022
"chr1-0377","chr1",33350001,33400000,"chr1-0377",0.051,0.057,0.017,0.052,0.002
"chr1-0378","chr1",33400001,33500000,"chr1-0378",0.01,0.109,0.083,0.113,0.159
"chr1-0379","chr1",33500001,33600000,"chr1-0379",-0.04,0.004,0.018,-0.039,-0.052
"chr1-0380","chr1",33600001,33650000,"chr1-0380",0.061,0.074,0.109,0.095,0.083
"chr1-0381","chr1",33650001,33750000,"chr1-0381",-0.129,0.011,-0.121,0.013,-0.086
"chr1-0382","chr1",33750001,33800000,"chr1-0382",0.094,0.144,0.183,0.191,0.285
"chr1-0383","chr1",33800001,33850000,"chr1-0383",0.02,-0.014,0.066,0.048,0.169
"chr1-0384","chr1",33850001,33900000,"chr1-0384",-0.03,0.075,-0.061,0.052,0.124
"chr1-0385","chr1",33900001,33950000,"chr1-0385",-0.156,-0.149,-0.238,-0.166,-0.071
"chr1-0386","chr1",33950001,34100000,"chr1-0386",-0.092,-0.033,-0.107,-0.091,-0.07
"chr1-0387","chr1",34100001,34600000,"chr1-0387",-0.148,-0.13,-0.142,-0.108,-0.074
"chr1-0388","chr1",34600001,34650000,"chr1-0388",-0.034,-0.167,-0.017,-0.064,-0.152
"chr1-0389","chr1",34650001,35250000,"chr1-0389",-0.019,-0.125,-0.08,-0.102,-0.168
"chr1-0390","chr1",35250001,35300000,"chr1-0390",-0.122,-0.155,-0.183,-0.082,-0.205
"chr1-0391","chr1",35300001,35350000,"chr1-0391",-0.055,-0.113,-0.02,-0.09,-0.036
"chr1-0392","chr1",35350001,35400000,"chr1-0392",-0.031,-0.074,0.047,-0.04,-0.203
"chr1-0393","chr1",35400001,35450000,"chr1-0393",0.054,0.107,0.051,0.183,0.231
"chr1-0394","chr1",35450001,35500000,"chr1-0394",0.005,0.044,0.062,0.077,0.277
"chr1-0395","chr1",35500001,35650000,"chr1-0395",-0.017,-0.004,0.078,0.008,0.072
"chr1-0396","chr1",35650001,35700000,"chr1-0396",0.08,0.112,0.174,0.228,0.265
"chr1-0397","chr1",35700001,36000000,"chr1-0397",0.122,0.165,0.065,0.153,0.266
"chr1-0398","chr1",36000001,36050000,"chr1-0398",0.03,0.042,0.068,0.047,-0.103
"chr1-0399","chr1",36050001,36150000,"chr1-0399",0.104,-0.096,0.057,-0.05,-0.031
"chr1-0400","chr1",36150001,36200000,"chr1-0400",0.098,-0.005,0.082,0.004,-0.048
"chr1-0401","chr1",36200001,36300000,"chr1-0401",0.055,0.092,0.127,0.064,0.079
"chr1-0402","chr1",36300001,36350000,"chr1-0402",0.211,0.05,0.234,0.135,0.133
"chr1-0403","chr1",36350001,36550000,"chr1-0403",0.084,0.173,0.157,0.178,0.209
"chr1-0404","chr1",36550001,36600000,"chr1-0404",0.017,-0.031,0.112,-0.036,-0.097
"chr1-0405","chr1",36600001,36650000,"chr1-0405",0.001,-0.094,0.005,-0.075,-0.095
"chr1-0406","chr1",36650001,36750000,"chr1-0406",-0.02,-0.03,-0.042,-0.023,-0.109
"chr1-0407","chr1",36750001,36800000,"chr1-0407",0.036,0.117,0.117,0.061,0.032
"chr1-0408","chr1",36800001,36900000,"chr1-0408",0.086,-0.067,0.002,-0.086,-0.158
"chr1-0409","chr1",36900001,36950000,"chr1-0409",0.034,-0.007,0.046,-0.005,0.054
"chr1-0410","chr1",36950001,37300000,"chr1-0410",-0.02,-0.081,-0.073,-0.052,-0.093
"chr1-0411","chr1",37300001,37500000,"chr1-0411",-0.128,-0.187,-0.135,-0.097,-0.292
"chr1-0412","chr1",37500001,37900000,"chr1-0412",-0.012,-0.121,-0.103,-0.116,-0.09
"chr1-0413","chr1",37900001,37950000,"chr1-0413",0.004,-0.101,-0.012,-0.085,-0.178
"chr1-0414","chr1",37950001,38000000,"chr1-0414",0.059,0.076,0.111,0.057,0.01
"chr1-0415","chr1",38000001,38050000,"chr1-0415",0.007,-0.015,0.031,-0.009,0.072
"chr1-0416","chr1",38050001,38150000,"chr1-0416",-0.078,-0.082,-0.008,-0.055,-0.125
"chr1-0417","chr1",38150001,38200000,"chr1-0417",-0.017,-0.218,0.064,-0.155,-0.134
"chr1-0418","chr1",38200001,38250000,"chr1-0418",-0.008,-0.117,-0.043,-0.118,-0.246
"chr1-0419","chr1",38250001,38300000,"chr1-0419",0.038,0.059,0.111,0.109,0.111
"chr1-0420","chr1",38300001,38450000,"chr1-0420",0.141,0.07,0.158,0.119,0.041
"chr1-0421","chr1",38450001,38500000,"chr1-0421",0.028,-0.17,-0.058,-0.104,-0.188
"chr1-0422","chr1",38500001,38550000,"chr1-0422",0.115,0.155,0.324,0.245,0.301
"chr1-0423","chr1",38550001,38900000,"chr1-0423",-0.013,-0.096,-0.103,-0.017,-0.057
"chr1-0424","chr1",38900001,39000000,"chr1-0424",0.06,-0.012,-0.087,0.036,0.222
"chr1-0425","chr1",39000001,39050000,"chr1-0425",-0.058,-0.061,-0.096,-0.105,-0.166
"chr1-0426","chr1",39050001,39250000,"chr1-0426",-0.086,-0.101,-0.215,-0.138,-0.122
"chr1-0427","chr1",39250001,39300000,"chr1-0427",-0.008,0.016,-0.031,-0.053,-0.161
"chr1-0428","chr1",39300001,39350000,"chr1-0428",-0.006,0.076,0.067,0.089,0.044
"chr1-0429","chr1",39350001,39500000,"chr1-0429",0.045,-0.02,0.026,0.004,0.083
"chr1-0430","chr1",39500001,39600000,"chr1-0430",0.18,0.161,0.267,0.258,0.266
"chr1-0431","chr1",39600001,39850000,"chr1-0431",0.097,0.139,0.213,0.228,0.12
"chr1-0432","chr1",39850001,39950000,"chr1-0432",-0.033,0.059,0.072,0.089,0.089
"chr1-0433","chr1",39950001,40000000,"chr1-0433",0.024,0.109,0.172,0.14,0.161
"chr1-0434","chr1",40000001,40050000,"chr1-0434",0.099,0.047,0.159,0.146,0.149
"chr1-0435","chr1",40050001,40150000,"chr1-0435",0.008,0.008,-0.019,-0.073,-0.116
"chr1-0436","chr1",40150001,40200000,"chr1-0436",0.008,-0.021,0.082,0.007,-0.197
"chr1-0437","chr1",40200001,40250000,"chr1-0437",-0.055,-0.16,-0.111,-0.123,-0.213
"chr1-0438","chr1",40250001,40300000,"chr1-0438",0.104,0.122,0.161,0.117,0.179
"chr1-0439","chr1",40300001,40350000,"chr1-0439",0.033,-0.005,0.019,-0.019,-0.047
"chr1-0440","chr1",40350001,40400000,"chr1-0440",0.039,0.089,0.129,0.163,0.221
"chr1-0441","chr1",40400001,40500000,"chr1-0441",0.061,0.091,0.121,0.051,0.029
"chr1-0442","chr1",40500001,40550000,"chr1-0442",0.048,-0.052,0.05,-0.093,-0.216
"chr1-0443","chr1",40550001,40600000,"chr1-0443",0.031,-0.064,-0.001,-0.078,0.085
"chr1-0444","chr1",40600001,40700000,"chr1-0444",0.087,0.213,0.187,0.243,0.148
"chr1-0445","chr1",40700001,40750000,"chr1-0445",0.106,-0.13,0.023,-0.152,-0.164
"chr1-0446","chr1",40750001,40800000,"chr1-0446",0.005,-0.104,0.031,-0.085,-0.014
"chr1-0447","chr1",40800001,40950000,"chr1-0447",-0.064,0.017,-0.004,-0.013,0.022
"chr1-0448","chr1",40950001,41000000,"chr1-0448",-0.015,-0.057,-0.067,-0.048,-0.009
"chr1-0449","chr1",41000001,41150000,"chr1-0449",-0.062,-0.033,-0.034,-0.04,-0.017
"chr1-0450","chr1",41150001,41200000,"chr1-0450",0.013,0.086,-0.056,-0.099,-0.128
"chr1-0451","chr1",41200001,41250000,"chr1-0451",0.058,0.074,0.026,0.125,-0.062
"chr1-0452","chr1",41250001,41300000,"chr1-0452",0.073,0.074,0.038,-0.009,0.023
"chr1-0453","chr1",41300001,41350000,"chr1-0453",-0.101,-0.058,0.039,0.015,-0.185
"chr1-0454","chr1",41350001,41450000,"chr1-0454",0.022,0.089,0.173,0.101,0.09
"chr1-0455","chr1",41450001,41500000,"chr1-0455",0.023,-0.162,-0.133,-0.055,-0.111
"chr1-0456","chr1",41500001,41800000,"chr1-0456",-0.048,0.017,0.034,-0.048,-0.049
"chr1-0457","chr1",41800001,41850000,"chr1-0457",-0.032,-0.07,0.063,-0.072,-0.096
"chr1-0458","chr1",41850001,41950000,"chr1-0458",-0.07,-0.114,-0.119,-0.166,-0.234
"chr1-0459","chr1",41950001,42000000,"chr1-0459",0.073,0.034,0.102,-0.033,-0.164
"chr1-0460","chr1",42000001,42150000,"chr1-0460",-0.062,-0.108,-0.114,-0.104,-0.079
"chr1-0461","chr1",42150001,42350000,"chr1-0461",0.017,-0.059,0.027,0.051,-0.004
"chr1-0462","chr1",42350001,42500000,"chr1-0462",-0.139,-0.156,-0.217,-0.119,-0.207
"chr1-0463","chr1",42500001,42600000,"chr1-0463",-0.088,-0.094,-0.059,-0.182,-0.195
"chr1-0464","chr1",42600001,42650000,"chr1-0464",0.014,-0.13,-0.044,-0.088,-0.195
"chr1-0465","chr1",42650001,42850000,"chr1-0465",0.002,0.1,0.079,0.099,0.176
"chr1-0466","chr1",42850001,43100000,"chr1-0466",-0.056,-0.087,-0.11,-0.033,0.109
"chr1-0467","chr1",43100001,43200000,"chr1-0467",0.03,-0.137,-0.026,-0.028,0.021
"chr1-0468","chr1",43200001,43250000,"chr1-0468",-0.007,0.009,0.074,-0.017,-0.046
"chr1-0469","chr1",43250001,43300000,"chr1-0469",0.056,0.114,0.093,0.015,0.092
"chr1-0470","chr1",43300001,43350000,"chr1-0470",0.008,-0.051,-0.008,-0.024,-0.085
"chr1-0471","chr1",43350001,43400000,"chr1-0471",0.054,0.051,0.076,0.045,-0.013
"chr1-0472","chr1",43400001,43450000,"chr1-0472",-0.017,0.007,0.083,0.037,0.065
"chr1-0473","chr1",43450001,43600000,"chr1-0473",-0.024,-0.025,0.045,0.046,0.001
"chr1-0474","chr1",43600001,43650000,"chr1-0474",0.06,-0.048,0.028,-0.125,-0.123
"chr1-0475","chr1",43650001,43750000,"chr1-0475",-0.04,-0.135,-0.147,-0.041,-0.11
"chr1-0476","chr1",43750001,43800000,"chr1-0476",-0.139,-0.253,-0.185,-0.249,-0.215
"chr1-0477","chr1",43800001,43850000,"chr1-0477",0.01,-0.009,0.07,-0.005,-0.067
"chr1-0478","chr1",43850001,43900000,"chr1-0478",-0.029,-0.088,-0.031,-0.016,-0.023
"chr1-0479","chr1",43900001,43950000,"chr1-0479",-0.023,0.009,-0.042,0,-0.01
"chr1-0480","chr1",43950001,44050000,"chr1-0480",0.006,-0.118,-0.006,0.015,-0.023
"chr1-0481","chr1",44050001,44100000,"chr1-0481",0.076,-0.077,0.048,0.051,-0.159
"chr1-0482","chr1",44100001,44150000,"chr1-0482",-0.04,-0.18,-0.017,-0.237,-0.193
"chr1-0483","chr1",44150001,44350000,"chr1-0483",-0.023,0.073,0.031,0.04,0.111
"chr1-0484","chr1",44350001,44400000,"chr1-0484",-0.017,-0.082,0.097,-0.108,-0.386
"chr1-0485","chr1",44400001,44450000,"chr1-0485",0.041,-0.063,0.046,-0.097,-0.037
"chr1-0486","chr1",44450001,44500000,"chr1-0486",0.093,-0.014,0.101,-0.036,-0.09
"chr1-0487","chr1",44500001,44600000,"chr1-0487",0.006,-0.054,0.014,0.066,-0.021
"chr1-0488","chr1",44600001,44700000,"chr1-0488",0.04,-0.072,-0.061,-0.203,-0.261
"chr1-0489","chr1",44700001,44800000,"chr1-0489",-0.057,-0.117,-0.17,-0.104,-0.228
"chr1-0490","chr1",44800001,44850000,"chr1-0490",-0.125,-0.076,-0.092,-0.142,-0.181
"chr1-0491","chr1",44850001,44900000,"chr1-0491",0.061,0.049,0.102,-0.021,-0.059
"chr1-0492","chr1",44900001,45050000,"chr1-0492",0.018,0.141,0.025,0.08,0.081
"chr1-0493","chr1",45050001,45100000,"chr1-0493",0.026,-0.09,0.081,-0.004,-0.09
"chr1-0494","chr1",45100001,45150000,"chr1-0494",0.005,-0.009,0.003,-0.037,-0.083
"chr1-0495","chr1",45150001,45200000,"chr1-0495",-0.002,0.089,0.061,0.137,0.135
"chr1-0496","chr1",45200001,45250000,"chr1-0496",0.026,-0.06,0.075,-0.023,0.006
"chr1-0497","chr1",45250001,45300000,"chr1-0497",0.05,-0.116,-0.042,-0.001,-0.041
"chr1-0498","chr1",45300001,45500000,"chr1-0498",0.006,0.025,0.086,0.08,0.082
"chr1-0499","chr1",45500001,45750000,"chr1-0499",-0.018,0.052,0.005,-0.029,0.078
"chr1-0500","chr1",45750001,45800000,"chr1-0500",0.061,0.117,0.149,0.081,-0.05
"chr1-0501","chr1",45800001,45950000,"chr1-0501",-0.01,-0.109,-0.01,-0.039,-0.097
"chr1-0502","chr1",45950001,46000000,"chr1-0502",0.009,-0.034,0.011,0.03,-0.043
"chr1-0503","chr1",46000001,46050000,"chr1-0503",0.13,0.031,0.124,0.134,0.182
"chr1-0504","chr1",46050001,46100000,"chr1-0504",-0.003,-0.011,-0.061,-0.147,-0.18
"chr1-0505","chr1",46100001,46200000,"chr1-0505",0.094,0.013,0.053,0.088,0.094
"chr1-0506","chr1",46200001,46550000,"chr1-0506",0.026,0.136,0.004,0.149,0.195
"chr1-0507","chr1",46550001,46600000,"chr1-0507",-0.023,0.05,-0.032,0.017,-0.028
"chr1-0508","chr1",46600001,46650000,"chr1-0508",0.022,-0.135,-0.142,-0.122,-0.211
"chr1-0509","chr1",46650001,46700000,"chr1-0509",-0.03,-0.013,-0.006,-0.036,-0.113
"chr1-0510","chr1",46700001,46750000,"chr1-0510",-0.044,-0.037,-0.004,0.071,0.02
"chr1-0511","chr1",46750001,46800000,"chr1-0511",0.03,-0.158,0.064,0.067,0.148
"chr1-0512","chr1",46800001,46850000,"chr1-0512",-0.105,-0.215,-0.166,-0.091,-0.054
"chr1-0513","chr1",46850001,46900000,"chr1-0513",0.032,0.147,0.152,0.162,0.23
"chr1-0514","chr1",46900001,46950000,"chr1-0514",-0.105,-0.147,-0.156,-0.239,-0.2
"chr1-0515","chr1",46950001,47000000,"chr1-0515",0.016,-0.077,0.036,-0.079,-0.135
"chr1-0516","chr1",47000001,47050000,"chr1-0516",0.042,-0.038,-0.037,-0.199,-0.369
"chr1-0517","chr1",47050001,47100000,"chr1-0517",-0.044,0.012,-0.052,-0.058,-0.138
"chr1-0518","chr1",47100001,47150000,"chr1-0518",0.077,0.014,0.116,0.13,0.158
"chr1-0519","chr1",47150001,47450000,"chr1-0519",-0.159,-0.101,-0.13,-0.208,-0.275
"chr1-0520","chr1",47450001,47650000,"chr1-0520",-0.07,-0.059,-0.105,-0.034,-0.051
"chr1-0521","chr1",47650001,47700000,"chr1-0521",-0.006,-0.094,-0.038,-0.038,-0.139
"chr1-0522","chr1",47700001,47800000,"chr1-0522",-0.022,-0.027,0.005,-0.111,-0.003
"chr1-0523","chr1",47800001,47900000,"chr1-0523",0.01,-0.029,0.038,0.058,0.065
"chr1-0524","chr1",47900001,47950000,"chr1-0524",0.011,-0.077,-0.059,-0.106,-0.104
"chr1-0525","chr1",47950001,48150000,"chr1-0525",-0.069,-0.099,-0.143,-0.177,-0.159
"chr1-0526","chr1",48150001,48200000,"chr1-0526",-0.008,-0.128,-0.007,-0.123,-0.291
"chr1-0527","chr1",48200001,48500000,"chr1-0527",0.021,0.009,-0.007,0.002,0.013
"chr1-0528","chr1",48500001,48900000,"chr1-0528",-0.166,-0.093,-0.179,-0.111,-0.055
"chr1-0529","chr1",48900001,49200000,"chr1-0529",0.042,-0.022,-0.001,0.034,0.013
"chr1-0530","chr1",49200001,50450000,"chr1-0530",-0.081,-0.01,-0.084,-0.092,-0.021
"chr1-0531","chr1",50450001,50500000,"chr1-0531",-0.075,-0.091,-0.03,-0.16,-0.258
"chr1-0532","chr1",50500001,50850000,"chr1-0532",-0.046,-0.056,-0.076,-0.086,0.055
"chr1-0533","chr1",50850001,50900000,"chr1-0533",-0.059,-0.087,-0.067,-0.185,-0.232
"chr1-0534","chr1",50900001,51450000,"chr1-0534",-0.075,0.053,0.004,0.05,0.114
"chr1-0535","chr1",51450001,51800000,"chr1-0535",-0.003,0.073,0.11,0.129,0.224
"chr1-0536","chr1",51800001,51950000,"chr1-0536",0.11,0.027,0.125,-0.042,0.024
"chr1-0537","chr1",51950001,52050000,"chr1-0537",-0.022,0.118,0.035,0.089,0.096
"chr1-0538","chr1",52050001,52100000,"chr1-0538",-0.013,-0.104,-0.016,0.003,0.055
"chr1-0539","chr1",52100001,52300000,"chr1-0539",0.042,0.182,0.007,0.122,0.201
"chr1-0540","chr1",52300001,52450000,"chr1-0540",-0.021,-0.055,-0.084,0.02,0.042
"chr1-0541","chr1",52450001,52500000,"chr1-0541",-0.015,-0.059,-0.021,-0.081,-0.068
"chr1-0542","chr1",52500001,52550000,"chr1-0542",-0.171,-0.283,-0.26,-0.277,-0.369
"chr1-0543","chr1",52550001,52800000,"chr1-0543",0.058,0.113,0.085,0.046,0.152
"chr1-0544","chr1",52800001,52850000,"chr1-0544",0.059,0.088,0.158,0.132,0.194
"chr1-0545","chr1",52850001,53050000,"chr1-0545",-0.098,-0.12,-0.248,-0.085,-0.131
"chr1-0546","chr1",53050001,53150000,"chr1-0546",-0.049,0.032,0.015,-0.026,0.017
"chr1-0547","chr1",53150001,53200000,"chr1-0547",0.028,-0.003,0.145,0.061,0.201
"chr1-0548","chr1",53200001,53350000,"chr1-0548",0.102,0.167,0.149,0.234,0.417
"chr1-0549","chr1",53350001,53400000,"chr1-0549",-0.016,-0.035,0.035,-0.064,-0.02
"chr1-0550","chr1",53400001,53550000,"chr1-0550",0.046,0.01,0.077,0.024,-0.03
"chr1-0551","chr1",53550001,53600000,"chr1-0551",0.084,-0.005,0.064,0.094,-0.182
"chr1-0552","chr1",53600001,53650000,"chr1-0552",-0.087,-0.05,-0.154,-0.038,-0.138
"chr1-0553","chr1",53650001,53700000,"chr1-0553",-0.07,-0.026,-0.104,-0.051,-0.069
"chr1-0554","chr1",53700001,53750000,"chr1-0554",0.026,-0.076,0,-0.083,-0.087
