"","Chromosome","Start","End","Feature","203219650162_R08C01","203219650188_R08C01","203219750019_R05C01","203219750053_R05C01","203219760009_R08C01","203220070150_R02C01","203225140266_R03C01","203257030015_R06C01","203257030060_R08C01"
"chr1-0203","chr1",17250001,17300000,"chr1-0203",0.014,-0.018,0.074,0.082,0.036,-0.001,-0.067,-0.019,-0.034
"chr1-0204","chr1",17300001,17350000,"chr1-0204",0.167,0.158,0.298,0.15,0.105,0.037,-0.018,0.16,0.183
"chr1-0205","chr1",17350001,17400000,"chr1-0205",-0.039,0.057,0.011,-0.05,-0.023,0.03,-0.298,0.098,-0.098
"chr1-0206","chr1",17400001,17500000,"chr1-0206",-0.008,0.021,0.228,-0.029,0.005,-0.01,-0.114,-0.051,0.013
"chr1-0207","chr1",17500001,17550000,"chr1-0207",-0.305,-0.067,-0.236,-0.312,-0.016,-0.083,-0.221,-0.369,-0.157
"chr1-0208","chr1",17550001,17600000,"chr1-0208",-0.223,0.005,-0.099,-0.228,-0.033,-0.043,-0.312,-0.067,-0.087
"chr1-0209","chr1",17600001,17700000,"chr1-0209",-0.332,-0.092,-0.429,-0.468,-0.045,-0.028,-0.348,-0.307,-0.245
"chr1-0210","chr1",17700001,17750000,"chr1-0210",0.006,0.145,0.323,0.112,0.117,0.05,-0.106,0.083,0.105
"chr1-0211","chr1",17750001,17800000,"chr1-0211",0.269,0.239,0.361,0.339,0.122,0.038,0.062,0.345,0.4
"chr1-0212","chr1",17800001,17900000,"chr1-0212",-0.071,0.087,0.014,-0.042,0.069,0.026,-0.142,-0.012,0.037
"chr1-0213","chr1",17900001,17950000,"chr1-0213",-0.186,-0.025,-0.189,-0.076,-0.014,-0.06,-0.295,-0.143,-0.115
"chr1-0214","chr1",17950001,18050000,"chr1-0214",-0.16,-0.005,0.046,0.041,-0.047,-0.051,-0.162,-0.035,-0.022
"chr1-0215","chr1",18050001,18400000,"chr1-0215",-0.472,-0.034,-0.273,-0.335,-0.041,-0.139,-0.47,-0.258,-0.179
"chr1-0216","chr1",18400001,18450000,"chr1-0216",-0.036,-0.008,-0.018,-0.064,-0.011,-0.108,-0.313,-0.051,-0.022
"chr1-0217","chr1",18450001,18650000,"chr1-0217",-0.54,-0.119,-0.364,-0.401,-0.143,-0.187,-0.398,-0.329,-0.281
"chr1-0218","chr1",18650001,18800000,"chr1-0218",-0.507,-0.05,-0.122,-0.36,-0.141,-0.171,-0.485,-0.279,-0.18
"chr1-0219","chr1",18800001,18950000,"chr1-0219",-0.269,-0.073,-0.153,-0.127,-0.068,-0.092,-0.31,-0.161,-0.195
"chr1-0220","chr1",18950001,19000000,"chr1-0220",0.046,-0.013,0.119,0.059,-0.007,-0.005,-0.054,0.058,0.006
"chr1-0221","chr1",19000001,19050000,"chr1-0221",-0.38,-0.02,0.009,-0.114,-0.063,-0.003,-0.443,-0.169,0.058
"chr1-0222","chr1",19050001,19150000,"chr1-0222",-0.411,-0.138,-0.373,-0.485,-0.146,-0.121,-0.447,-0.26,-0.279
"chr1-0223","chr1",19150001,19200000,"chr1-0223",-0.223,-0.065,0.167,-0.141,-0.1,-0.054,-0.331,-0.104,-0.007
"chr1-0224","chr1",19200001,19250000,"chr1-0224",0.035,-0.024,-0.039,0.012,-0.03,-0.056,-0.089,0.014,0
"chr1-0225","chr1",19250001,19300000,"chr1-0225",-0.062,0.004,-0.143,-0.078,-0.04,-0.122,-0.022,-0.089,-0.024
"chr1-0226","chr1",19300001,19500000,"chr1-0226",-0.23,0.004,-0.155,-0.094,0.009,-0.043,-0.226,-0.179,-0.05
"chr1-0227","chr1",19500001,19550000,"chr1-0227",-0.199,-0.119,-0.352,-0.223,-0.01,0.068,-0.489,-0.037,-0.042
"chr1-0228","chr1",19550001,19600000,"chr1-0228",-0.052,-0.095,-0.48,-0.073,0.044,0.09,-0.401,-0.04,-0.073
"chr1-0229","chr1",19600001,19650000,"chr1-0229",0.024,0.001,0.371,0.097,0.001,-0.048,-0.184,-0.006,-0.003
"chr1-0230","chr1",19650001,19700000,"chr1-0230",0.006,0.141,0.275,0.136,0.122,0.1,0.001,0.15,0.127
"chr1-0231","chr1",19700001,19800000,"chr1-0231",-0.142,0.019,-0.147,-0.115,0.009,-0.035,-0.237,-0.212,-0.112
"chr1-0232","chr1",19800001,19900000,"chr1-0232",-0.011,0.141,0.001,0.088,0.036,-0.004,-0.127,-0.036,-0.017
"chr1-0233","chr1",19900001,19950000,"chr1-0233",0.135,0.098,-0.098,0.148,0.097,0.047,-0.196,0.112,0.08
"chr1-0234","chr1",19950001,20000000,"chr1-0234",0.218,0.145,0.198,0.114,0.053,0.137,-0.009,0.141,0.222
"chr1-0235","chr1",20000001,20150000,"chr1-0235",-0.052,0.021,0.131,0.012,-0.011,-0.069,-0.2,0.023,-0.047
"chr1-0236","chr1",20150001,20250000,"chr1-0236",0.017,0.096,0.265,0.068,0.101,0.072,-0.191,0.001,0.043
"chr1-0237","chr1",20250001,20350000,"chr1-0237",-0.47,-0.104,-0.697,-0.489,-0.1,-0.088,-0.555,-0.458,-0.237
"chr1-0238","chr1",20350001,20500000,"chr1-0238",-0.138,-0.037,-0.15,-0.134,-0.049,-0.079,-0.304,-0.112,-0.008
"chr1-0239","chr1",20500001,20550000,"chr1-0239",0.139,0.117,0.128,-0.017,0.054,0.022,-0.27,-0.099,0.061
"chr1-0240","chr1",20550001,20650000,"chr1-0240",-0.292,-0.063,-0.247,-0.276,-0.078,-0.083,-0.328,-0.247,-0.041
"chr1-0241","chr1",20650001,20800000,"chr1-0241",-0.128,0.058,0.007,-0.031,0.012,0.05,-0.23,-0.054,0.076
"chr1-0242","chr1",20800001,20850000,"chr1-0242",0.111,0.025,0.029,0.061,-0.034,-0.035,-0.057,0.061,-0.036
"chr1-0243","chr1",20850001,20950000,"chr1-0243",-0.102,-0.023,-0.078,-0.088,-0.013,-0.038,-0.286,-0.05,-0.088
"chr1-0244","chr1",20950001,21000000,"chr1-0244",0.029,0.013,-0.156,0.006,0.039,0.041,-0.186,0.04,-0.017
"chr1-0245","chr1",21000001,21050000,"chr1-0245",0.091,0.07,0.103,-0.046,0.004,0.064,-0.072,0.091,-0.045
"chr1-0246","chr1",21050001,21100000,"chr1-0246",0.134,-0.167,-0.309,-0.165,-0.151,0.025,-0.095,0.028,-0.106
"chr1-0247","chr1",21100001,21500000,"chr1-0247",0.03,0.24,0.115,0.35,0.141,0.116,-0.138,0.233,0.319
"chr1-0248","chr1",21500001,21600000,"chr1-0248",0.114,0.059,-0.062,0.051,0.027,0.06,-0.089,0.061,0.106
"chr1-0249","chr1",21600001,21650000,"chr1-0249",-0.041,0.008,-0.104,-0.049,0.03,-0.044,-0.181,-0.054,-0.003
"chr1-0250","chr1",21650001,21750000,"chr1-0250",0.159,0.126,0.108,0.046,0.081,0.035,-0.012,0.079,0.056
"chr1-0251","chr1",21750001,21800000,"chr1-0251",-0.126,-0.017,0.235,0.103,-0.022,-0.082,-0.155,0.054,0.067
"chr1-0252","chr1",21800001,21900000,"chr1-0252",-0.246,0.08,-0.019,-0.043,0.033,-0.006,-0.402,-0.082,-0.023
"chr1-0253","chr1",21900001,21950000,"chr1-0253",-0.011,-0.019,0.141,-0.017,-0.042,0.014,-0.074,0.056,0.067
"chr1-0254","chr1",21950001,22100000,"chr1-0254",-0.065,0.012,-0.173,-0.06,-0.032,0.042,-0.134,-0.036,-0.038
"chr1-0255","chr1",22100001,22150000,"chr1-0255",-0.092,-0.014,-0.086,-0.049,-0.015,0.034,-0.207,-0.031,-0.053
"chr1-0256","chr1",22150001,22200000,"chr1-0256",-0.004,0.057,0.376,0.138,0.076,-0.026,-0.05,0.041,0.022
"chr1-0257","chr1",22200001,22250000,"chr1-0257",-0.077,-0.021,-0.037,-0.075,0.053,-0.01,-0.144,-0.123,-0.013
"chr1-0258","chr1",22250001,22350000,"chr1-0258",0.038,0.146,0.133,0.152,0.085,0.112,-0.138,0.148,0.049
"chr1-0259","chr1",22350001,22400000,"chr1-0259",0.113,0.045,-0.001,0.052,0.115,0.069,-0.189,0.054,0.006
"chr1-0260","chr1",22400001,22450000,"chr1-0260",-0.35,-0.014,-0.074,-0.223,-0.065,-0.083,-0.48,-0.151,-0.002
"chr1-0261","chr1",22450001,22500000,"chr1-0261",0.094,0.072,0.057,-0.016,0.075,-0.044,-0.079,0.064,0.056
"chr1-0262","chr1",22500001,22750000,"chr1-0262",-0.232,-0.038,-0.149,-0.135,-0.086,-0.095,-0.334,-0.198,-0.123
"chr1-0263","chr1",22750001,22900000,"chr1-0263",-0.221,-0.001,-0.02,0.039,0.011,0.041,-0.285,-0.022,-0.006
"chr1-0264","chr1",22900001,22950000,"chr1-0264",-0.057,0.088,0.233,0.095,0.076,0.072,-0.127,0.076,0.139
"chr1-0265","chr1",22950001,23000000,"chr1-0265",-0.175,0.01,-0.044,-0.104,-0.049,-0.059,-0.137,-0.115,-0.007
"chr1-0266","chr1",23000001,23050000,"chr1-0266",0.026,0.075,0.152,0.135,0.034,0.008,-0.083,0.082,0.069
"chr1-0267","chr1",23050001,23150000,"chr1-0267",-0.193,-0.024,-0.169,-0.167,-0.072,-0.131,-0.305,-0.29,-0.2
"chr1-0268","chr1",23150001,23300000,"chr1-0268",-0.11,-0.072,-0.035,-0.139,0.054,-0.068,-0.175,-0.014,-0.049
"chr1-0269","chr1",23300001,23500000,"chr1-0269",-0.177,0.108,0.072,-0.016,0.082,-0.02,-0.459,-0.02,0.057
"chr1-0270","chr1",23500001,23650000,"chr1-0270",-0.05,0.113,0.093,0.065,0.12,-0.032,-0.256,0.244,0.1
"chr1-0271","chr1",23650001,23700000,"chr1-0271",0.126,-0.027,-0.179,0.045,0.047,0.051,-0.072,0.063,0.03
"chr1-0272","chr1",23700001,23850000,"chr1-0272",-0.04,0.056,0.056,0.051,0.042,0.087,-0.05,0.116,0.053
"chr1-0273","chr1",23850001,23900000,"chr1-0273",0.043,0.087,0.054,0.018,0.102,0.054,-0.119,0.054,0.126
"chr1-0274","chr1",23900001,24050000,"chr1-0274",-0.093,0.084,-0.048,-0.007,0.009,0.025,-0.298,0.036,-0.023
"chr1-0275","chr1",24050001,24100000,"chr1-0275",0.049,0.134,-0.246,-0.01,0.129,0.008,-0.074,0.044,-0.006
"chr1-0276","chr1",24100001,24150000,"chr1-0276",-0.016,-0.082,-0.325,-0.082,0.013,0.056,-0.123,-0.029,-0.084
"chr1-0277","chr1",24150001,24200000,"chr1-0277",0.071,0.077,0.165,0.032,0.033,-0.028,-0.157,0.024,-0.023
"chr1-0278","chr1",24200001,24250000,"chr1-0278",-0.123,0.05,-0.06,0.02,0.05,-0.005,-0.26,-0.017,-0.033
"chr1-0279","chr1",24250001,24350000,"chr1-0279",0.077,0.106,0.165,0.143,0.13,0.063,-0.059,0.192,0.124
"chr1-0280","chr1",24350001,24500000,"chr1-0280",-0.155,-0.012,-0.052,-0.195,-0.07,-0.073,-0.274,-0.118,-0.074
"chr1-0281","chr1",24500001,24600000,"chr1-0281",0.072,0.105,0.117,0.005,0.103,0.057,-0.084,0.163,0.056
"chr1-0282","chr1",24600001,24650000,"chr1-0282",0.058,0.023,-0.266,-0.182,-0.035,-0.094,-0.209,-0.24,-0.052
"chr1-0283","chr1",24650001,24750000,"chr1-0283",-0.123,-0.01,-0.222,-0.105,-0.005,0.011,-0.274,-0.065,-0.04
"chr1-0284","chr1",24750001,24850000,"chr1-0284",0.008,0.217,0.09,0.112,0.086,0.057,-0.206,0.102,0.15
"chr1-0285","chr1",24850001,24950000,"chr1-0285",0.051,0.248,0.316,0.2,0.214,0.161,-0.047,0.147,0.231
"chr1-0286","chr1",24950001,25050000,"chr1-0286",0.212,0.036,0.181,0.193,0.063,0.054,-0.017,0.194,0.079
"chr1-0287","chr1",25050001,25200000,"chr1-0287",0.101,0.126,0.051,0.184,0.12,0.104,-0.062,0.144,0.211
"chr1-0288","chr1",25200001,25250000,"chr1-0288",-0.116,-0.043,0.167,0.069,-0.019,-0.016,-0.092,0.091,0.127
"chr1-0289","chr1",25250001,25300000,"chr1-0289",-0.048,-0.026,0.124,0.015,-0.01,0.075,-0.088,0.035,0.065
"chr1-0290","chr1",25300001,25550000,"chr1-0290",-0.168,-0.015,-0.096,-0.159,-0.008,0.014,-0.318,-0.137,-0.114
"chr1-0291","chr1",25550001,25600000,"chr1-0291",-0.013,-0.023,-0.168,-0.056,0.015,0.027,-0.258,-0.149,-0.07
"chr1-0292","chr1",25600001,25750000,"chr1-0292",-0.271,-0.06,-0.205,-0.071,0.023,0.002,-0.219,-0.142,0.015
"chr1-0293","chr1",25750001,25850000,"chr1-0293",0.059,0.011,-0.246,0.018,0.05,0.05,-0.243,0.065,0.007
"chr1-0294","chr1",25850001,25900000,"chr1-0294",0.001,0.044,0.174,0.078,0.043,0.097,-0.088,0.121,0.046
"chr1-0295","chr1",25900001,25950000,"chr1-0295",0.19,0.079,0.283,0.167,0.027,0.057,0.035,0.227,0.058
"chr1-0296","chr1",25950001,26100000,"chr1-0296",-0.121,-0.059,-0.238,-0.309,-0.052,-0.14,-0.382,-0.275,-0.102
"chr1-0297","chr1",26100001,26150000,"chr1-0297",0.055,-0.021,-0.082,-0.057,0.022,0.086,-0.043,0.052,0.016
"chr1-0298","chr1",26150001,26200000,"chr1-0298",-0.103,0.115,0.248,0.078,0.074,-0.111,-0.3,-0.012,0.045
"chr1-0299","chr1",26200001,26250000,"chr1-0299",0.108,-0.005,-0.03,-0.041,0.013,0.051,-0.026,0.005,0.01
"chr1-0300","chr1",26250001,26350000,"chr1-0300",-0.213,-0.026,-0.167,-0.15,-0.013,-0.085,-0.251,-0.135,-0.091
"chr1-0301","chr1",26350001,26400000,"chr1-0301",0.093,0.002,-0.06,0.035,0.037,0.008,-0.016,-0.029,0.015
"chr1-0302","chr1",26400001,26450000,"chr1-0302",0.131,-0.037,-0.018,0.103,0.047,0.031,-0.014,0.139,0.041
"chr1-0303","chr1",26450001,26500000,"chr1-0303",0.016,0.031,0.023,0.02,0.05,0.02,-0.046,0.056,0.025
"chr1-0304","chr1",26500001,26550000,"chr1-0304",-0.073,0.055,0.295,0.028,-0.033,0.021,-0.121,-0.015,-0.033
"chr1-0305","chr1",26550001,26600000,"chr1-0305",0.026,0.075,0.065,0.09,0.056,0.062,-0.164,0.142,0.036
"chr1-0306","chr1",26600001,26650000,"chr1-0306",0.049,0.031,-0.173,-0.053,-0.015,0.027,-0.074,-0.024,-0.024
"chr1-0307","chr1",26650001,26700000,"chr1-0307",-0.013,0.017,0.133,-0.04,-0.02,0.048,-0.107,0.044,0.012
"chr1-0308","chr1",26700001,26750000,"chr1-0308",0.105,-0.056,-0.103,-0.078,-0.035,0.032,-0.1,0.043,0.067
"chr1-0309","chr1",26750001,26800000,"chr1-0309",-0.111,-0.026,-0.208,-0.024,0.039,-0.017,-0.169,0.013,0.001
"chr1-0310","chr1",26800001,26900000,"chr1-0310",-0.071,0.033,-0.178,-0.06,0.087,-0.021,-0.045,0.036,0.021
"chr1-0311","chr1",26900001,27100000,"chr1-0311",0.04,0.055,-0.144,0.047,0.087,0.105,-0.105,0.043,0.031
"chr1-0312","chr1",27100001,27150000,"chr1-0312",0.124,0.139,0.088,0.128,0.17,0.148,0.043,0.202,0.212
"chr1-0313","chr1",27150001,27200000,"chr1-0313",0.003,0.044,0.058,0.039,0.006,-0.014,-0.037,0.022,-0.018
"chr1-0314","chr1",27200001,27250000,"chr1-0314",-0.008,-0.012,-0.053,-0.001,0.048,0.013,-0.09,0.013,0.001
"chr1-0315","chr1",27250001,27300000,"chr1-0315",0.088,0.019,-0.004,0.07,0.062,0.087,-0.058,0.066,0.058
"chr1-0316","chr1",27300001,27350000,"chr1-0316",0.097,0.04,-0.057,0.061,0.058,0.031,-0.066,0.017,0.06
"chr1-0317","chr1",27350001,27450000,"chr1-0317",-0.006,-0.007,0.013,0.003,-0.061,-0.028,-0.068,-0.039,0.03
"chr1-0318","chr1",27450001,27500000,"chr1-0318",-0.019,0.107,0.138,0.027,0.074,0.076,-0.172,-0.03,0.117
"chr1-0319","chr1",27500001,27600000,"chr1-0319",0.068,0.16,0.163,0.004,0.173,0.037,-0.185,0.175,0.138
"chr1-0320","chr1",27600001,27650000,"chr1-0320",-0.083,-0.022,0.091,-0.032,0.025,0.039,-0.132,0.007,-0.048
"chr1-0321","chr1",27650001,27700000,"chr1-0321",0.017,-0.033,0.006,-0.053,-0.004,-0.009,-0.101,-0.036,0.001
"chr1-0322","chr1",27700001,27750000,"chr1-0322",0.119,-0.008,0.054,-0.014,0.027,0.076,0.059,-0.011,-0.041
"chr1-0323","chr1",27750001,27850000,"chr1-0323",0.117,-0.047,-0.061,0.067,0.096,0.06,-0.009,0.109,-0.061
"chr1-0324","chr1",27850001,27900000,"chr1-0324",0.203,-0.01,0.264,0.133,0.042,0.023,0.088,0.067,0.088
"chr1-0325","chr1",27900001,27950000,"chr1-0325",0.13,-0.012,-0.143,-0.067,-0.004,0.018,0.025,0.097,0
"chr1-0326","chr1",27950001,28000000,"chr1-0326",-0.061,0.019,-0.026,-0.089,0.042,-0.077,-0.154,-0.044,-0.085
"chr1-0327","chr1",28000001,28150000,"chr1-0327",0.055,0.016,0.022,0.059,0.1,0.069,-0.038,0.099,0.105
"chr1-0328","chr1",28150001,28200000,"chr1-0328",0.048,0.064,-0.041,0.026,0.101,0.098,0.144,-0.01,0.105
"chr1-0329","chr1",28200001,28250000,"chr1-0329",0.037,0.02,-0.142,-0.01,0.019,0.044,-0.023,-0.03,-0.059
"chr1-0330","chr1",28250001,28400000,"chr1-0330",-0.004,0.077,0.044,-0.069,0.004,-0.016,0.046,0.004,-0.031
"chr1-0331","chr1",28400001,28450000,"chr1-0331",-0.27,0.156,0.245,-0.04,0.067,0.039,-0.164,-0.007,0.098
"chr1-0332","chr1",28450001,28550000,"chr1-0332",-0.362,0.11,0.161,-0.203,0.087,0.016,0.012,0.04,0.082
"chr1-0333","chr1",28550001,28600000,"chr1-0333",0.108,0.051,0.091,0.119,0.072,0.094,0.074,0.059,-0.008
"chr1-0334","chr1",28600001,28800000,"chr1-0334",0.099,0.221,0.3,0.156,0.089,0.016,0.074,0.247,0.083
"chr1-0335","chr1",28800001,28850000,"chr1-0335",0.01,0.182,0.119,0.068,0.102,0.058,-0.039,0.05,0.043
"chr1-0336","chr1",28850001,28900000,"chr1-0336",0.101,0.189,0.455,0.265,0.206,0.059,0.078,0.218,0.164
"chr1-0337","chr1",28900001,28950000,"chr1-0337",-0.168,0.002,-0.258,-0.098,-0.035,-0.016,-0.088,-0.137,-0.114
"chr1-0338","chr1",28950001,29000000,"chr1-0338",-0.059,0.227,-0.163,0.135,0.201,0.114,-0.018,0.169,0.089
"chr1-0339","chr1",29000001,29100000,"chr1-0339",0.034,0.16,0.111,0.101,0.194,0.152,0.091,0.171,0.168
"chr1-0340","chr1",29100001,29200000,"chr1-0340",-0.181,0.131,0.051,0.1,0.119,0.04,-0.007,-0.025,-0.036
"chr1-0341","chr1",29200001,29250000,"chr1-0341",0.045,0.014,-0.071,0.052,0.007,-0.004,0.04,0.049,0.025
"chr1-0342","chr1",29250001,29450000,"chr1-0342",0.233,-0.006,0.02,0.175,0.077,0.061,0.246,0.153,0.068
"chr1-0343","chr1",29450001,29500000,"chr1-0343",0.104,-0.082,0.119,0.048,0.055,0.004,0.101,0.106,0.053
"chr1-0344","chr1",29500001,29550000,"chr1-0344",-0.025,0.057,-0.435,0.027,0.125,0.054,-0.08,0.077,0.031
"chr1-0345","chr1",29550001,29600000,"chr1-0345",0.047,-0.098,0.005,0.05,-0.064,-0.053,0.098,-0.043,-0.005
"chr1-0346","chr1",29600001,29878082,"chr1-0346",-0.259,-0.033,-0.042,-0.092,-0.112,-0.123,-0.047,-0.179,-0.068
"chr1-0347","chr1",30028083,31150000,"chr1-0347",-0.255,-0.1,-0.087,-0.159,-0.087,-0.026,-0.045,-0.176,-0.095
"chr1-0348","chr1",31150001,31200000,"chr1-0348",0.053,-0.126,-0.141,-0.084,-0.075,-0.018,0.075,-0.082,-0.069
"chr1-0349","chr1",31200001,31250000,"chr1-0349",-0.267,-0.08,-0.251,-0.207,-0.116,-0.099,-0.014,-0.191,-0.157
"chr1-0350","chr1",31250001,31350000,"chr1-0350",0.126,-0.058,-0.061,0.007,-0.062,-0.029,0.103,-0.029,-0.033
"chr1-0351","chr1",31350001,31400000,"chr1-0351",0.08,0.077,-0.001,0.059,-0.017,-0.032,0.145,0.108,-0.026
"chr1-0352","chr1",31400001,31500000,"chr1-0352",-0.315,0.057,-0.236,-0.167,0.025,-0.029,-0.229,-0.145,0.013
"chr1-0353","chr1",31500001,31650000,"chr1-0353",0.066,0.143,0.109,0.109,0.147,0.107,0.11,0.183,0.099
"chr1-0354","chr1",31650001,31750000,"chr1-0354",-0.119,0.034,0.038,0.004,0.017,-0.038,-0.069,-0.014,0.101
"chr1-0355","chr1",31750001,31850000,"chr1-0355",0.019,-0.107,-0.218,-0.131,-0.01,0.03,0.083,-0.03,-0.005
"chr1-0356","chr1",31850001,31900000,"chr1-0356",0.084,0.163,0.118,0.017,0.128,0.049,-0.019,0.077,0.15
"chr1-0357","chr1",31900001,32050000,"chr1-0357",-0.149,-0.129,-0.204,-0.077,-0.111,-0.025,-0.181,-0.16,-0.058
"chr1-0358","chr1",32050001,32100000,"chr1-0358",0.089,0.026,0.058,-0.007,0.045,-0.009,0.248,-0.079,0.02
"chr1-0359","chr1",32100001,32150000,"chr1-0359",0.004,-0.072,-0.063,0.024,-0.055,-0.031,0.017,0.002,-0.111
"chr1-0360","chr1",32150001,32200000,"chr1-0360",0.121,-0.068,-0.137,-0.078,-0.071,-0.034,0.232,-0.055,-0.067
"chr1-0361","chr1",32200001,32250000,"chr1-0361",0.066,0.021,-0.053,0.006,-0.019,-0.038,0.08,0.064,0.08
"chr1-0362","chr1",32250001,32300000,"chr1-0362",-0.041,-0.084,-0.265,-0.113,-0.065,0.026,0.149,-0.063,-0.024
"chr1-0363","chr1",32300001,32450000,"chr1-0363",0.054,0.13,0.049,-0.017,0.049,0.041,-0.04,0.029,0.075
"chr1-0364","chr1",32450001,32550000,"chr1-0364",-0.001,0.06,-0.024,0.037,0.136,0.037,0.02,0.105,0.105
"chr1-0365","chr1",32550001,32600000,"chr1-0365",-0.034,0.171,0.103,-0.191,0.085,0.041,-0.019,-0.002,-0.035
"chr1-0366","chr1",32600001,32650000,"chr1-0366",-0.076,0.005,-0.22,-0.018,0.123,0.039,0.024,0.079,0.01
"chr1-0367","chr1",32650001,32700000,"chr1-0367",-0.028,-0.099,-0.342,-0.14,-0.028,-0.044,0.072,-0.104,-0.13
"chr1-0368","chr1",32700001,32750000,"chr1-0368",0.004,0.048,-0.062,-0.008,0.037,0.046,0.094,0.047,-0.075
"chr1-0369","chr1",32750001,32800000,"chr1-0369",0.079,0.138,0.227,0.139,0.095,-0.009,0.064,0.138,0.019
"chr1-0370","chr1",32800001,32850000,"chr1-0370",0.25,-0.041,0.022,0.101,0.076,0.041,0.165,0.162,0.047
"chr1-0371","chr1",32850001,32950000,"chr1-0371",-0.064,-0.083,-0.318,-0.2,-0.066,-0.106,-0.038,-0.071,-0.127
"chr1-0372","chr1",32950001,33100000,"chr1-0372",0.026,0.247,-0.007,0.2,0.094,0.071,-0.008,0.15,0.211
"chr1-0373","chr1",33100001,33150000,"chr1-0373",-0.036,0,-0.006,0.191,0.158,0.024,-0.011,0.109,0.091
"chr1-0374","chr1",33150001,33200000,"chr1-0374",0.069,0.072,0.08,-0.036,0.075,0.059,0.101,0.113,0.153
"chr1-0375","chr1",33200001,33250000,"chr1-0375",-0.053,0.05,0.014,-0.002,0.009,0.063,0.091,0.038,0.021
"chr1-0376","chr1",33250001,33350000,"chr1-0376",0.081,0.049,0.036,0.057,0.032,0.013,0.051,0.061,0.039
"chr1-0377","chr1",33350001,33400000,"chr1-0377",0.145,0.047,0.104,0.126,0.001,0.063,0.127,0.184,0.223
"chr1-0378","chr1",33400001,33500000,"chr1-0378",-0.064,0.098,0.179,0.087,0.055,-0.032,0.008,0.126,0.091
"chr1-0379","chr1",33500001,33600000,"chr1-0379",-0.1,-0.108,-0.371,-0.12,-0.064,-0.043,-0.036,-0.05,-0.047
"chr1-0380","chr1",33600001,33650000,"chr1-0380",-0.025,-0.015,0.017,0.003,-0.03,0.029,0.017,0.018,0.038
"chr1-0381","chr1",33650001,33750000,"chr1-0381",-0.168,0.091,0.077,0.101,0.02,-0.049,-0.029,0.059,0.109
"chr1-0382","chr1",33750001,33800000,"chr1-0382",0.018,-0.032,-0.058,-0.039,-0.046,0.078,0.077,-0.028,0.063
"chr1-0383","chr1",33800001,33850000,"chr1-0383",0.033,0.082,0.064,0.055,0.005,-0.003,0.093,-0.004,0.029
"chr1-0384","chr1",33850001,33900000,"chr1-0384",-0.175,-0.041,-0.275,-0.236,0.003,-0.079,-0.157,-0.251,-0.107
"chr1-0385","chr1",33900001,33950000,"chr1-0385",-0.207,-0.11,-0.295,-0.113,-0.055,-0.092,-0.045,-0.027,-0.029
"chr1-0386","chr1",33950001,34100000,"chr1-0386",-0.153,-0.01,0.027,0,-0.075,-0.125,-0.128,-0.027,0.037
"chr1-0387","chr1",34100001,34600000,"chr1-0387",-0.585,-0.098,-0.34,-0.364,-0.106,-0.127,-0.443,-0.304,-0.174
"chr1-0388","chr1",34600001,34650000,"chr1-0388",0.037,-0.099,-0.11,-0.014,-0.091,-0.015,-0.062,0.055,-0.084
"chr1-0389","chr1",34650001,35250000,"chr1-0389",-0.328,-0.086,-0.291,-0.197,-0.068,-0.077,-0.066,-0.121,-0.024
"chr1-0390","chr1",35250001,35300000,"chr1-0390",-0.114,-0.104,-0.062,-0.185,-0.069,-0.088,0.03,-0.095,-0.127
"chr1-0391","chr1",35300001,35350000,"chr1-0391",0.025,0.004,-0.124,-0.059,-0.017,0,0.055,0.066,-0.04
"chr1-0392","chr1",35350001,35400000,"chr1-0392",0.005,-0.128,0.081,0.016,-0.065,-0.074,0.024,0.002,-0.118
"chr1-0393","chr1",35400001,35450000,"chr1-0393",-0.213,0.129,0.253,0.051,0.03,-0.065,-0.041,0.057,0.006
"chr1-0394","chr1",35450001,35500000,"chr1-0394",0.058,0.202,0.245,0.251,0.182,0.067,0.067,0.128,0.218
"chr1-0395","chr1",35500001,35650000,"chr1-0395",-0.126,0.129,0.207,0.088,0.092,0.03,-0.195,0.015,-0.006
"chr1-0396","chr1",35650001,35700000,"chr1-0396",0.234,0.04,-0.26,0.16,0.192,0.133,0.071,0.183,0.126
"chr1-0397","chr1",35700001,36000000,"chr1-0397",-0.079,0.078,-0.395,0.002,0.077,0.069,-0.06,0.039,0.057
"chr1-0398","chr1",36000001,36050000,"chr1-0398",-0.003,0.029,0.048,0.037,0.041,0.026,0.048,0.091,0.044
"chr1-0399","chr1",36050001,36150000,"chr1-0399",0.029,0.104,0.201,0.087,0.033,-0.035,0.017,0.046,0.095
"chr1-0400","chr1",36150001,36200000,"chr1-0400",-0.019,0.146,0.175,0.144,0.053,0.06,0.159,0.125,0.115
"chr1-0401","chr1",36200001,36300000,"chr1-0401",0.104,0.023,-0.042,0.11,0.041,0.051,0.032,0.138,0.038
"chr1-0402","chr1",36300001,36350000,"chr1-0402",0.001,-0.009,-0.016,-0.091,-0.013,0.103,-0.112,-0.018,-0.031
"chr1-0403","chr1",36350001,36550000,"chr1-0403",0.066,0.105,0.164,0.136,0.186,0.136,0.063,0.197,0.197
"chr1-0404","chr1",36550001,36600000,"chr1-0404",0.027,-0.016,0.143,0.009,-0.009,0.035,0.066,0.052,0.093
"chr1-0405","chr1",36600001,36650000,"chr1-0405",-0.072,0.017,-0.071,0.038,0.045,-0.025,-0.024,-0.1,-0.05
