"","Chromosome","Start","End","Feature","205125590013_R05C01","205128000013_R03C01","205128000076_R04C01","205240110044_R02C01","205240110063_R03C01"
"chr2-043","chr2",39000001,40000000,"chr2-043",0.034,0.061,0.043,0.055,0.119
"chr2-044","chr2",40000001,41000000,"chr2-044",-0.081,-0.003,-0.132,-0.06,-0.031
"chr2-045","chr2",41000001,42000000,"chr2-045",0.048,0.029,0.003,0.028,0.064
"chr2-046","chr2",42000001,43000000,"chr2-046",0.045,0.031,0.033,0.048,0.05
"chr2-047","chr2",43000001,44000000,"chr2-047",0.049,0.013,0.044,0.029,0.028
"chr2-048","chr2",44000001,45000000,"chr2-048",-0.026,-0.029,-0.013,-0.039,0.032
"chr2-049","chr2",45000001,46000000,"chr2-049",0.028,-0.003,0.036,0.012,-0.002
"chr2-050","chr2",46000001,47000000,"chr2-050",-0.017,-0.029,-0.067,-0.026,-0.045
"chr2-051","chr2",47000001,48000000,"chr2-051",0.029,0.002,0.043,0.027,0.012
"chr2-052","chr2",48000001,49000000,"chr2-052",0.082,0.076,0.092,0.13,0.206
"chr2-053","chr2",49000001,50000000,"chr2-053",-0.064,0.053,-0.157,-0.116,-0.095
"chr2-054","chr2",50000001,51000000,"chr2-054",-0.054,-0.039,-0.091,-0.072,-0.074
"chr2-055","chr2",51000001,52000000,"chr2-055",-0.061,-0.008,-0.066,-0.025,0.032
"chr2-056","chr2",52000001,53000000,"chr2-056",0.009,0.061,0.024,0.017,0.003
"chr2-057","chr2",53000001,54000000,"chr2-057",-0.05,-0.014,-0.118,-0.113,-0.071
"chr2-058","chr2",54000001,55000000,"chr2-058",0.019,0.05,0.026,0.021,0.071
"chr2-059","chr2",55000001,56000000,"chr2-059",0.007,0.026,0.015,-0.005,0.042
"chr2-060","chr2",56000001,57000000,"chr2-060",-0.039,-0.013,-0.094,-0.024,0.049
"chr2-061","chr2",57000001,58000000,"chr2-061",-0.184,-0.08,-0.324,-0.212,-0.098
"chr2-062","chr2",58000001,59000000,"chr2-062",-0.103,-0.084,-0.138,-0.153,-0.174
"chr2-063","chr2",59000001,60000000,"chr2-063",-0.091,-0.007,-0.153,-0.112,-0.108
"chr2-064","chr2",60000001,61000000,"chr2-064",0.001,0.013,0.025,0.018,0.038
"chr2-065","chr2",61000001,62000000,"chr2-065",0.075,0.079,0.112,0.097,0.181
"chr2-066","chr2",62000001,63000000,"chr2-066",0.031,0.043,0.058,0.054,0.068
"chr2-067","chr2",63000001,64000000,"chr2-067",-0.023,-0.039,-0.01,-0.059,-0.049
"chr2-068","chr2",64000001,65000000,"chr2-068",0.006,0.004,-0.009,-0.009,0.016
"chr2-069","chr2",65000001,66000000,"chr2-069",0.037,0.047,0.076,0.071,0.076
"chr2-070","chr2",66000001,67000000,"chr2-070",-0.046,-0.018,-0.066,-0.038,-0.053
"chr2-071","chr2",67000001,68000000,"chr2-071",-0.064,-0.046,-0.145,-0.058,-0.091
"chr2-072","chr2",68000001,69000000,"chr2-072",-0.008,-0.031,-0.048,-0.032,0.004
"chr2-073","chr2",69000001,70000000,"chr2-073",0.009,0.024,0.012,0.003,0.033
"chr2-074","chr2",70000001,71000000,"chr2-074",0.061,0.02,0.083,0.03,0.077
"chr2-075","chr2",71000001,72000000,"chr2-075",-0.028,-0.085,-0.035,-0.103,-0.142
"chr2-076","chr2",72000001,73000000,"chr2-076",-0.005,-0.054,-0.037,-0.071,-0.091
"chr2-077","chr2",73000001,74000000,"chr2-077",0.022,-0.028,0.066,-0.021,-0.056
"chr2-078","chr2",74000001,75000000,"chr2-078",0.041,-0.008,0.067,-0.001,-0.013
"chr2-079","chr2",75000001,76000000,"chr2-079",-0.02,-0.035,-0.011,-0.039,-0.035
"chr2-080","chr2",76000001,77000000,"chr2-080",-0.04,0.034,-0.15,-0.162,-0.144
"chr2-081","chr2",77000001,78000000,"chr2-081",0.002,0.045,-0.07,-0.059,-0.026
"chr2-082","chr2",78000001,79000000,"chr2-082",0.025,0.009,0.062,0.034,0.066
"chr2-083","chr2",79000001,80000000,"chr2-083",-0.04,-0.005,-0.075,-0.081,-0.03
"chr2-084","chr2",80000001,81000000,"chr2-084",-0.064,-0.007,-0.025,-0.076,-0.09
"chr2-085","chr2",81000001,82000000,"chr2-085",0.035,0.008,0.044,-0.092,-0.024
"chr2-086","chr2",82000001,83000000,"chr2-086",-0.206,-0.149,-0.342,-0.294,-0.229
"chr2-087","chr2",83000001,84000000,"chr2-087",-0.059,0.03,-0.173,-0.066,-0.023
"chr2-088","chr2",84000001,85000000,"chr2-088",-0.045,0.02,-0.071,-0.049,0
"chr2-089","chr2",85000001,86000000,"chr2-089",0.061,-0.004,0.086,0.035,0.018
"chr2-090","chr2",86000001,87000000,"chr2-090",0.028,0.01,0.038,0,0.05
"chr2-091","chr2",87000001,87668206,"chr2-091",0.057,0.057,0.121,0.097,0.11
"chr2-092","chr2",87718207,88000000,"chr2-092",0.089,0.1,0.057,0.26,0.097
"chr2-093","chr2",88000001,89000000,"chr2-093",0.007,-0.001,0.028,0.002,0.037
"chr2-094","chr2",89000001,89630436,"chr2-094",-0.03,-0.015,-0.075,-0.108,-0.096
"chr2-095","chr2",89830437,90321525,"chr2-095",-0.088,0.026,-0.133,-0.651,-0.153
"chr2-096","chr2",91595104,92000000,"chr2-096",0.082,0.093,0.065,0.029,0.094
"chr2-097","chr2",92000001,92326171,"chr2-097",-0.103,-0.058,-0.081,-0.243,-0.323
"chr2-098","chr2",95326172,96000000,"chr2-098",0.044,-0.047,0.06,-0.068,-0.116
"chr2-099","chr2",96000001,97000000,"chr2-099",0.01,-0.046,0.056,-0.03,-0.087
"chr2-100","chr2",97000001,98000000,"chr2-100",0.076,-0.002,0.12,0.037,-0.003
"chr2-101","chr2",98000001,99000000,"chr2-101",0.051,0.008,0.078,0.012,-0.015
"chr2-102","chr2",99000001,100000000,"chr2-102",0.015,-0.007,0.018,0.014,0.016
"chr2-103","chr2",100000001,101000000,"chr2-103",0.012,0.004,-0.003,0.026,0.077
"chr2-104","chr2",101000001,102000000,"chr2-104",0.036,0.042,0.06,0.055,0.078
"chr2-105","chr2",102000001,103000000,"chr2-105",0.024,0.032,0.009,0.029,0.042
"chr2-106","chr2",103000001,104000000,"chr2-106",-0.021,0.013,-0.039,-0.001,-0.01
"chr2-107","chr2",104000001,105000000,"chr2-107",-0.082,-0.022,-0.136,-0.064,0.021
"chr2-108","chr2",105000001,106000000,"chr2-108",-0.003,-0.022,-0.011,-0.03,-0.028
"chr2-109","chr2",106000001,107000000,"chr2-109",0.019,0.024,0.029,0.03,0.062
"chr2-110","chr2",107000001,108000000,"chr2-110",-0.015,0.016,0.003,0.008,0.007
"chr2-111","chr2",108000001,109000000,"chr2-111",-0.005,0.022,-0.018,-0.035,0.009
"chr2-112","chr2",109000001,110000000,"chr2-112",0.029,0.003,-0.002,0.013,0.004
"chr2-113","chr2",110000001,110109337,"chr2-113",0.043,-0.052,-0.017,0.025,-0.003
"chr2-114","chr2",110251338,111000000,"chr2-114",0.019,0.034,0.043,0.008,0.054
"chr2-115","chr2",111000001,112000000,"chr2-115",-0.003,-0.008,0.009,-0.025,-0.02
"chr2-116","chr2",112000001,113000000,"chr2-116",0.048,0.06,0.082,0.108,0.122
"chr2-117","chr2",113000001,114000000,"chr2-117",-0.011,-0.039,0.004,-0.043,-0.013
"chr2-118","chr2",114000001,115000000,"chr2-118",0.027,0.047,0.04,0.054,0.06
"chr2-119","chr2",115000001,116000000,"chr2-119",-0.049,-0.042,-0.061,-0.154,-0.112
"chr2-120","chr2",116000001,117000000,"chr2-120",-0.009,-0.022,-0.105,-0.135,-0.154
"chr2-121","chr2",117000001,118000000,"chr2-121",-0.053,-0.021,-0.098,-0.14,-0.128
"chr2-122","chr2",118000001,119000000,"chr2-122",-0.015,-0.026,-0.021,-0.03,-0.024
"chr2-123","chr2",119000001,120000000,"chr2-123",-0.056,-0.149,-0.06,-0.141,-0.167
"chr2-124","chr2",120000001,121000000,"chr2-124",0.016,0.01,0.053,-0.014,-0.001
"chr2-125","chr2",121000001,122000000,"chr2-125",0.017,-0.073,-0.004,-0.076,-0.104
"chr2-126","chr2",122000001,123000000,"chr2-126",0.069,0.051,0.063,0.057,0.108
"chr2-127","chr2",123000001,124000000,"chr2-127",-0.03,-0.002,-0.104,-0.104,-0.007
"chr2-128","chr2",124000001,125000000,"chr2-128",-0.034,-0.002,-0.033,-0.054,-0.043
"chr2-129","chr2",125000001,126000000,"chr2-129",-0.093,-0.051,-0.1,-0.063,0.018
"chr2-130","chr2",126000001,127000000,"chr2-130",-0.077,-0.023,-0.175,-0.192,-0.108
"chr2-131","chr2",127000001,128000000,"chr2-131",0.049,-0.013,0.043,0.008,-0.035
"chr2-132","chr2",128000001,129000000,"chr2-132",0.055,0.025,0.097,0.014,0.006
"chr2-133","chr2",129000001,130000000,"chr2-133",0.024,-0.067,0.029,-0.048,-0.116
"chr2-134","chr2",130000001,131000000,"chr2-134",0.017,-0.016,0.02,-0.012,-0.02
"chr2-135","chr2",131000001,132000000,"chr2-135",0.055,-0.005,0.09,0.004,-0.016
"chr2-136","chr2",132000001,133000000,"chr2-136",-0.014,-0.043,0.059,-0.059,-0.054
"chr2-137","chr2",133000001,134000000,"chr2-137",-0.004,0.007,0.004,-0.019,-0.072
"chr2-138","chr2",134000001,135000000,"chr2-138",-0.05,-0.009,-0.063,-0.039,-0.07
"chr2-139","chr2",135000001,136000000,"chr2-139",0.017,0.041,-0.003,0.039,0.044
"chr2-140","chr2",136000001,137000000,"chr2-140",0.002,0.001,-0.003,-0.018,0.03
"chr2-141","chr2",137000001,138000000,"chr2-141",-0.024,-0.026,-0.052,-0.024,-0.067
"chr2-142","chr2",138000001,139000000,"chr2-142",-0.086,-0.025,-0.11,-0.03,-0.039
"chr2-143","chr2",139000001,140000000,"chr2-143",-0.037,-0.016,-0.055,-0.036,-0.003
"chr2-144","chr2",140000001,141000000,"chr2-144",-0.17,-0.02,-0.22,-0.125,-0.012
"chr2-145","chr2",141000001,142000000,"chr2-145",-0.148,-0.027,-0.297,-0.173,-0.117
"chr2-146","chr2",142000001,143000000,"chr2-146",0.035,0.047,-0.022,-0.037,0.076
"chr2-147","chr2",143000001,144000000,"chr2-147",-0.104,0.021,-0.163,-0.116,-0.059
"chr2-148","chr2",144000001,145000000,"chr2-148",-0.076,-0.008,-0.167,-0.103,-0.074
"chr2-149","chr2",145000001,146000000,"chr2-149",0.012,0.107,-0.021,0.085,0.128
"chr2-150","chr2",146000001,147000000,"chr2-150",-0.117,0,-0.213,-0.096,-0.124
"chr2-151","chr2",147000001,148000000,"chr2-151",-0.171,-0.015,-0.219,-0.144,-0.115
"chr2-152","chr2",148000001,149000000,"chr2-152",-0.009,0.038,-0.067,-0.003,0.053
"chr2-153","chr2",149000001,149690582,"chr2-153",0.011,0.045,0.054,0.017,0.043
"chr2-154","chr2",149790583,150000000,"chr2-154",-0.033,-0.021,-0.026,-0.007,0.05
"chr2-155","chr2",150000001,151000000,"chr2-155",-0.075,-0.056,-0.124,-0.075,-0.058
"chr2-156","chr2",151000001,152000000,"chr2-156",-0.084,0.012,-0.152,-0.109,-0.081
"chr2-157","chr2",152000001,153000000,"chr2-157",-0.002,0.049,0.006,0.042,0.092
"chr2-158","chr2",153000001,154000000,"chr2-158",-0.005,0.063,0.046,0.035,0.06
"chr2-159","chr2",154000001,155000000,"chr2-159",-0.027,-0.042,0.004,-0.064,-0.088
"chr2-160","chr2",155000001,156000000,"chr2-160",-0.078,-0.063,-0.172,-0.143,-0.155
"chr2-161","chr2",156000001,157000000,"chr2-161",-0.075,0.055,-0.09,-0.104,-0.044
"chr2-162","chr2",157000001,158000000,"chr2-162",-0.047,-0.038,-0.063,-0.041,-0.048
"chr2-163","chr2",158000001,159000000,"chr2-163",-0.034,0.043,-0.05,0.02,0.04
"chr2-164","chr2",159000001,160000000,"chr2-164",-0.031,0.023,-0.054,0.021,0.102
"chr2-165","chr2",160000001,161000000,"chr2-165",0.025,0.058,0.008,0.067,0.093
"chr2-166","chr2",161000001,162000000,"chr2-166",-0.021,0.017,-0.018,0.009,0.039
"chr2-167","chr2",162000001,163000000,"chr2-167",-0.049,-0.044,-0.091,-0.106,-0.059
"chr2-168","chr2",163000001,164000000,"chr2-168",-0.063,0.005,-0.115,-0.148,-0.204
"chr2-169","chr2",164000001,165000000,"chr2-169",-0.04,-0.01,-0.102,-0.103,-0.007
"chr2-170","chr2",165000001,166000000,"chr2-170",-0.038,-0.008,-0.117,-0.045,0.034
"chr2-171","chr2",166000001,167000000,"chr2-171",-0.024,0.047,-0.144,-0.089,-0.033
"chr2-172","chr2",167000001,168000000,"chr2-172",-0.113,-0.073,-0.175,-0.154,-0.156
"chr2-173","chr2",168000001,169000000,"chr2-173",-0.044,0.029,-0.091,-0.014,0.052
"chr2-174","chr2",169000001,170000000,"chr2-174",-0.062,-0.007,-0.068,-0.031,0.019
"chr2-175","chr2",170000001,171000000,"chr2-175",0.006,0.025,0.029,0.049,0.097
"chr2-176","chr2",171000001,172000000,"chr2-176",-0.001,0.028,0.014,-0.005,0.03
"chr2-177","chr2",172000001,173000000,"chr2-177",0.048,0.037,0.049,0.012,0.058
"chr2-178","chr2",173000001,174000000,"chr2-178",-0.038,-0.026,-0.04,-0.037,0.003
"chr2-179","chr2",174000001,175000000,"chr2-179",0.021,0.061,-0.003,0.073,0.117
"chr2-180","chr2",175000001,176000000,"chr2-180",0.02,0.032,0.015,-0.001,0.052
"chr2-181","chr2",176000001,177000000,"chr2-181",-0.03,-0.077,0.003,-0.068,-0.102
"chr2-182","chr2",177000001,178000000,"chr2-182",0.001,-0.014,-0.048,-0.061,-0.076
"chr2-183","chr2",178000001,179000000,"chr2-183",-0.025,-0.02,-0.073,-0.075,-0.023
"chr2-184","chr2",179000001,180000000,"chr2-184",-0.04,-0.022,-0.07,-0.075,-0.006
"chr2-185","chr2",180000001,181000000,"chr2-185",-0.11,-0.051,-0.135,-0.134,-0.075
"chr2-186","chr2",181000001,182000000,"chr2-186",-0.141,-0.074,-0.278,-0.209,-0.169
"chr2-187","chr2",182000001,183000000,"chr2-187",-0.101,-0.079,-0.18,-0.147,-0.125
"chr2-188","chr2",183000001,184000000,"chr2-188",-0.04,0.004,-0.088,-0.018,-0.03
"chr2-189","chr2",184000001,185000000,"chr2-189",-0.02,0.025,-0.12,-0.067,-0.036
"chr2-190","chr2",185000001,186000000,"chr2-190",-0.219,-0.098,-0.209,-0.253,-0.208
"chr2-191","chr2",186000001,187000000,"chr2-191",-0.106,-0.053,-0.199,-0.226,-0.14
"chr2-192","chr2",187000001,188000000,"chr2-192",-0.046,-0.044,-0.053,-0.052,0.016
"chr2-193","chr2",188000001,189000000,"chr2-193",-0.176,-0.036,-0.263,-0.161,-0.106
"chr2-194","chr2",189000001,190000000,"chr2-194",0,-0.012,-0.053,-0.127,-0.152
"chr2-195","chr2",190000001,191000000,"chr2-195",-0.036,0.004,-0.109,-0.068,-0.024
"chr2-196","chr2",191000001,192000000,"chr2-196",-0.026,0.015,-0.021,-0.011,0.035
"chr2-197","chr2",192000001,193000000,"chr2-197",-0.038,-0.005,-0.083,-0.011,0
"chr2-198","chr2",193000001,194000000,"chr2-198",-0.087,-0.107,-0.177,-0.173,-0.169
"chr2-199","chr2",194000001,195000000,"chr2-199",-0.138,0.003,-0.081,-0.123,-0.087
"chr2-200","chr2",195000001,196000000,"chr2-200",-0.118,-0.055,-0.156,-0.154,-0.131
"chr2-201","chr2",196000001,197000000,"chr2-201",-0.011,0.015,-0.02,-0.032,0.047
"chr2-202","chr2",197000001,198000000,"chr2-202",0.036,0.059,0.048,0.035,0.146
"chr2-203","chr2",198000001,199000000,"chr2-203",0.046,0.047,0.093,0.039,0.052
"chr2-204","chr2",199000001,200000000,"chr2-204",-0.074,-0.018,-0.248,-0.12,0.059
"chr2-205","chr2",200000001,201000000,"chr2-205",-0.043,-0.053,-0.026,-0.079,-0.042
"chr2-206","chr2",201000001,202000000,"chr2-206",0.005,-0.004,-0.012,-0.008,0.007
"chr2-207","chr2",202000001,203000000,"chr2-207",0.029,0.053,0.042,0.064,0.063
"chr2-208","chr2",203000001,204000000,"chr2-208",0.074,0.082,0.101,0.096,0.2
"chr2-209","chr2",204000001,205000000,"chr2-209",0.057,0.077,0.072,0.096,0.159
"chr2-210","chr2",205000001,206000000,"chr2-210",-0.06,-0.001,-0.08,-0.003,0.039
"chr2-211","chr2",206000001,207000000,"chr2-211",0.02,0.032,-0.023,0.042,0.066
"chr2-212","chr2",207000001,208000000,"chr2-212",-0.065,-0.051,-0.099,-0.104,-0.068
"chr2-213","chr2",208000001,209000000,"chr2-213",0.021,0.052,0.053,0.059,0.12
"chr2-214","chr2",209000001,210000000,"chr2-214",0.024,0.021,0.027,-0.013,0.032
"chr2-215","chr2",210000001,211000000,"chr2-215",-0.093,-0.018,-0.108,-0.072,-0.094
"chr2-216","chr2",211000001,212000000,"chr2-216",-0.057,0.017,-0.042,-0.085,-0.042
"chr2-217","chr2",212000001,213000000,"chr2-217",-0.1,-0.032,-0.274,-0.217,-0.215
"chr2-218","chr2",213000001,214000000,"chr2-218",-0.068,0.011,-0.162,-0.128,-0.1
"chr2-219","chr2",214000001,215000000,"chr2-219",-0.123,-0.059,-0.165,-0.13,-0.133
"chr2-220","chr2",215000001,216000000,"chr2-220",-0.031,0.005,-0.056,-0.039,0.08
"chr2-221","chr2",216000001,217000000,"chr2-221",0.038,0.09,0.026,0.075,0.161
"chr2-222","chr2",217000001,218000000,"chr2-222",0.002,0.01,0,0.031,0.032
"chr2-223","chr2",218000001,219000000,"chr2-223",0.028,-0.025,-0.011,-0.031,-0.083
"chr2-224","chr2",219000001,220000000,"chr2-224",0.048,-0.021,0.077,0.007,-0.021
"chr2-225","chr2",220000001,221000000,"chr2-225",0.052,-0.019,0.089,-0.015,-0.051
"chr2-226","chr2",221000001,222000000,"chr2-226",-0.105,-0.015,-0.12,-0.017,0.029
"chr2-227","chr2",222000001,223000000,"chr2-227",-0.052,-0.051,-0.097,-0.075,-0.103
"chr2-228","chr2",223000001,224000000,"chr2-228",-0.019,0.001,-0.027,-0.013,0.01
"chr2-229","chr2",224000001,225000000,"chr2-229",0.033,0.039,0.038,0.041,0.04
"chr2-230","chr2",225000001,226000000,"chr2-230",-0.031,0.027,-0.061,0.007,0.105
"chr2-231","chr2",226000001,227000000,"chr2-231",-0.033,0.023,-0.147,-0.045,-0.043
"chr2-232","chr2",227000001,228000000,"chr2-232",-0.015,0.015,-0.024,0.017,-0.005
"chr2-233","chr2",228000001,229000000,"chr2-233",0.047,0.05,0.009,0.057,0.15
"chr2-234","chr2",229000001,230000000,"chr2-234",-0.06,-0.019,-0.078,-0.077,-0.083
"chr2-235","chr2",230000001,231000000,"chr2-235",0.034,0.04,0.027,0.072,0.119
"chr2-236","chr2",231000001,232000000,"chr2-236",0.029,-0.01,0.021,0.031,0.065
"chr2-237","chr2",232000001,233000000,"chr2-237",0.095,0.051,0.118,0.074,0.057
"chr2-238","chr2",233000001,234003741,"chr2-238",0.077,0.034,0.117,0.032,0.022
"chr2-239","chr2",234053742,235000000,"chr2-239",0.026,0.005,0.016,0.005,-0.011
"chr2-240","chr2",235000001,236000000,"chr2-240",0.038,-0.003,0.016,0.038,0.049
"chr2-241","chr2",236000001,237000000,"chr2-241",0.052,0.027,0.029,0.059,0.057
"chr2-242","chr2",237000001,238000000,"chr2-242",0.018,-0.015,0.024,-0.008,-0.013
"chr2-243","chr2",238000001,239000000,"chr2-243",0.052,0.026,0.048,0.025,0.021
"chr2-244","chr2",239000001,239801978,"chr2-244",0.063,0.027,0.098,0.024,-0.009
"chr2-245","chr2",239831979,240000000,"chr2-245",0.071,-0.027,0.056,0.011,-0.038
"chr2-246","chr2",240000001,240784132,"chr2-246",0.073,-0.021,0.054,-0.003,-0.04
"chr2-247","chr2",240809133,241000000,"chr2-247",0.084,0.054,0.065,0.034,-0.013
"chr2-248","chr2",241000001,242000000,"chr2-248",0.068,-0.028,0.116,-0.01,-0.141
"chr2-249","chr2",242000001,243000000,"chr2-249",0.107,0.076,0.176,0.097,0.055
"chr2-250","chr2",243000001,243102476,"chr2-250",0.093,-0.006,0.088,0.009,-0.053
"chr3-001","chr3",60001,1000000,"chr3-001",-0.009,0.01,-0.052,0.017,0.037
"chr3-002","chr3",1000001,2000000,"chr3-002",-0.063,-0.034,-0.137,-0.033,-0.04
"chr3-003","chr3",2000001,3000000,"chr3-003",-0.048,-0.025,-0.127,-0.102,-0.029
"chr3-004","chr3",3000001,4000000,"chr3-004",-0.05,0.005,-0.066,-0.057,-0.021
"chr3-005","chr3",4000001,5000000,"chr3-005",-0.008,0.001,-0.002,0.009,0.022
"chr3-006","chr3",5000001,6000000,"chr3-006",0.024,0.053,0.067,0.05,0.069
"chr3-007","chr3",6000001,7000000,"chr3-007",0.04,0.022,0.038,-0.033,0.026
"chr3-008","chr3",7000001,8000000,"chr3-008",-0.073,0,-0.22,-0.115,-0.082
"chr3-009","chr3",8000001,9000000,"chr3-009",-0.069,-0.072,-0.11,-0.106,-0.129
"chr3-010","chr3",9000001,10000000,"chr3-010",0.051,-0.002,0.079,0.018,0.006
"chr3-011","chr3",10000001,11000000,"chr3-011",0.054,-0.01,0.055,0.004,-0.046
"chr3-012","chr3",11000001,12000000,"chr3-012",0.045,0.032,0.049,0.046,0.052
"chr3-013","chr3",12000001,13000000,"chr3-013",0.039,0.022,0.042,0.02,0.025
"chr3-014","chr3",13000001,14000000,"chr3-014",0.052,-0.045,0.034,-0.029,-0.103
"chr3-015","chr3",14000001,15000000,"chr3-015",-0.014,-0.082,-0.029,-0.053,-0.094
"chr3-016","chr3",15000001,16000000,"chr3-016",0.036,-0.002,0.026,0.02,0.046
"chr3-017","chr3",16000001,17000000,"chr3-017",-0.016,0.009,-0.016,0.026,0.04
"chr3-018","chr3",17000001,18000000,"chr3-018",-0.022,-0.018,-0.064,-0.039,-0.002
"chr3-019","chr3",18000001,19000000,"chr3-019",-0.071,-0.003,-0.115,-0.063,-0.048
"chr3-020","chr3",19000001,20000000,"chr3-020",-0.043,-0.016,-0.049,-0.049,-0.04
"chr3-021","chr3",20000001,21000000,"chr3-021",0.03,0.074,0.041,0.052,0.154
"chr3-022","chr3",21000001,22000000,"chr3-022",-0.077,-0.059,-0.489,-0.11,-0.112
"chr3-023","chr3",22000001,23000000,"chr3-023",-0.034,0.015,-0.149,-0.083,-0.065
"chr3-024","chr3",23000001,24000000,"chr3-024",0.031,0.053,0.053,0.026,0.073
"chr3-025","chr3",24000001,25000000,"chr3-025",-0.052,0.012,-0.05,-0.038,0.041
"chr3-026","chr3",25000001,26000000,"chr3-026",-0.04,0.03,-0.067,-0.078,-0.025
"chr3-027","chr3",26000001,27000000,"chr3-027",-0.018,-0.105,-0.055,-0.107,-0.125
"chr3-028","chr3",27000001,28000000,"chr3-028",-0.019,-0.004,-0.026,-0.023,0.052
"chr3-029","chr3",28000001,29000000,"chr3-029",-0.057,-0.032,-0.085,-0.097,-0.085
"chr3-030","chr3",29000001,30000000,"chr3-030",0.034,0.071,-0.021,0.044,0.107
"chr3-031","chr3",30000001,31000000,"chr3-031",-0.037,-0.022,-0.063,-0.057,-0.015
"chr3-032","chr3",31000001,32000000,"chr3-032",0.003,0.037,0.013,0.012,0.075
"chr3-033","chr3",32000001,33000000,"chr3-033",0.045,0.053,0.101,0.079,0.118
"chr3-034","chr3",33000001,34000000,"chr3-034",-0.017,0.018,0.049,0.055,0.113
"chr3-035","chr3",34000001,35000000,"chr3-035",-0.119,-0.093,-0.205,-0.139,-0.14
"chr3-036","chr3",35000001,36000000,"chr3-036",0.044,0.102,-0.055,-0.063,-0.072
"chr3-037","chr3",36000001,37000000,"chr3-037",-0.024,-0.011,0.007,-0.042,-0.038
"chr3-038","chr3",37000001,38000000,"chr3-038",0,-0.033,-0.055,-0.028,-0.015
"chr3-039","chr3",38000001,39000000,"chr3-039",0.032,-0.081,0.022,-0.047,-0.067
"chr3-040","chr3",39000001,40000000,"chr3-040",-0.003,-0.056,-0.002,-0.05,-0.057
"chr3-041","chr3",40000001,41000000,"chr3-041",-0.027,-0.03,-0.05,-0.088,-0.082
"chr3-042","chr3",41000001,42000000,"chr3-042",0.01,0.029,0.018,0.057,0.124
"chr3-043","chr3",42000001,43000000,"chr3-043",0.007,-0.023,0.026,-0.029,-0.046
"chr3-044","chr3",43000001,44000000,"chr3-044",0.014,-0.034,-0.005,-0.04,-0.014
"chr3-045","chr3",44000001,45000000,"chr3-045",-0.015,-0.048,-0.022,-0.084,-0.073
"chr3-046","chr3",45000001,46000000,"chr3-046",-0.019,-0.043,-0.008,-0.046,-0.055
"chr3-047","chr3",46000001,47000000,"chr3-047",0.01,-0.043,0.014,-0.034,-0.044
"chr3-048","chr3",47000001,48000000,"chr3-048",0.089,0.041,0.128,0.072,0.036
"chr3-049","chr3",48000001,49000000,"chr3-049",0.09,0.028,0.124,0.036,-0.014
"chr3-050","chr3",49000001,50000000,"chr3-050",0.074,-0.025,0.084,-0.015,-0.082
"chr3-051","chr3",50000001,51000000,"chr3-051",0.067,-0.075,0.07,-0.062,-0.141
"chr3-052","chr3",51000001,52000000,"chr3-052",0.033,-0.004,0.06,0.006,-0.015
"chr3-053","chr3",52000001,53000000,"chr3-053",0.072,-0.037,0.056,-0.037,-0.092
"chr3-054","chr3",53000001,54000000,"chr3-054",0.022,0.01,0.041,0.018,-0.012
"chr3-055","chr3",54000001,55000000,"chr3-055",-0.003,-0.001,0.005,0.003,-0.027
"chr3-056","chr3",55000001,56000000,"chr3-056",-0.014,-0.041,-0.049,-0.027,-0.037
"chr3-057","chr3",56000001,57000000,"chr3-057",0.038,0.064,0.02,0.015,0.072
"chr3-058","chr3",57000001,58000000,"chr3-058",0.041,0.044,0.078,0.066,0.106
"chr3-059","chr3",58000001,59000000,"chr3-059",0.042,0.021,0.045,0.039,0.059
"chr3-060","chr3",59000001,60000000,"chr3-060",-0.074,-0.027,-0.105,-0.073,-0.13
"chr3-061","chr3",60000001,61000000,"chr3-061",-0.018,0.017,-0.038,0.007,0.015
"chr3-062","chr3",61000001,62000000,"chr3-062",-0.004,0.04,-0.002,-0.01,0.041
"chr3-063","chr3",62000001,63000000,"chr3-063",-0.072,-0.05,-0.1,-0.102,-0.144
"chr3-064","chr3",63000001,64000000,"chr3-064",-0.005,0.024,-0.025,0.009,0.051
"chr3-065","chr3",64000001,65000000,"chr3-065",-0.036,0.001,-0.053,-0.044,-0.015
"chr3-066","chr3",65000001,66000000,"chr3-066",-0.012,0.057,-0.009,0.029,0.086
"chr3-067","chr3",66000001,66170270,"chr3-067",0.08,-0.03,0.08,0.035,-0.055
"chr3-068","chr3",66270271,67000000,"chr3-068",-0.032,0.002,0.019,-0.026,0.02
